planned_decision_id,decision_order,decision_class,phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,payload_id,payload_logical_sha256,input_n_samples,resolved_decision_status
F3ADS000721,7143,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,1,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000722,7144,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,2,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000723,7145,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,3,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000724,7146,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,4,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000725,7147,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,5,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000726,7148,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,6,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000727,7149,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,7,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000728,7150,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,8,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000729,7151,STABILITY,F3AE000086,F3AP0043,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006631,F3AC001,W00,P00,9,F3APAY004371,d0abe07b3b4d007ac637398192915ecac757ad38ed36a3821ab1b4bf8797c28c,24,READY_FOR_AFINO
F3ADS000730,7152,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,1,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000731,7153,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,2,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000732,7154,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,3,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000733,7155,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,4,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000734,7156,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,5,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000735,7157,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,6,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000736,7158,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,7,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000737,7159,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,8,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000738,7160,STABILITY,F3AE000087,F3AP0044,PUBLISHED_QPP_REFERENCE,F3AV006709,F3AC001,W00,P00,9,F3APAY004449,5a4ec01a5880728fe16b0bae6e4ec9c1920791aab62811dade4edc8ac1af7d8c,40,READY_FOR_AFINO
F3ADS000739,7161,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,1,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000740,7162,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,2,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000741,7163,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,3,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000742,7164,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,4,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000743,7165,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,5,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000744,7166,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,6,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000745,7167,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,7,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000746,7168,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,8,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000747,7169,STABILITY,F3AE000088,F3AP0044,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006787,F3AC001,W00,P00,9,F3APAY004527,8e6d370996a0d9366abb23cf9da9889fc89258cd75f8a542b5645e923cfad249,24,READY_FOR_AFINO
F3ADS000748,7170,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,1,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000749,7171,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,2,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000750,7172,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,3,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000751,7173,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,4,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000752,7174,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,5,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000753,7175,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,6,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000754,7176,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,7,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000755,7177,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,8,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000756,7178,STABILITY,F3AE000089,F3AP0045,PUBLISHED_QPP_REFERENCE,F3AV006865,F3AC001,W00,P00,9,F3APAY004579,dd45c4bb0bc3378edbf70cb73e60d441629ee6e4e417a43298a5ebcbde3f04c6,36,READY_FOR_AFINO
F3ADS000757,7179,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,1,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000758,7180,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,2,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000759,7181,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,3,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000760,7182,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,4,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000761,7183,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,5,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000762,7184,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,6,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000763,7185,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,7,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000764,7186,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,8,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000765,7187,STABILITY,F3AE000090,F3AP0045,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006943,F3AC001,W00,P00,9,F3APAY004631,996fae37c368795a095b793242f6fee1affd635de6f240beee0db5b324640617,40,READY_FOR_AFINO
F3ADS000766,7188,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,1,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000767,7189,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,2,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000768,7190,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,3,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000769,7191,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,4,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000770,7192,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,5,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000771,7193,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,6,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000772,7194,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,7,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000773,7195,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,8,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000774,7196,STABILITY,F3AE000091,F3AP0046,PUBLISHED_QPP_REFERENCE,F3AV007021,F3AC001,W00,P00,9,F3APAY004709,3fb3c7d03d430f786325cb05632832f41f6fcce6b6bdd3baf4c43e71adb4aec6,56,READY_FOR_AFINO
F3ADS000775,7197,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,1,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000776,7198,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,2,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000777,7199,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,3,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000778,7200,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,4,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000779,7201,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,5,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000780,7202,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,6,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000781,7203,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,7,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000782,7204,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,8,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000783,7205,STABILITY,F3AE000092,F3AP0046,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007099,F3AC001,W00,P00,9,F3APAY004787,b19161d22f0f73c8bd93b712a4e111a645775eafa49e2b87cff89c8d6d80a114,38,READY_FOR_AFINO
F3ADS000784,7206,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,1,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000785,7207,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,2,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000786,7208,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,3,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000787,7209,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,4,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000788,7210,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,5,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000789,7211,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,6,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000790,7212,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,7,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000791,7213,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,8,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000792,7214,STABILITY,F3AE000093,F3AP0047,PUBLISHED_QPP_REFERENCE,F3AV007177,F3AC001,W00,P00,9,F3APAY004839,c1d5f373be331a273523497e8edb41cd9d244d43ee2e1f4eeb7cc777f2b167b7,42,READY_FOR_AFINO
F3ADS000793,7215,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,1,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000794,7216,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,2,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000795,7217,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,3,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000796,7218,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,4,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000797,7219,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,5,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000798,7220,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,6,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000799,7221,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,7,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000800,7222,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,8,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000801,7223,STABILITY,F3AE000094,F3AP0047,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007255,F3AC001,W00,P00,9,F3APAY004891,09ed398d4f9312213d591e8f5d460ee26d7372f25e559423e100a74cbf2ce6a0,42,READY_FOR_AFINO
F3ADS000802,7224,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,1,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000803,7225,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,2,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000804,7226,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,3,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000805,7227,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,4,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000806,7228,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,5,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000807,7229,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,6,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000808,7230,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,7,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000809,7231,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,8,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000810,7232,STABILITY,F3AE000095,F3AP0048,PUBLISHED_QPP_REFERENCE,F3AV007333,F3AC001,W00,P00,9,F3APAY004943,250ed9c5e294f31f5f3fe20fb7d1391baf63036f36da10e40b628f1a91b8f6d8,41,READY_FOR_AFINO
F3ADS000811,7233,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,1,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000812,7234,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,2,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000813,7235,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,3,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000814,7236,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,4,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000815,7237,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,5,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000816,7238,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,6,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000817,7239,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,7,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000818,7240,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,8,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
F3ADS000819,7241,STABILITY,F3AE000096,F3AP0048,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV007411,F3AC001,W00,P00,9,F3APAY005021,464b1cc487d5df5f6c9ac3292096ed97feef7940abac65d736ade8504a2b021f,36,READY_FOR_AFINO
