job_id,job_order,planned_decision_id,decision_class,phase3a_event_id,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,model_id,model_name,payload_id,payload_logical_sha256,afino_version,afino_commit,low_frequency_cutoff_hz,seed_application_contract,selection_rule,execution_status
F3AJ0008887,8887,F3ADP004457,PRIMARY,F3AE000058,F3AV004457,F3AC011,WSm2,P04,0,M0,pow_const,F3APAY002963,bcb452195d484b15c7a6340e5d2e70aa0bd9af1a199fea48311b93608b66e3f5,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008888,8888,F3ADP004457,PRIMARY,F3AE000058,F3AV004457,F3AC011,WSm2,P04,0,M1,pow_const_gauss,F3APAY002963,bcb452195d484b15c7a6340e5d2e70aa0bd9af1a199fea48311b93608b66e3f5,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008889,8889,F3ADP004457,PRIMARY,F3AE000058,F3AV004457,F3AC011,WSm2,P04,0,M2,bpow_const,F3APAY002963,bcb452195d484b15c7a6340e5d2e70aa0bd9af1a199fea48311b93608b66e3f5,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008890,8890,F3ADP004458,PRIMARY,F3AE000058,F3AV004458,F3AC012,WSm2,P05,0,M0,pow_const,F3APAY002964,a860a2cc7cadd876a59b6c4f042896d56daaa509be2debb06c8216f9e80480b5,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008891,8891,F3ADP004458,PRIMARY,F3AE000058,F3AV004458,F3AC012,WSm2,P05,0,M1,pow_const_gauss,F3APAY002964,a860a2cc7cadd876a59b6c4f042896d56daaa509be2debb06c8216f9e80480b5,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008892,8892,F3ADP004458,PRIMARY,F3AE000058,F3AV004458,F3AC012,WSm2,P05,0,M2,bpow_const,F3APAY002964,a860a2cc7cadd876a59b6c4f042896d56daaa509be2debb06c8216f9e80480b5,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008893,8893,F3ADP004459,PRIMARY,F3AE000058,F3AV004459,F3AC013,WSm1,P00,0,M0,pow_const,F3APAY002965,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008894,8894,F3ADP004459,PRIMARY,F3AE000058,F3AV004459,F3AC013,WSm1,P00,0,M1,pow_const_gauss,F3APAY002965,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008895,8895,F3ADP004459,PRIMARY,F3AE000058,F3AV004459,F3AC013,WSm1,P00,0,M2,bpow_const,F3APAY002965,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008896,8896,F3ADP004460,PRIMARY,F3AE000058,F3AV004460,F3AC014,WSm1,P01,0,M0,pow_const,F3APAY002966,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008897,8897,F3ADP004460,PRIMARY,F3AE000058,F3AV004460,F3AC014,WSm1,P01,0,M1,pow_const_gauss,F3APAY002966,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008898,8898,F3ADP004460,PRIMARY,F3AE000058,F3AV004460,F3AC014,WSm1,P01,0,M2,bpow_const,F3APAY002966,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008899,8899,F3ADP004461,PRIMARY,F3AE000058,F3AV004461,F3AC015,WSm1,P02,0,M0,pow_const,F3APAY002967,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008900,8900,F3ADP004461,PRIMARY,F3AE000058,F3AV004461,F3AC015,WSm1,P02,0,M1,pow_const_gauss,F3APAY002967,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008901,8901,F3ADP004461,PRIMARY,F3AE000058,F3AV004461,F3AC015,WSm1,P02,0,M2,bpow_const,F3APAY002967,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008902,8902,F3ADP004462,PRIMARY,F3AE000058,F3AV004462,F3AC016,WSm1,P03,0,M0,pow_const,F3APAY002968,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008903,8903,F3ADP004462,PRIMARY,F3AE000058,F3AV004462,F3AC016,WSm1,P03,0,M1,pow_const_gauss,F3APAY002968,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008904,8904,F3ADP004462,PRIMARY,F3AE000058,F3AV004462,F3AC016,WSm1,P03,0,M2,bpow_const,F3APAY002968,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008905,8905,F3ADP004463,PRIMARY,F3AE000058,F3AV004463,F3AC017,WSm1,P04,0,M0,pow_const,F3APAY002969,9d0a9576a7181378f4d127a71704c07625b85b65156829608154768e99b016ab,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008906,8906,F3ADP004463,PRIMARY,F3AE000058,F3AV004463,F3AC017,WSm1,P04,0,M1,pow_const_gauss,F3APAY002969,9d0a9576a7181378f4d127a71704c07625b85b65156829608154768e99b016ab,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008907,8907,F3ADP004463,PRIMARY,F3AE000058,F3AV004463,F3AC017,WSm1,P04,0,M2,bpow_const,F3APAY002969,9d0a9576a7181378f4d127a71704c07625b85b65156829608154768e99b016ab,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008908,8908,F3ADP004464,PRIMARY,F3AE000058,F3AV004464,F3AC018,WSm1,P05,0,M0,pow_const,F3APAY002970,607b7857032f7ec2b0b9a2de3c41d71c7ccc0a8ad20786a155ac10ea11440df0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008909,8909,F3ADP004464,PRIMARY,F3AE000058,F3AV004464,F3AC018,WSm1,P05,0,M1,pow_const_gauss,F3APAY002970,607b7857032f7ec2b0b9a2de3c41d71c7ccc0a8ad20786a155ac10ea11440df0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008910,8910,F3ADP004464,PRIMARY,F3AE000058,F3AV004464,F3AC018,WSm1,P05,0,M2,bpow_const,F3APAY002970,607b7857032f7ec2b0b9a2de3c41d71c7ccc0a8ad20786a155ac10ea11440df0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008911,8911,F3ADP004465,PRIMARY,F3AE000058,F3AV004465,F3AC019,WSp1,P00,0,M0,pow_const,F3APAY002971,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008912,8912,F3ADP004465,PRIMARY,F3AE000058,F3AV004465,F3AC019,WSp1,P00,0,M1,pow_const_gauss,F3APAY002971,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008913,8913,F3ADP004465,PRIMARY,F3AE000058,F3AV004465,F3AC019,WSp1,P00,0,M2,bpow_const,F3APAY002971,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008914,8914,F3ADP004466,PRIMARY,F3AE000058,F3AV004466,F3AC020,WSp1,P01,0,M0,pow_const,F3APAY002972,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008915,8915,F3ADP004466,PRIMARY,F3AE000058,F3AV004466,F3AC020,WSp1,P01,0,M1,pow_const_gauss,F3APAY002972,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008916,8916,F3ADP004466,PRIMARY,F3AE000058,F3AV004466,F3AC020,WSp1,P01,0,M2,bpow_const,F3APAY002972,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008917,8917,F3ADP004467,PRIMARY,F3AE000058,F3AV004467,F3AC021,WSp1,P02,0,M0,pow_const,F3APAY002973,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008918,8918,F3ADP004467,PRIMARY,F3AE000058,F3AV004467,F3AC021,WSp1,P02,0,M1,pow_const_gauss,F3APAY002973,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008919,8919,F3ADP004467,PRIMARY,F3AE000058,F3AV004467,F3AC021,WSp1,P02,0,M2,bpow_const,F3APAY002973,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008920,8920,F3ADP004468,PRIMARY,F3AE000058,F3AV004468,F3AC022,WSp1,P03,0,M0,pow_const,F3APAY002974,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008921,8921,F3ADP004468,PRIMARY,F3AE000058,F3AV004468,F3AC022,WSp1,P03,0,M1,pow_const_gauss,F3APAY002974,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008922,8922,F3ADP004468,PRIMARY,F3AE000058,F3AV004468,F3AC022,WSp1,P03,0,M2,bpow_const,F3APAY002974,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008923,8923,F3ADP004469,PRIMARY,F3AE000058,F3AV004469,F3AC023,WSp1,P04,0,M0,pow_const,F3APAY002975,76bb4cddac83335e4efffbfc3451d7574413e13325cccdb923581a3788ddec32,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008924,8924,F3ADP004469,PRIMARY,F3AE000058,F3AV004469,F3AC023,WSp1,P04,0,M1,pow_const_gauss,F3APAY002975,76bb4cddac83335e4efffbfc3451d7574413e13325cccdb923581a3788ddec32,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008925,8925,F3ADP004469,PRIMARY,F3AE000058,F3AV004469,F3AC023,WSp1,P04,0,M2,bpow_const,F3APAY002975,76bb4cddac83335e4efffbfc3451d7574413e13325cccdb923581a3788ddec32,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008926,8926,F3ADP004470,PRIMARY,F3AE000058,F3AV004470,F3AC024,WSp1,P05,0,M0,pow_const,F3APAY002976,d75c9caadbc5efc0f622e1df4c87a2202da5c5206816377cf8b982c93ac23026,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008927,8927,F3ADP004470,PRIMARY,F3AE000058,F3AV004470,F3AC024,WSp1,P05,0,M1,pow_const_gauss,F3APAY002976,d75c9caadbc5efc0f622e1df4c87a2202da5c5206816377cf8b982c93ac23026,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008928,8928,F3ADP004470,PRIMARY,F3AE000058,F3AV004470,F3AC024,WSp1,P05,0,M2,bpow_const,F3APAY002976,d75c9caadbc5efc0f622e1df4c87a2202da5c5206816377cf8b982c93ac23026,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008929,8929,F3ADP004483,PRIMARY,F3AE000058,F3AV004483,F3AC037,WEm1,P00,0,M0,pow_const,F3APAY002977,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008930,8930,F3ADP004483,PRIMARY,F3AE000058,F3AV004483,F3AC037,WEm1,P00,0,M1,pow_const_gauss,F3APAY002977,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008931,8931,F3ADP004483,PRIMARY,F3AE000058,F3AV004483,F3AC037,WEm1,P00,0,M2,bpow_const,F3APAY002977,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008932,8932,F3ADP004484,PRIMARY,F3AE000058,F3AV004484,F3AC038,WEm1,P01,0,M0,pow_const,F3APAY002978,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008933,8933,F3ADP004484,PRIMARY,F3AE000058,F3AV004484,F3AC038,WEm1,P01,0,M1,pow_const_gauss,F3APAY002978,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008934,8934,F3ADP004484,PRIMARY,F3AE000058,F3AV004484,F3AC038,WEm1,P01,0,M2,bpow_const,F3APAY002978,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008935,8935,F3ADP004485,PRIMARY,F3AE000058,F3AV004485,F3AC039,WEm1,P02,0,M0,pow_const,F3APAY002979,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008936,8936,F3ADP004485,PRIMARY,F3AE000058,F3AV004485,F3AC039,WEm1,P02,0,M1,pow_const_gauss,F3APAY002979,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008937,8937,F3ADP004485,PRIMARY,F3AE000058,F3AV004485,F3AC039,WEm1,P02,0,M2,bpow_const,F3APAY002979,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008938,8938,F3ADP004486,PRIMARY,F3AE000058,F3AV004486,F3AC040,WEm1,P03,0,M0,pow_const,F3APAY002980,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008939,8939,F3ADP004486,PRIMARY,F3AE000058,F3AV004486,F3AC040,WEm1,P03,0,M1,pow_const_gauss,F3APAY002980,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008940,8940,F3ADP004486,PRIMARY,F3AE000058,F3AV004486,F3AC040,WEm1,P03,0,M2,bpow_const,F3APAY002980,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008941,8941,F3ADP004487,PRIMARY,F3AE000058,F3AV004487,F3AC041,WEm1,P04,0,M0,pow_const,F3APAY002981,8c74034efcb5f094febccdd3f0eba9292c9049caaf9f448f2d1872f9edeadb00,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008942,8942,F3ADP004487,PRIMARY,F3AE000058,F3AV004487,F3AC041,WEm1,P04,0,M1,pow_const_gauss,F3APAY002981,8c74034efcb5f094febccdd3f0eba9292c9049caaf9f448f2d1872f9edeadb00,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008943,8943,F3ADP004487,PRIMARY,F3AE000058,F3AV004487,F3AC041,WEm1,P04,0,M2,bpow_const,F3APAY002981,8c74034efcb5f094febccdd3f0eba9292c9049caaf9f448f2d1872f9edeadb00,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008944,8944,F3ADP004488,PRIMARY,F3AE000058,F3AV004488,F3AC042,WEm1,P05,0,M0,pow_const,F3APAY002982,35f04260a20c73a6cd5e9c400db8ade006c0ff4d062b9dea695a69b08982d960,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008945,8945,F3ADP004488,PRIMARY,F3AE000058,F3AV004488,F3AC042,WEm1,P05,0,M1,pow_const_gauss,F3APAY002982,35f04260a20c73a6cd5e9c400db8ade006c0ff4d062b9dea695a69b08982d960,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008946,8946,F3ADP004488,PRIMARY,F3AE000058,F3AV004488,F3AC042,WEm1,P05,0,M2,bpow_const,F3APAY002982,35f04260a20c73a6cd5e9c400db8ade006c0ff4d062b9dea695a69b08982d960,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008947,8947,F3ADP004489,PRIMARY,F3AE000058,F3AV004489,F3AC043,WEp1,P00,0,M0,pow_const,F3APAY002983,375aa656bdfff5326e0f598609227efabfefa6f8a65036026e12ca4436643d29,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008948,8948,F3ADP004489,PRIMARY,F3AE000058,F3AV004489,F3AC043,WEp1,P00,0,M1,pow_const_gauss,F3APAY002983,375aa656bdfff5326e0f598609227efabfefa6f8a65036026e12ca4436643d29,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0008949,8949,F3ADP004489,PRIMARY,F3AE000058,F3AV004489,F3AC043,WEp1,P00,0,M2,bpow_const,F3APAY002983,375aa656bdfff5326e0f598609227efabfefa6f8a65036026e12ca4436643d29,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
