phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,materialization_status,inadmissibility_reason,baseline_gate_state,baseline_qpp_selected,variant_decision_available,variant_qpp_selected,transition_eligible,classification_transition,classification_concordant_with_baseline,formal_m1_period_s,period_role
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005911,F3AC061,WC1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,48.040413738081924,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005912,F3AC062,WC1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,142.8223736126582,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005913,F3AC063,WC1,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005914,F3AC064,WC1,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005915,F3AC065,WC1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,141.06125983082737,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005916,F3AC066,WC1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,140.95250756107723,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005917,F3AC067,WX2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,121.44559619154847,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005918,F3AC068,WX2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,123.81225167415235,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005919,F3AC069,WX2,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005920,F3AC070,WX2,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005921,F3AC071,WX2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,121.12190980466977,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005922,F3AC072,WX2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,123.80209065448494,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005923,F3AC073,WC2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,131.11850396692324,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005924,F3AC074,WC2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,131.07224493151458,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005925,F3AC075,WC2,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005926,F3AC076,WC2,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005927,F3AC077,WC2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,130.94940786872962,formal_m1_center_not_selected
F3AE000076,F3AP0038,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005928,F3AC078,WC2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,130.98964454754713,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005929,F3AC001,W00,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.322324134950485,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005930,F3AC002,W00,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.379447313363684,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005931,F3AC003,W00,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005932,F3AC004,W00,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005933,F3AC005,W00,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.7420660003207,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005934,F3AC006,W00,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.70335505150004,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005935,F3AC007,WSm2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,58.4111016825101,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005936,F3AC008,WSm2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,58.649667666946954,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005937,F3AC009,WSm2,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005938,F3AC010,WSm2,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005939,F3AC011,WSm2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,57.91335361927016,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005940,F3AC012,WSm2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,58.423573076709275,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005941,F3AC013,WSm1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,58.59932945982267,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005942,F3AC014,WSm1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,57.929504933654485,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005943,F3AC015,WSm1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005944,F3AC016,WSm1,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005945,F3AC017,WSm1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,58.22903839103887,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005946,F3AC018,WSm1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,57.80816920204303,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005947,F3AC019,WSp1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,61.69590323707044,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005948,F3AC020,WSp1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,61.370566385501164,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005949,F3AC021,WSp1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005950,F3AC022,WSp1,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005951,F3AC023,WSp1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,61.67835070086088,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005952,F3AC024,WSp1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,61.36727021229142,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005953,F3AC025,WSp2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.398593483484014,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005954,F3AC026,WSp2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.11057002363214,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005955,F3AC027,WSp2,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005956,F3AC028,WSp2,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005957,F3AC029,WSp2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.33486085153407,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005958,F3AC030,WSp2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.05075059991421,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005959,F3AC031,WEm2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,56.869499706599,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005960,F3AC032,WEm2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,57.652700520670926,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005961,F3AC033,WEm2,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005962,F3AC034,WEm2,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005963,F3AC035,WEm2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,56.71428568937375,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005964,F3AC036,WEm2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,57.51289318464501,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005965,F3AC037,WEm1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.17030988513554,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005966,F3AC038,WEm1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.126916767151116,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005967,F3AC039,WEm1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005968,F3AC040,WEm1,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005969,F3AC041,WEm1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.28673152421211,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005970,F3AC042,WEm1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.26481461979326,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005971,F3AC043,WEp1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.405269753607335,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005972,F3AC044,WEp1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.85869940179143,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005973,F3AC045,WEp1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005974,F3AC046,WEp1,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005975,F3AC047,WEp1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.545785273146926,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005976,F3AC048,WEp1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.906595434797396,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005977,F3AC049,WEp2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.27669680249633,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005978,F3AC050,WEp2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,61.62481171354083,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005979,F3AC051,WEp2,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005980,F3AC052,WEp2,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005981,F3AC053,WEp2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,62.81800074638427,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005982,F3AC054,WEp2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,61.637241096420425,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005983,F3AC055,WX1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.751559027266445,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005984,F3AC056,WX1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.49363009099565,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005985,F3AC057,WX1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005986,F3AC058,WX1,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005987,F3AC059,WX1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.7855792243275,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005988,F3AC060,WX1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.40309096596985,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005989,F3AC061,WC1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.986635944653194,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005990,F3AC062,WC1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.542146818634485,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005991,F3AC063,WC1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005992,F3AC064,WC1,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005993,F3AC065,WC1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.01671755462688,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005994,F3AC066,WC1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,60.56804588071043,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005995,F3AC067,WX2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.645263492599796,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005996,F3AC068,WX2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.45169781385317,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005997,F3AC069,WX2,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005998,F3AC070,WX2,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV005999,F3AC071,WX2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.693422876484455,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006000,F3AC072,WX2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.35952755695082,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006001,F3AC073,WC2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.25095056723614,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006002,F3AC074,WC2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.61761458640467,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006003,F3AC075,WC2,P02,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006004,F3AC076,WC2,P03,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006005,F3AC077,WC2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.39178402339536,formal_m1_center_not_selected
F3AE000077,F3AP0039,PUBLISHED_QPP_REFERENCE,F3AV006006,F3AC078,WC2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,59.65151394167486,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006007,F3AC001,W00,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,299.99999999999994,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006008,F3AC002,W00,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,299.99999999999994,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006009,F3AC003,W00,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006010,F3AC004,W00,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006011,F3AC005,W00,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,48.04821148575934,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006012,F3AC006,W00,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,50.43553914616488,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006013,F3AC007,WSm2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,170.93288707167696,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006014,F3AC008,WSm2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,146.73799383928406,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006015,F3AC009,WSm2,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006016,F3AC010,WSm2,P03,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_CONCORDANT,false,false,,false,,,,
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006017,F3AC011,WSm2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,170.85803267482564,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006018,F3AC012,WSm2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,156.23142127204804,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006019,F3AC013,WSm1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,40.0,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006020,F3AC014,WSm1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,145.3160983487491,formal_m1_center_not_selected
F3AE000078,F3AP0039,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV006021,F3AC015,WSm1,P02,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,REFERENCE_CONCORDANT,false,false,,false,,,,
