canary_decision_order,planned_decision_id,decision_order,decision_class,simulation_unit_id,background_realization_id,external_optimizer_seed,payload_logical_sha256,input_state,execution_status
94,F3B2D003699,3699,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A1_Q004_R035:NULL:PRIMARY,F3BBG_N015_A1_Q004_R035,9,8269842f9d23399231e43635fc7d6679446a2dc37640177a37746bce84c49c45,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
95,F3B2D003700,3700,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A1_Q004_R035:POS:PRIMARY,F3BBG_N015_A1_Q004_R035,1,456de89fe23e3af501bde644d01cc1654733e345b4e0e70f6d7feb6d226f52b9,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
96,F3B2D003708,3708,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A1_Q004_R035:POS:PRIMARY,F3BBG_N015_A1_Q004_R035,9,456de89fe23e3af501bde644d01cc1654733e345b4e0e70f6d7feb6d226f52b9,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
97,F3B2D003709,3709,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q001_R031:NULL:PRIMARY,F3BBG_N015_A2_Q001_R031,1,af81c156e1a201d76a32c26bac82d320130c403a69a9712a6dccbd59f80a6b3f,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
98,F3B2D003717,3717,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q001_R031:NULL:PRIMARY,F3BBG_N015_A2_Q001_R031,9,af81c156e1a201d76a32c26bac82d320130c403a69a9712a6dccbd59f80a6b3f,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
99,F3B2D003718,3718,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q001_R031:POS:PRIMARY,F3BBG_N015_A2_Q001_R031,1,97d2a469ffbe2d9e84cfa4b632e00688b91cc2d531eeb5f73c6ae6a7cf5798f4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
100,F3B2D003726,3726,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q001_R031:POS:PRIMARY,F3BBG_N015_A2_Q001_R031,9,97d2a469ffbe2d9e84cfa4b632e00688b91cc2d531eeb5f73c6ae6a7cf5798f4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
101,F3B2D003727,3727,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q002_R044:NULL:PRIMARY,F3BBG_N015_A2_Q002_R044,1,94ea298fe5fa6ce7f0efd07eb3802eab2a020edd348befc9333fde87d13d9165,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
102,F3B2D003735,3735,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q002_R044:NULL:PRIMARY,F3BBG_N015_A2_Q002_R044,9,94ea298fe5fa6ce7f0efd07eb3802eab2a020edd348befc9333fde87d13d9165,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
103,F3B2D003736,3736,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q002_R044:POS:PRIMARY,F3BBG_N015_A2_Q002_R044,1,392404df83fb1f96aa381b06b67b6b5ffc9d230ad9f85945d14477061b0e36ca,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
104,F3B2D003744,3744,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q002_R044:POS:PRIMARY,F3BBG_N015_A2_Q002_R044,9,392404df83fb1f96aa381b06b67b6b5ffc9d230ad9f85945d14477061b0e36ca,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
105,F3B2D003745,3745,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q004_R076:NULL:PRIMARY,F3BBG_N015_A2_Q004_R076,1,26b1052ebe1c535a89528335eee5647618f6ee5d9a2817a6ffcb39882973883c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
106,F3B2D003753,3753,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q004_R076:NULL:PRIMARY,F3BBG_N015_A2_Q004_R076,9,26b1052ebe1c535a89528335eee5647618f6ee5d9a2817a6ffcb39882973883c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
107,F3B2D003754,3754,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q004_R076:POS:PRIMARY,F3BBG_N015_A2_Q004_R076,1,7e7adebc05b6b328b249f5a118f47c2be4473e0b0e6ad43f7116a54de0216d5e,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
108,F3B2D003762,3762,NUMERICAL_STABILITY_EXTRA,F3BBG_N015_A2_Q004_R076:POS:PRIMARY,F3BBG_N015_A2_Q004_R076,9,7e7adebc05b6b328b249f5a118f47c2be4473e0b0e6ad43f7116a54de0216d5e,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
109,F3B2D003763,3763,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q001_R005:NULL:PRIMARY,F3BBG_N030_A0_Q001_R005,1,37d3ddb051113e06426b3d4b0bc228dccd821430eff0624f0dbc290196884ac0,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
110,F3B2D003771,3771,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q001_R005:NULL:PRIMARY,F3BBG_N030_A0_Q001_R005,9,37d3ddb051113e06426b3d4b0bc228dccd821430eff0624f0dbc290196884ac0,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
111,F3B2D003772,3772,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q001_R005:POS:PRIMARY,F3BBG_N030_A0_Q001_R005,1,db16622e2f91bef8615566a905b3a455352003818fb63bb93a0995620e503636,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
112,F3B2D003780,3780,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q001_R005:POS:PRIMARY,F3BBG_N030_A0_Q001_R005,9,db16622e2f91bef8615566a905b3a455352003818fb63bb93a0995620e503636,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
113,F3B2D003781,3781,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q002_R003:NULL:PRIMARY,F3BBG_N030_A0_Q002_R003,1,d04e5a11461ab6c3a94f6a4492178343f3760805ad79fc707e50d6ca6e97bc4c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
114,F3B2D003789,3789,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q002_R003:NULL:PRIMARY,F3BBG_N030_A0_Q002_R003,9,d04e5a11461ab6c3a94f6a4492178343f3760805ad79fc707e50d6ca6e97bc4c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
115,F3B2D003790,3790,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q002_R003:POS:PRIMARY,F3BBG_N030_A0_Q002_R003,1,079a702be1a84e0303021a0f019a2c8e7b1e6788db6bec116c17be0389934cb0,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
116,F3B2D003798,3798,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q002_R003:POS:PRIMARY,F3BBG_N030_A0_Q002_R003,9,079a702be1a84e0303021a0f019a2c8e7b1e6788db6bec116c17be0389934cb0,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
117,F3B2D003799,3799,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q004_R035:NULL:PRIMARY,F3BBG_N030_A0_Q004_R035,1,bc6c819b13b9329485b0aed71f62300c8f2d5f3a85279be95aa9cb0952d0f822,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
118,F3B2D003807,3807,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q004_R035:NULL:PRIMARY,F3BBG_N030_A0_Q004_R035,9,bc6c819b13b9329485b0aed71f62300c8f2d5f3a85279be95aa9cb0952d0f822,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
119,F3B2D003808,3808,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q004_R035:POS:PRIMARY,F3BBG_N030_A0_Q004_R035,1,aed9128932457d869d2b62ae9c86e85c77e24e7808ea6937845563a5c23bb2bf,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
120,F3B2D003816,3816,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A0_Q004_R035:POS:PRIMARY,F3BBG_N030_A0_Q004_R035,9,aed9128932457d869d2b62ae9c86e85c77e24e7808ea6937845563a5c23bb2bf,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
121,F3B2D003817,3817,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q001_R095:NULL:PRIMARY,F3BBG_N030_A1_Q001_R095,1,e5d1824adf5338cdbdec4f3b055ba40755b23ae286032423ea41974ccddc34ed,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
122,F3B2D003825,3825,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q001_R095:NULL:PRIMARY,F3BBG_N030_A1_Q001_R095,9,e5d1824adf5338cdbdec4f3b055ba40755b23ae286032423ea41974ccddc34ed,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
123,F3B2D003826,3826,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q001_R095:POS:PRIMARY,F3BBG_N030_A1_Q001_R095,1,3c9944ad1c33f623c61d31bda8568128e028de73ae35500b943295aee04e8d95,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
124,F3B2D003834,3834,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q001_R095:POS:PRIMARY,F3BBG_N030_A1_Q001_R095,9,3c9944ad1c33f623c61d31bda8568128e028de73ae35500b943295aee04e8d95,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
125,F3B2D003835,3835,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q002_R027:NULL:PRIMARY,F3BBG_N030_A1_Q002_R027,1,bd028e51657f64f915c758005a7548f94ef7e3960e996ffc84f33914086a3a2d,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
126,F3B2D003843,3843,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q002_R027:NULL:PRIMARY,F3BBG_N030_A1_Q002_R027,9,bd028e51657f64f915c758005a7548f94ef7e3960e996ffc84f33914086a3a2d,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
127,F3B2D003844,3844,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q002_R027:POS:PRIMARY,F3BBG_N030_A1_Q002_R027,1,d65f697c16cd7924892afe78f07aa17d1f11e866b7dc08944ef7033cf7441bda,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
128,F3B2D003852,3852,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q002_R027:POS:PRIMARY,F3BBG_N030_A1_Q002_R027,9,d65f697c16cd7924892afe78f07aa17d1f11e866b7dc08944ef7033cf7441bda,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
129,F3B2D003853,3853,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q004_R058:NULL:PRIMARY,F3BBG_N030_A1_Q004_R058,1,7a4c1f92ed172dac6ed7aba32c8ff9854ce0aab5ee544a8a9d7e4256a6d18f42,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
130,F3B2D003861,3861,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q004_R058:NULL:PRIMARY,F3BBG_N030_A1_Q004_R058,9,7a4c1f92ed172dac6ed7aba32c8ff9854ce0aab5ee544a8a9d7e4256a6d18f42,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
131,F3B2D003862,3862,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q004_R058:POS:PRIMARY,F3BBG_N030_A1_Q004_R058,1,dbafca78eeb7652f9fb75d4b6b7823997fd76bbd39fb85779ddc9de63e552022,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
132,F3B2D003870,3870,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A1_Q004_R058:POS:PRIMARY,F3BBG_N030_A1_Q004_R058,9,dbafca78eeb7652f9fb75d4b6b7823997fd76bbd39fb85779ddc9de63e552022,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
133,F3B2D003871,3871,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q001_R040:NULL:PRIMARY,F3BBG_N030_A2_Q001_R040,1,d48374fc757b3a4a5e163d3a312b0bfd91fa33bfb89596c71f67856d13e44cbc,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
134,F3B2D003879,3879,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q001_R040:NULL:PRIMARY,F3BBG_N030_A2_Q001_R040,9,d48374fc757b3a4a5e163d3a312b0bfd91fa33bfb89596c71f67856d13e44cbc,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
135,F3B2D003880,3880,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q001_R040:POS:PRIMARY,F3BBG_N030_A2_Q001_R040,1,14dafaa5d07b804de05ff3b216cc0059b1ff7847c30046800673f3e311f272ba,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
136,F3B2D003888,3888,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q001_R040:POS:PRIMARY,F3BBG_N030_A2_Q001_R040,9,14dafaa5d07b804de05ff3b216cc0059b1ff7847c30046800673f3e311f272ba,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
137,F3B2D003889,3889,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q002_R014:NULL:PRIMARY,F3BBG_N030_A2_Q002_R014,1,1c28d0ca19176052633c99a098e5e0fbf4db00a30f059f5918c4b394ab852568,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
138,F3B2D003897,3897,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q002_R014:NULL:PRIMARY,F3BBG_N030_A2_Q002_R014,9,1c28d0ca19176052633c99a098e5e0fbf4db00a30f059f5918c4b394ab852568,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
139,F3B2D003898,3898,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q002_R014:POS:PRIMARY,F3BBG_N030_A2_Q002_R014,1,9cb44788602cbe8cf94855a48f7c98263ca496fcd78a14291399dac6ba30a194,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
140,F3B2D003906,3906,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q002_R014:POS:PRIMARY,F3BBG_N030_A2_Q002_R014,9,9cb44788602cbe8cf94855a48f7c98263ca496fcd78a14291399dac6ba30a194,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
141,F3B2D003907,3907,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q004_R065:NULL:PRIMARY,F3BBG_N030_A2_Q004_R065,1,997fde4a1481940bce5f2fe65f33854d8647e8727bfb105b0a075df0f5659838,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
142,F3B2D003915,3915,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q004_R065:NULL:PRIMARY,F3BBG_N030_A2_Q004_R065,9,997fde4a1481940bce5f2fe65f33854d8647e8727bfb105b0a075df0f5659838,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
143,F3B2D003916,3916,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q004_R065:POS:PRIMARY,F3BBG_N030_A2_Q004_R065,1,dc8a2d1f0f1c45536f166f88ca856260ee44d08fae83b88322476ffe2b84379c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
144,F3B2D003924,3924,NUMERICAL_STABILITY_EXTRA,F3BBG_N030_A2_Q004_R065:POS:PRIMARY,F3BBG_N030_A2_Q004_R065,9,dc8a2d1f0f1c45536f166f88ca856260ee44d08fae83b88322476ffe2b84379c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
145,F3B2D003925,3925,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q001_R024:NULL:PRIMARY,F3BBG_N060_A0_Q001_R024,1,6c1be9952eb5bf9fabc9861da6d3e9368388c0eb303e67d967bda6a834456829,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
146,F3B2D003933,3933,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q001_R024:NULL:PRIMARY,F3BBG_N060_A0_Q001_R024,9,6c1be9952eb5bf9fabc9861da6d3e9368388c0eb303e67d967bda6a834456829,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
147,F3B2D003934,3934,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q001_R024:POS:PRIMARY,F3BBG_N060_A0_Q001_R024,1,3e5ce767f5819b442d4e638e066cb924c71d3c9e8fc3aa2b41304f51fdf7c910,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
148,F3B2D003942,3942,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q001_R024:POS:PRIMARY,F3BBG_N060_A0_Q001_R024,9,3e5ce767f5819b442d4e638e066cb924c71d3c9e8fc3aa2b41304f51fdf7c910,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
149,F3B2D003943,3943,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q002_R021:NULL:PRIMARY,F3BBG_N060_A0_Q002_R021,1,f529a0ceeabd43bbafc870f9377ad3daf996f7b190ae05ed54dce184bf4de262,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
150,F3B2D003951,3951,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q002_R021:NULL:PRIMARY,F3BBG_N060_A0_Q002_R021,9,f529a0ceeabd43bbafc870f9377ad3daf996f7b190ae05ed54dce184bf4de262,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
151,F3B2D003952,3952,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q002_R021:POS:PRIMARY,F3BBG_N060_A0_Q002_R021,1,7e38763324d28cbdc896c1783370e54d6878871e713f26d9888f95170a9e1d27,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
152,F3B2D003960,3960,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q002_R021:POS:PRIMARY,F3BBG_N060_A0_Q002_R021,9,7e38763324d28cbdc896c1783370e54d6878871e713f26d9888f95170a9e1d27,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
153,F3B2D003961,3961,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q004_R094:NULL:PRIMARY,F3BBG_N060_A0_Q004_R094,1,8b0802c09a1e8d119511cd090fad2aaa45785a98207c3bbd13bdd081992e9991,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
154,F3B2D003969,3969,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q004_R094:NULL:PRIMARY,F3BBG_N060_A0_Q004_R094,9,8b0802c09a1e8d119511cd090fad2aaa45785a98207c3bbd13bdd081992e9991,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
155,F3B2D003970,3970,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q004_R094:POS:PRIMARY,F3BBG_N060_A0_Q004_R094,1,42e142479dd6d4402e6a9671d8554ab00377ddddeb2cd9a25138a85236d358c4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
156,F3B2D003978,3978,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A0_Q004_R094:POS:PRIMARY,F3BBG_N060_A0_Q004_R094,9,42e142479dd6d4402e6a9671d8554ab00377ddddeb2cd9a25138a85236d358c4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
157,F3B2D003979,3979,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q001_R062:NULL:PRIMARY,F3BBG_N060_A1_Q001_R062,1,41e344a54660a241206c1c5908b6cc3ce7364c27cf589be631a9b9051d0e3167,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
158,F3B2D003987,3987,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q001_R062:NULL:PRIMARY,F3BBG_N060_A1_Q001_R062,9,41e344a54660a241206c1c5908b6cc3ce7364c27cf589be631a9b9051d0e3167,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
159,F3B2D003988,3988,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q001_R062:POS:PRIMARY,F3BBG_N060_A1_Q001_R062,1,7aa47c9eb397616ad532b4e100249ed4e18526e8e04a6560187643acb1227f7c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
160,F3B2D003996,3996,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q001_R062:POS:PRIMARY,F3BBG_N060_A1_Q001_R062,9,7aa47c9eb397616ad532b4e100249ed4e18526e8e04a6560187643acb1227f7c,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
161,F3B2D003997,3997,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q002_R062:NULL:PRIMARY,F3BBG_N060_A1_Q002_R062,1,8ae56b344fe99f387acf1bd335b593dd9bb959c3ab40356e96b5adff447fbb0a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
162,F3B2D004005,4005,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q002_R062:NULL:PRIMARY,F3BBG_N060_A1_Q002_R062,9,8ae56b344fe99f387acf1bd335b593dd9bb959c3ab40356e96b5adff447fbb0a,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
163,F3B2D004006,4006,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q002_R062:POS:PRIMARY,F3BBG_N060_A1_Q002_R062,1,e5b64181888135e9e09465b24974a3eb623b21e2c92234cfcc8832f5a6d3d650,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
164,F3B2D004014,4014,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q002_R062:POS:PRIMARY,F3BBG_N060_A1_Q002_R062,9,e5b64181888135e9e09465b24974a3eb623b21e2c92234cfcc8832f5a6d3d650,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
165,F3B2D004015,4015,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q004_R055:NULL:PRIMARY,F3BBG_N060_A1_Q004_R055,1,43543178bcea9c872b484f13ee25cea33f697428967505c00ebc2b9c5580920e,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
166,F3B2D004023,4023,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q004_R055:NULL:PRIMARY,F3BBG_N060_A1_Q004_R055,9,43543178bcea9c872b484f13ee25cea33f697428967505c00ebc2b9c5580920e,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
167,F3B2D004024,4024,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q004_R055:POS:PRIMARY,F3BBG_N060_A1_Q004_R055,1,c5d9fc9b94ccfefae8c6ea4e9601ace517ef756b64ae374c19347474c2f41049,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
168,F3B2D004032,4032,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A1_Q004_R055:POS:PRIMARY,F3BBG_N060_A1_Q004_R055,9,c5d9fc9b94ccfefae8c6ea4e9601ace517ef756b64ae374c19347474c2f41049,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
169,F3B2D004033,4033,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q001_R022:NULL:PRIMARY,F3BBG_N060_A2_Q001_R022,1,21a45f91a3719574dcb7dc63ec9a0abd17161d97b7cdaa058cdf5b1b89773b1d,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
170,F3B2D004041,4041,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q001_R022:NULL:PRIMARY,F3BBG_N060_A2_Q001_R022,9,21a45f91a3719574dcb7dc63ec9a0abd17161d97b7cdaa058cdf5b1b89773b1d,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
171,F3B2D004042,4042,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q001_R022:POS:PRIMARY,F3BBG_N060_A2_Q001_R022,1,00ba165dab59bfebbdae81ab3ed784567ee8cefb21568479004da825fde7c6a6,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
172,F3B2D004050,4050,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q001_R022:POS:PRIMARY,F3BBG_N060_A2_Q001_R022,9,00ba165dab59bfebbdae81ab3ed784567ee8cefb21568479004da825fde7c6a6,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
173,F3B2D004051,4051,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q002_R100:NULL:PRIMARY,F3BBG_N060_A2_Q002_R100,1,a9c5008159ad60ac79dde340ee5bb8acfa08f447a12cb8e6692c868b4c33c2b4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
174,F3B2D004059,4059,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q002_R100:NULL:PRIMARY,F3BBG_N060_A2_Q002_R100,9,a9c5008159ad60ac79dde340ee5bb8acfa08f447a12cb8e6692c868b4c33c2b4,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
175,F3B2D004060,4060,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q002_R100:POS:PRIMARY,F3BBG_N060_A2_Q002_R100,1,72172269c00909466b42f326113589925a5781fd2a2e490933c9df6516e28efd,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
176,F3B2D004068,4068,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q002_R100:POS:PRIMARY,F3BBG_N060_A2_Q002_R100,9,72172269c00909466b42f326113589925a5781fd2a2e490933c9df6516e28efd,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
177,F3B2D004069,4069,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q004_R005:NULL:PRIMARY,F3BBG_N060_A2_Q004_R005,1,018f7ab9f5cfced8c197e4839d769eb03f70777bc33ebfcd6af652905606541e,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
178,F3B2D004077,4077,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q004_R005:NULL:PRIMARY,F3BBG_N060_A2_Q004_R005,9,018f7ab9f5cfced8c197e4839d769eb03f70777bc33ebfcd6af652905606541e,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
179,F3B2D004078,4078,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q004_R005:POS:PRIMARY,F3BBG_N060_A2_Q004_R005,1,54269399ad4469b7a74dfb69a22350507a66db3df1b353f9f6ee2cae8e6332ad,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
180,F3B2D004086,4086,NUMERICAL_STABILITY_EXTRA,F3BBG_N060_A2_Q004_R005:POS:PRIMARY,F3BBG_N060_A2_Q004_R005,9,54269399ad4469b7a74dfb69a22350507a66db3df1b353f9f6ee2cae8e6332ad,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
181,F3B2D004087,4087,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q001_R032:NULL:PRIMARY,F3BBG_N120_A0_Q001_R032,1,ff786a3b8ff73a4d6bb74372b6019b04fb8102c5a7655a565e690ff438034975,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
182,F3B2D004095,4095,NUMERICAL_STABILITY_EXTRA,F3BBG_N120_A0_Q001_R032:NULL:PRIMARY,F3BBG_N120_A0_Q001_R032,9,ff786a3b8ff73a4d6bb74372b6019b04fb8102c5a7655a565e690ff438034975,ELIGIBLE_FOR_AFINO,NOT_EXECUTED
