simulation_unit_id,background_realization_id,truth_state,evidence_plane,gap_quality_regime,retained_cadences,finite_time_flux,strictly_increasing_time,native_indices_consecutive,no_duplicate_times,no_duplicate_native_indices,regular_cadence_tolerance_s,peak_retained,all_triggered_reasons,primary_inadmissibility_reason,irregular_sampling_details,input_state,materialization_status
F3BBG_N015_A2_Q004_R021:POS:PRIMARY,F3BBG_N015_A2_Q004_R021,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R022:NULL:PRIMARY,F3BBG_N015_A2_Q004_R022,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R022:POS:PRIMARY,F3BBG_N015_A2_Q004_R022,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R024:NULL:PRIMARY,F3BBG_N015_A2_Q004_R024,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R024:POS:PRIMARY,F3BBG_N015_A2_Q004_R024,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R031:NULL:PRIMARY,F3BBG_N015_A2_Q004_R031,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R031:POS:PRIMARY,F3BBG_N015_A2_Q004_R031,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R034:NULL:PRIMARY,F3BBG_N015_A2_Q004_R034,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R034:POS:PRIMARY,F3BBG_N015_A2_Q004_R034,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R035:NULL:PRIMARY,F3BBG_N015_A2_Q004_R035,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R035:POS:PRIMARY,F3BBG_N015_A2_Q004_R035,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R037:NULL:PRIMARY,F3BBG_N015_A2_Q004_R037,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R037:POS:PRIMARY,F3BBG_N015_A2_Q004_R037,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R038:NULL:PRIMARY,F3BBG_N015_A2_Q004_R038,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R038:POS:PRIMARY,F3BBG_N015_A2_Q004_R038,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R039:NULL:PRIMARY,F3BBG_N015_A2_Q004_R039,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R039:POS:PRIMARY,F3BBG_N015_A2_Q004_R039,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R045:NULL:PRIMARY,F3BBG_N015_A2_Q004_R045,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R045:POS:PRIMARY,F3BBG_N015_A2_Q004_R045,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R046:NULL:INTERNALMASK,F3BBG_N015_A2_Q004_R046,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,True,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R046:NULL:PEAKMASK,F3BBG_N015_A2_Q004_R046,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,False,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R046:NULL:PRIMARY,F3BBG_N015_A2_Q004_R046,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R046:POS:INTERNALMASK,F3BBG_N015_A2_Q004_R046,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,True,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R046:POS:PEAKMASK,F3BBG_N015_A2_Q004_R046,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,False,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R046:POS:PRIMARY,F3BBG_N015_A2_Q004_R046,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R047:NULL:PRIMARY,F3BBG_N015_A2_Q004_R047,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R047:POS:PRIMARY,F3BBG_N015_A2_Q004_R047,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R049:NULL:INTERNALMASK,F3BBG_N015_A2_Q004_R049,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,True,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R049:NULL:PEAKMASK,F3BBG_N015_A2_Q004_R049,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,False,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R049:NULL:PRIMARY,F3BBG_N015_A2_Q004_R049,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R049:POS:INTERNALMASK,F3BBG_N015_A2_Q004_R049,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,True,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R049:POS:PEAKMASK,F3BBG_N015_A2_Q004_R049,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,14,True,True,False,True,True,0.001,False,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,INPUT_INADMISSIBLE,MATERIALIZED
F3BBG_N015_A2_Q004_R049:POS:PRIMARY,F3BBG_N015_A2_Q004_R049,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R050:NULL:PRIMARY,F3BBG_N015_A2_Q004_R050,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R050:POS:PRIMARY,F3BBG_N015_A2_Q004_R050,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R052:NULL:PRIMARY,F3BBG_N015_A2_Q004_R052,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R052:POS:PRIMARY,F3BBG_N015_A2_Q004_R052,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R053:NULL:PRIMARY,F3BBG_N015_A2_Q004_R053,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R053:POS:PRIMARY,F3BBG_N015_A2_Q004_R053,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R054:NULL:PRIMARY,F3BBG_N015_A2_Q004_R054,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R054:POS:PRIMARY,F3BBG_N015_A2_Q004_R054,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R055:NULL:PRIMARY,F3BBG_N015_A2_Q004_R055,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R055:POS:PRIMARY,F3BBG_N015_A2_Q004_R055,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R056:NULL:PRIMARY,F3BBG_N015_A2_Q004_R056,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R056:POS:PRIMARY,F3BBG_N015_A2_Q004_R056,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R057:NULL:PRIMARY,F3BBG_N015_A2_Q004_R057,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
F3BBG_N015_A2_Q004_R057:POS:PRIMARY,F3BBG_N015_A2_Q004_R057,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,True,True,True,True,True,0.001,True,,,,ELIGIBLE_FOR_AFINO,MATERIALIZED
