simulation_unit_id,planned_decision_id,background_realization_id,n_samples,red_noise_alpha,qpp_fraction,true_period_s,recovered_period_s,absolute_period_error_s,relative_period_error,log_period_ratio,classification_outcome,period_label,period_recovery_status,nonselected_m1_center_used
F3BBG_N120_A1_Q004_R080:POS:PRIMARY,F3B5_HO_D3278,F3BBG_N120_A1_Q004_R080,120,1.0,0.04,64.277595887869,64.76715699116193,0.4895611032929281,0.0076163567807818735,0.007587498771447265,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R083:POS:PRIMARY,F3B5_HO_D3282,F3BBG_N120_A1_Q004_R083,120,1.0,0.04,94.80226778030959,93.51518222278219,1.287085557527405,0.013576527098592596,-0.013669530880862002,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R085:POS:PRIMARY,F3B5_HO_D3284,F3BBG_N120_A1_Q004_R085,120,1.0,0.04,55.0606486099216,55.09357264375339,0.03292403383179021,0.0005979594258876474,0.000597780719386023,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R086:POS:PRIMARY,F3B5_HO_D3286,F3BBG_N120_A1_Q004_R086,120,1.0,0.04,57.12046792685906,56.61573778692994,0.5047301399291158,0.00883623958710224,-0.008875510662363828,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R089:POS:PRIMARY,F3B5_HO_D3288,F3BBG_N120_A1_Q004_R089,120,1.0,0.04,54.116639493231744,55.07157895098556,0.9549394577538166,0.017645948948349775,0.017492066818133242,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R090:POS:PRIMARY,F3B5_HO_D3290,F3BBG_N120_A1_Q004_R090,120,1.0,0.04,56.27355784141354,56.871617269534916,0.598059428121374,0.010627716658804229,0.010571639443386797,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R091:POS:PRIMARY,F3B5_HO_D3292,F3BBG_N120_A1_Q004_R091,120,1.0,0.04,54.751651313351715,55.60919866612936,0.8575473527776438,0.015662492951486976,0.01554110199143021,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R092:POS:PRIMARY,F3B5_HO_D3294,F3BBG_N120_A1_Q004_R092,120,1.0,0.04,79.32266277386628,80.35237067627585,1.0297079024095694,0.012981257391031733,0.012897723013477176,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R094:POS:PRIMARY,F3B5_HO_D3296,F3BBG_N120_A1_Q004_R094,120,1.0,0.04,147.91522728546968,150.31530970786403,2.400082422394348,0.01622606723080848,0.016095831522190608,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R100:POS:PRIMARY,F3B5_HO_D3300,F3BBG_N120_A1_Q004_R100,120,1.0,0.04,82.82143865809552,83.67231040430168,0.8508717462061668,0.01027356877630134,0.010221154351729373,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
