stratum_order,stratum_family,truth_state,n_samples,red_noise_alpha,qpp_fraction,period_bin_id,period_lower_s,period_upper_s,period_lower_inclusive,period_upper_inclusive,duration_conditioned_period_support_upper_s,base_stratum_planned_backgrounds,exposure_status,exposure_count,selected_count,input_eligibility_numerator,input_eligibility_denominator,input_eligibility_point_estimate,input_eligibility_wilson_95_lower,input_eligibility_wilson_95_upper,conditional_selection_numerator,conditional_selection_denominator,conditional_selection_point_estimate,conditional_selection_wilson_95_lower,conditional_selection_wilson_95_upper,end_to_end_selection_numerator,end_to_end_selection_denominator,end_to_end_selection_point_estimate,end_to_end_selection_wilson_95_lower,end_to_end_selection_wilson_95_upper,primary_representation,probabilistic_model_fitted,challenge_rows_included,null_qpp_fraction_pooled
21,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,0.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,2,50,50,1.0,0.9286524008666414,1.0,2,50,0.04,0.011038884327619805,0.1346009068750702,2,50,0.04,0.011038884327619805,0.1346009068750702,STRATIFIED_EMPIRICAL,False,0,False
22,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,1.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False
23,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,1.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False
24,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,1.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,5,50,50,1.0,0.9286524008666414,1.0,5,50,0.1,0.04347576493189041,0.21360231437479654,5,50,0.1,0.04347576493189041,0.21360231437479654,STRATIFIED_EMPIRICAL,False,0,False
25,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,2.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False
26,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,2.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False
27,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,60,2.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,6,50,50,1.0,0.9286524008666414,1.0,6,50,0.12,0.05617600150932274,0.23804817383202992,6,50,0.12,0.05617600150932274,0.23804817383202992,STRATIFIED_EMPIRICAL,False,0,False
28,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,0.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,0,50,50,1.0,0.9286524008666414,1.0,0,50,0.0,6.938893903907228e-18,0.07134759913335872,0,50,0.0,6.938893903907228e-18,0.07134759913335872,STRATIFIED_EMPIRICAL,False,0,False
29,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,0.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,2,50,50,1.0,0.9286524008666414,1.0,2,50,0.04,0.011038884327619805,0.1346009068750702,2,50,0.04,0.011038884327619805,0.1346009068750702,STRATIFIED_EMPIRICAL,False,0,False
30,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,0.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,26,50,50,1.0,0.9286524008666414,1.0,26,50,0.52,0.38511744890044614,0.6520286471342196,26,50,0.52,0.38511744890044614,0.6520286471342196,STRATIFIED_EMPIRICAL,False,0,False
31,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,1.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,1,50,50,1.0,0.9286524008666414,1.0,1,50,0.02,0.003539259271646236,0.10495443589637815,1,50,0.02,0.003539259271646236,0.10495443589637815,STRATIFIED_EMPIRICAL,False,0,False
32,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,1.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,14,50,50,1.0,0.9286524008666414,1.0,14,50,0.28,0.17474170665911232,0.4166512369595657,14,50,0.28,0.17474170665911232,0.4166512369595657,STRATIFIED_EMPIRICAL,False,0,False
33,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,1.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,22,50,50,1.0,0.9286524008666414,1.0,22,50,0.44,0.3116219921125717,0.5769397197834315,22,50,0.44,0.3116219921125717,0.5769397197834315,STRATIFIED_EMPIRICAL,False,0,False
34,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,2.0,0.01,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,7,50,50,1.0,0.9286524008666414,1.0,7,50,0.14,0.06950833427016294,0.2618619371058554,7,50,0.14,0.06950833427016294,0.2618619371058554,STRATIFIED_EMPIRICAL,False,0,False
35,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,2.0,0.02,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,28,50,50,1.0,0.9286524008666414,1.0,28,50,0.56,0.4230602802165686,0.6883780078874284,28,50,0.56,0.4230602802165686,0.6883780078874284,STRATIFIED_EMPIRICAL,False,0,False
36,POSITIVE_BASE,SYNTHETIC_QPP_PRESENT,120,2.0,0.04,ALL_PERIODS,40.0,300.0,True,True,300.0,50,EXPOSED,50,30,50,50,1.0,0.9286524008666414,1.0,30,50,0.6,0.4618143774758936,0.7239161026974346,30,50,0.6,0.4618143774758936,0.7239161026974346,STRATIFIED_EMPIRICAL,False,0,False
37,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,30,0,30,30,1.0,0.8864866068260312,0.9999999999999999,0,30,0.0,0.0,0.11351339317396876,0,30,0.0,0.0,0.11351339317396876,STRATIFIED_EMPIRICAL,False,0,False
38,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,20,0,20,20,1.0,0.8388748419471806,1.0,0,20,0.0,0.0,0.16112515805281938,0,20,0.0,0.0,0.16112515805281938,STRATIFIED_EMPIRICAL,False,0,False
39,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.01,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
40,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,27,0,27,27,1.0,0.8754449702581328,0.9999999999999998,0,27,0.0,0.0,0.12455502974186705,0,27,0.0,0.0,0.12455502974186705,STRATIFIED_EMPIRICAL,False,0,False
41,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,23,0,23,23,1.0,0.8568833815495731,1.0,0,23,0.0,0.0,0.14311661845042686,0,23,0.0,0.0,0.14311661845042686,STRATIFIED_EMPIRICAL,False,0,False
42,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.02,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
43,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,24,0,24,24,1.0,0.8620237953250198,1.0,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,STRATIFIED_EMPIRICAL,False,0,False
44,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,26,0,26,26,1.0,0.8712710781407846,1.0,0,26,0.0,0.0,0.1287289218592153,0,26,0.0,0.0,0.1287289218592153,STRATIFIED_EMPIRICAL,False,0,False
45,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,0.0,0.04,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
46,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,27,0,27,27,1.0,0.8754449702581328,0.9999999999999998,0,27,0.0,0.0,0.12455502974186705,0,27,0.0,0.0,0.12455502974186705,STRATIFIED_EMPIRICAL,False,0,False
47,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,23,0,23,23,1.0,0.8568833815495731,1.0,0,23,0.0,0.0,0.14311661845042686,0,23,0.0,0.0,0.14311661845042686,STRATIFIED_EMPIRICAL,False,0,False
48,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
49,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,28,0,28,28,1.0,0.8793566952341543,0.9999999999999998,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,STRATIFIED_EMPIRICAL,False,0,False
50,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,22,0,22,22,1.0,0.8513451253913791,1.0,0,22,0.0,0.0,0.14865487460862087,0,22,0.0,0.0,0.14865487460862087,STRATIFIED_EMPIRICAL,False,0,False
51,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
52,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,30,0,30,30,1.0,0.8864866068260312,0.9999999999999999,0,30,0.0,0.0,0.11351339317396876,0,30,0.0,0.0,0.11351339317396876,STRATIFIED_EMPIRICAL,False,0,False
53,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,20,0,20,20,1.0,0.8388748419471806,1.0,0,20,0.0,0.0,0.16112515805281938,0,20,0.0,0.0,0.16112515805281938,STRATIFIED_EMPIRICAL,False,0,False
54,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
55,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,33,0,33,33,1.0,0.895730002457548,1.0,0,33,0.0,0.0,0.10426999754245206,0,33,0.0,0.0,0.10426999754245206,STRATIFIED_EMPIRICAL,False,0,False
56,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,17,0,17,17,1.0,0.8156818649911483,1.0,0,17,0.0,0.0,0.1843181350088518,0,17,0.0,0.0,0.1843181350088518,STRATIFIED_EMPIRICAL,False,0,False
57,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
58,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,28,0,28,28,1.0,0.8793566952341543,0.9999999999999998,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,STRATIFIED_EMPIRICAL,False,0,False
59,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,22,0,22,22,1.0,0.8513451253913791,1.0,0,22,0.0,0.0,0.14865487460862087,0,22,0.0,0.0,0.14865487460862087,STRATIFIED_EMPIRICAL,False,0,False
60,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
61,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.04,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,20,0,20,20,1.0,0.8388748419471806,1.0,0,20,0.0,0.0,0.16112515805281938,0,20,0.0,0.0,0.16112515805281938,STRATIFIED_EMPIRICAL,False,0,False
62,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,30,0,30,30,1.0,0.8864866068260312,0.9999999999999999,0,30,0.0,0.0,0.11351339317396876,0,30,0.0,0.0,0.11351339317396876,STRATIFIED_EMPIRICAL,False,0,False
63,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.04,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False
64,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.01,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,13,0,13,13,1.0,0.7719046276458016,0.9999999999999999,0,13,0.0,0.0,0.22809537235419838,0,13,0.0,0.0,0.22809537235419838,STRATIFIED_EMPIRICAL,False,0,False
65,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,15,0,15,15,1.0,0.7961166989641515,1.0,0,15,0.0,0.0,0.20388330103584862,0,15,0.0,0.0,0.20388330103584862,STRATIFIED_EMPIRICAL,False,0,False
66,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.01,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,22,0,22,22,1.0,0.8513451253913791,1.0,0,22,0.0,0.0,0.14865487460862087,0,22,0.0,0.0,0.14865487460862087,STRATIFIED_EMPIRICAL,False,0,False
67,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.02,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,21,0,21,21,1.0,0.8453609810751531,1.0,0,21,0.0,0.0,0.154639018924847,0,21,0.0,0.0,0.154639018924847,STRATIFIED_EMPIRICAL,False,0,False
68,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,13,0,13,13,1.0,0.7719046276458016,0.9999999999999999,0,13,0.0,0.0,0.22809537235419838,0,13,0.0,0.0,0.22809537235419838,STRATIFIED_EMPIRICAL,False,0,False
69,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.02,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,16,0,16,16,1.0,0.8063923194655637,1.0,0,16,0.0,0.0,0.1936076805344365,0,16,0.0,0.0,0.1936076805344365,STRATIFIED_EMPIRICAL,False,0,False
70,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.04,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,13,0,13,13,1.0,0.7719046276458016,0.9999999999999999,0,13,0.0,0.0,0.22809537235419838,0,13,0.0,0.0,0.22809537235419838,STRATIFIED_EMPIRICAL,False,0,False
71,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,21,0,21,21,1.0,0.8453609810751531,1.0,0,21,0.0,0.0,0.154639018924847,0,21,0.0,0.0,0.154639018924847,STRATIFIED_EMPIRICAL,False,0,False
72,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,0.0,0.04,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,16,0,16,16,1.0,0.8063923194655637,1.0,0,16,0.0,0.0,0.1936076805344365,0,16,0.0,0.0,0.1936076805344365,STRATIFIED_EMPIRICAL,False,0,False
73,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.01,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,14,0,14,14,1.0,0.7846891972623643,1.0,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,STRATIFIED_EMPIRICAL,False,0,False
74,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,12,0,12,12,1.0,0.7575059933447592,1.0,0,12,0.0,2.7755575615628914e-17,0.24249400665524085,0,12,0.0,2.7755575615628914e-17,0.24249400665524085,STRATIFIED_EMPIRICAL,False,0,False
