replicate_index,strata_count,sampled_background_draws,positive_denominator,null_denominator,draw_indices_sha256,baseline_TP,baseline_FN,baseline_TN,baseline_FP,candidate_TP,candidate_FN,candidate_TN,candidate_FP,baseline_sensitivity,candidate_sensitivity,candidate_minus_baseline_sensitivity,baseline_specificity,candidate_specificity,candidate_minus_baseline_specificity,baseline_FPR,candidate_FPR,candidate_minus_baseline_FPR,baseline_balanced_accuracy,candidate_balanced_accuracy,candidate_minus_baseline_balanced_accuracy
2694,36,1800,1800,1800,af95b8e143a3b160fb2df0147de218b37244503b6fa867891a9426b5aa522d84,139,1661,1800,0,1171,629,1123,677,0.07722222222222222,0.6505555555555556,0.5733333333333334,1.0,0.6238888888888889,-0.37611111111111106,0.0,0.3761111111111111,0.3761111111111111,0.5386111111111112,0.6372222222222222,0.0986111111111111
2695,36,1800,1800,1800,9d2c5139489bfaf856e37eab63594b951da18b94931e7b4452197374dfd92744,138,1662,1798,2,1150,650,1126,674,0.07666666666666666,0.6388888888888888,0.5622222222222222,0.9988888888888889,0.6255555555555555,-0.3733333333333334,0.0011111111111111111,0.37444444444444447,0.37333333333333335,0.5377777777777778,0.6322222222222222,0.09444444444444444
2696,36,1800,1800,1800,6d352868eb34280e743c12f2a6c0ffb8ec2851dfb33b12e0631749cdd992f40f,131,1669,1799,1,1175,625,1108,692,0.07277777777777777,0.6527777777777778,0.5800000000000001,0.9994444444444445,0.6155555555555555,-0.38388888888888895,0.0005555555555555556,0.3844444444444444,0.3838888888888889,0.5361111111111111,0.6341666666666667,0.09805555555555556
2697,36,1800,1800,1800,e44bae472cc62339cdee61f2db6f927274091ed310eec2926fc8eeef80c679b9,142,1658,1800,0,1158,642,1097,703,0.07888888888888888,0.6433333333333333,0.5644444444444444,1.0,0.6094444444444445,-0.39055555555555554,0.0,0.39055555555555554,0.39055555555555554,0.5394444444444444,0.6263888888888889,0.08694444444444449
2698,36,1800,1800,1800,2d0c1fac9029c1c3c4e35cd4a304189277d169bedb0581873c368dbc0bfe399b,135,1665,1799,1,1170,630,1110,690,0.075,0.65,0.5750000000000001,0.9994444444444445,0.6166666666666667,-0.3827777777777778,0.0005555555555555556,0.38333333333333336,0.38277777777777783,0.5372222222222223,0.6333333333333333,0.09611111111111104
2699,36,1800,1800,1800,3f992590a5ba22b5531d4c11fb1f6bca7075a39d151a7d3c315152fa93cfa918,140,1660,1799,1,1159,641,1125,675,0.07777777777777778,0.6438888888888888,0.566111111111111,0.9994444444444445,0.625,-0.37444444444444447,0.0005555555555555556,0.375,0.37444444444444447,0.5386111111111112,0.6344444444444444,0.09583333333333321
2700,36,1800,1800,1800,7997d42645808ad886e9f5dcb595e9856cc48b1884fb1b3ed3730136bc472763,152,1648,1798,2,1182,618,1134,666,0.08444444444444445,0.6566666666666666,0.5722222222222222,0.9988888888888889,0.63,-0.36888888888888893,0.0011111111111111111,0.37,0.3688888888888889,0.5416666666666667,0.6433333333333333,0.10166666666666657
2701,36,1800,1800,1800,e9c1058e257ab5ac11e1a83e128b77a6112871648a9776a985bacf7563664f29,146,1654,1799,1,1161,639,1122,678,0.0811111111111111,0.645,0.5638888888888889,0.9994444444444445,0.6233333333333333,-0.3761111111111112,0.0005555555555555556,0.37666666666666665,0.3761111111111111,0.5402777777777777,0.6341666666666667,0.09388888888888891
2702,36,1800,1800,1800,0aa186efc3f3edd5e11f7104c568a9fdb90324200a7782018d878d6aeade78d8,147,1653,1798,2,1190,610,1099,701,0.08166666666666667,0.6611111111111111,0.5794444444444444,0.9988888888888889,0.6105555555555555,-0.3883333333333334,0.0011111111111111111,0.3894444444444444,0.3883333333333333,0.5402777777777779,0.6358333333333333,0.0955555555555554
2703,36,1800,1800,1800,92f669058025ea393b53302d645ce66ec8c3161010bd9b6b232638b768919368,142,1658,1799,1,1182,618,1116,684,0.07888888888888888,0.6566666666666666,0.5777777777777777,0.9994444444444445,0.62,-0.3794444444444445,0.0005555555555555556,0.38,0.3794444444444445,0.5391666666666667,0.6383333333333333,0.09916666666666663
2704,36,1800,1800,1800,f3a04b8c0e8c9f231e0207eeaed070a372a32ce4b4073ce768c5adceaf02a723,147,1653,1800,0,1186,614,1120,680,0.08166666666666667,0.6588888888888889,0.5772222222222222,1.0,0.6222222222222222,-0.37777777777777777,0.0,0.37777777777777777,0.37777777777777777,0.5408333333333333,0.6405555555555555,0.09972222222222227
2705,36,1800,1800,1800,70d17443f468abf47944cab7ff092434e19193b6d66b636a9018eae9f0ecbc82,133,1667,1799,1,1149,651,1130,670,0.07388888888888889,0.6383333333333333,0.5644444444444444,0.9994444444444445,0.6277777777777778,-0.3716666666666667,0.0005555555555555556,0.37222222222222223,0.3716666666666667,0.5366666666666666,0.6330555555555555,0.09638888888888886
2706,36,1800,1800,1800,d388c3f3a48be02dfaa86fbee5bac5cd7210e73aed2b0e8a95ef0a0ad942cf8e,144,1656,1800,0,1173,627,1127,673,0.08,0.6516666666666666,0.5716666666666667,1.0,0.6261111111111111,-0.37388888888888894,0.0,0.3738888888888889,0.3738888888888889,0.54,0.6388888888888888,0.0988888888888888
2707,36,1800,1800,1800,5ed99e9562ef99d197ac39e4791fbb88a1ef55ec8f5b36b90a80e30c07a05c71,151,1649,1800,0,1146,654,1111,689,0.08388888888888889,0.6366666666666667,0.5527777777777778,1.0,0.6172222222222222,-0.3827777777777778,0.0,0.3827777777777778,0.3827777777777778,0.5419444444444445,0.6269444444444445,0.08500000000000008
2708,36,1800,1800,1800,f3cbb0cf15f501b0cbd3491abcaaf2f2fa110870d70ed3f5329947fe7d8bffff,139,1661,1799,1,1172,628,1108,692,0.07722222222222222,0.6511111111111111,0.5738888888888889,0.9994444444444445,0.6155555555555555,-0.38388888888888895,0.0005555555555555556,0.3844444444444444,0.3838888888888889,0.5383333333333333,0.6333333333333333,0.09499999999999997
2709,36,1800,1800,1800,76c802d40280acadc4cd59a4af6db2a8229bfdb2d99ce202ee76ed3206bf43dd,154,1646,1800,0,1169,631,1110,690,0.08555555555555555,0.6494444444444445,0.5638888888888889,1.0,0.6166666666666667,-0.3833333333333333,0.0,0.38333333333333336,0.38333333333333336,0.5427777777777778,0.6330555555555556,0.09027777777777779
2710,36,1800,1800,1800,7f8cd0f02b99c4d6d9cca951a9c68223fde7cce682d80cd4e24091165589d589,142,1658,1799,1,1172,628,1118,682,0.07888888888888888,0.6511111111111111,0.5722222222222222,0.9994444444444445,0.6211111111111111,-0.3783333333333334,0.0005555555555555556,0.3788888888888889,0.37833333333333335,0.5391666666666667,0.6361111111111111,0.09694444444444439
2711,36,1800,1800,1800,6708c184dc2612a67003590421eccc665d9af0e512725d4c88d263128781cea6,128,1672,1799,1,1153,647,1119,681,0.07111111111111111,0.6405555555555555,0.5694444444444444,0.9994444444444445,0.6216666666666667,-0.37777777777777777,0.0005555555555555556,0.37833333333333335,0.3777777777777778,0.5352777777777777,0.6311111111111112,0.09583333333333344
2712,36,1800,1800,1800,27a320abf69336efbfb6a2f640882698da91115f19d41171a165192147b7d067,136,1664,1798,2,1149,651,1102,698,0.07555555555555556,0.6383333333333333,0.5627777777777777,0.9988888888888889,0.6122222222222222,-0.3866666666666667,0.0011111111111111111,0.3877777777777778,0.38666666666666666,0.5372222222222223,0.6252777777777778,0.08805555555555555
2713,36,1800,1800,1800,ebeabb396b506a58e7f23cdb3af224985e812ba9b9d2b8bc48e24f8bcb5b2ebf,155,1645,1798,2,1169,631,1113,687,0.08611111111111111,0.6494444444444445,0.5633333333333334,0.9988888888888889,0.6183333333333333,-0.38055555555555565,0.0011111111111111111,0.38166666666666665,0.38055555555555554,0.5425,0.633888888888889,0.09138888888888896
2714,36,1800,1800,1800,f625d618816fac474c24f74702521971d53db855ecbbe8af7dd8cc8190b53956,137,1663,1800,0,1186,614,1104,696,0.07611111111111112,0.6588888888888889,0.5827777777777777,1.0,0.6133333333333333,-0.3866666666666667,0.0,0.38666666666666666,0.38666666666666666,0.5380555555555555,0.6361111111111111,0.09805555555555556
2715,36,1800,1800,1800,c7d19f1c988610bf16156c4f6e70b589f215b425639f9541b309028210168e20,142,1658,1799,1,1176,624,1117,683,0.07888888888888888,0.6533333333333333,0.5744444444444444,0.9994444444444445,0.6205555555555555,-0.37888888888888894,0.0005555555555555556,0.3794444444444444,0.3788888888888889,0.5391666666666667,0.6369444444444444,0.09777777777777774
2716,36,1800,1800,1800,8fa0204c2967311f44f4a42331196e5562e80265eec9753146ed162f4c8cb269,138,1662,1800,0,1153,647,1114,686,0.07666666666666666,0.6405555555555555,0.5638888888888889,1.0,0.6188888888888889,-0.38111111111111107,0.0,0.3811111111111111,0.3811111111111111,0.5383333333333333,0.6297222222222223,0.09138888888888896
2717,36,1800,1800,1800,7a12b7490609419189a2aa2ccef6f7da85ff013af33663d0d564bc3514b08400,141,1659,1799,1,1162,638,1111,689,0.07833333333333334,0.6455555555555555,0.5672222222222222,0.9994444444444445,0.6172222222222222,-0.38222222222222224,0.0005555555555555556,0.3827777777777778,0.38222222222222224,0.5388888888888889,0.6313888888888889,0.09250000000000003
2718,36,1800,1800,1800,a6f4ef12da7e73b050821667c4c54db893d78d0f6d1f3c0f9d8fc2df85a3c777,142,1658,1800,0,1163,637,1122,678,0.07888888888888888,0.6461111111111111,0.5672222222222222,1.0,0.6233333333333333,-0.3766666666666667,0.0,0.37666666666666665,0.37666666666666665,0.5394444444444444,0.6347222222222222,0.0952777777777778
2719,36,1800,1800,1800,83f7061c0d0f048b204bdbd345383a9b37d79a4e6170300c161eeb6f5cd9bfe5,128,1672,1799,1,1166,634,1136,664,0.07111111111111111,0.6477777777777778,0.5766666666666667,0.9994444444444445,0.6311111111111111,-0.3683333333333334,0.0005555555555555556,0.3688888888888889,0.36833333333333335,0.5352777777777777,0.6394444444444445,0.10416666666666674
2720,36,1800,1800,1800,d09d94fddaeb9ea624a77c5d4328c905b923b0f56b8b0106108135a7a2281b7f,138,1662,1799,1,1172,628,1126,674,0.07666666666666666,0.6511111111111111,0.5744444444444444,0.9994444444444445,0.6255555555555555,-0.37388888888888894,0.0005555555555555556,0.37444444444444447,0.37388888888888894,0.5380555555555555,0.6383333333333333,0.1002777777777778
2721,36,1800,1800,1800,be39dd401f41e82fb0ef83a69689671064eefc9c45f1564bdaa790174c9cc204,130,1670,1800,0,1127,673,1113,687,0.07222222222222222,0.6261111111111111,0.5538888888888889,1.0,0.6183333333333333,-0.3816666666666667,0.0,0.38166666666666665,0.38166666666666665,0.5361111111111111,0.6222222222222222,0.08611111111111114
2722,36,1800,1800,1800,71fd1cd15054ec63efdcdda28830f78d923f4a7ac170b07f83dcb5153c97ceed,155,1645,1799,1,1160,640,1130,670,0.08611111111111111,0.6444444444444445,0.5583333333333333,0.9994444444444445,0.6277777777777778,-0.3716666666666667,0.0005555555555555556,0.37222222222222223,0.3716666666666667,0.5427777777777778,0.6361111111111111,0.09333333333333327
2723,36,1800,1800,1800,4fc0295fd2f06636a55c1024a940203c7b803bc40d0d604a6b97ed67598c631a,155,1645,1800,0,1170,630,1125,675,0.08611111111111111,0.65,0.5638888888888889,1.0,0.625,-0.375,0.0,0.375,0.375,0.5430555555555555,0.6375,0.09444444444444444
2724,36,1800,1800,1800,2603e8a2f3ec335728bfe2f3059e0a4b86f41ebdbb16c6429b534b0548f765c3,147,1653,1800,0,1166,634,1133,667,0.08166666666666667,0.6477777777777778,0.5661111111111111,1.0,0.6294444444444445,-0.3705555555555555,0.0,0.3705555555555556,0.3705555555555556,0.5408333333333333,0.6386111111111111,0.09777777777777785
2725,36,1800,1800,1800,bfa474c6f25829836b947e63d7d4b4b7bdbba96d0f95e065d6e4e7912d9ea3a4,143,1657,1799,1,1173,627,1119,681,0.07944444444444444,0.6516666666666666,0.5722222222222222,0.9994444444444445,0.6216666666666667,-0.37777777777777777,0.0005555555555555556,0.37833333333333335,0.3777777777777778,0.5394444444444445,0.6366666666666667,0.09722222222222221
2726,36,1800,1800,1800,88cb54544568f02e248088420cd16936f3cfb77d940f83026e05317fe36966e5,145,1655,1800,0,1182,618,1119,681,0.08055555555555556,0.6566666666666666,0.576111111111111,1.0,0.6216666666666667,-0.3783333333333333,0.0,0.37833333333333335,0.37833333333333335,0.5402777777777777,0.6391666666666667,0.09888888888888892
2727,36,1800,1800,1800,7999612ca12e9f237e35402ab89337045e417b953f0d81e9f72a5a30c9d28dd5,145,1655,1800,0,1161,639,1099,701,0.08055555555555556,0.645,0.5644444444444444,1.0,0.6105555555555555,-0.3894444444444445,0.0,0.3894444444444444,0.3894444444444444,0.5402777777777777,0.6277777777777778,0.08750000000000002
2728,36,1800,1800,1800,267a890fe1524b526f4346de642ed511e5db074fa9dfdafc0d8e70ca09fb36cd,154,1646,1799,1,1170,630,1124,676,0.08555555555555555,0.65,0.5644444444444445,0.9994444444444445,0.6244444444444445,-0.375,0.0005555555555555556,0.37555555555555553,0.375,0.5425,0.6372222222222222,0.09472222222222226
2729,36,1800,1800,1800,e893f8803b0b62d6dd888637c9b1680394434352955269228e9164246ba866f2,128,1672,1799,1,1138,662,1124,676,0.07111111111111111,0.6322222222222222,0.5611111111111111,0.9994444444444445,0.6244444444444445,-0.375,0.0005555555555555556,0.37555555555555553,0.375,0.5352777777777777,0.6283333333333334,0.09305555555555567
2730,36,1800,1800,1800,790ff9b3c08bfa7d4b565ea36301c2dbe9e8a8eed9930edaebdbf907e3e91702,152,1648,1799,1,1183,617,1117,683,0.08444444444444445,0.6572222222222223,0.5727777777777778,0.9994444444444445,0.6205555555555555,-0.37888888888888894,0.0005555555555555556,0.3794444444444444,0.3788888888888889,0.5419444444444445,0.6388888888888888,0.09694444444444439
2731,36,1800,1800,1800,bb7f2c91cf83d25eabbd6f5c75a6fff0089f2e6f75224903d0a1f543d664cc11,153,1647,1800,0,1156,644,1136,664,0.085,0.6422222222222222,0.5572222222222223,1.0,0.6311111111111111,-0.36888888888888893,0.0,0.3688888888888889,0.3688888888888889,0.5425,0.6366666666666667,0.09416666666666673
2732,36,1800,1800,1800,545189218e968860ec873df4e2b96ef7950407e637e86f42dcea05c230c645ca,126,1674,1800,0,1173,627,1091,709,0.07,0.6516666666666666,0.5816666666666666,1.0,0.6061111111111112,-0.39388888888888884,0.0,0.3938888888888889,0.3938888888888889,0.535,0.6288888888888888,0.0938888888888888
2733,36,1800,1800,1800,fecd1e50c17f4579c05a7a667d49bd552877178540df4aa56bb69a6e9e243631,146,1654,1800,0,1170,630,1141,659,0.0811111111111111,0.65,0.5688888888888889,1.0,0.6338888888888888,-0.36611111111111116,0.0,0.3661111111111111,0.3661111111111111,0.5405555555555556,0.6419444444444444,0.10138888888888886
2734,36,1800,1800,1800,1f6c2ec33e5b7a9bb84ffcf668d897ee0ac084e96409729d5e4e9a80be2b0bfe,140,1660,1800,0,1183,617,1124,676,0.07777777777777778,0.6572222222222223,0.5794444444444444,1.0,0.6244444444444445,-0.37555555555555553,0.0,0.37555555555555553,0.37555555555555553,0.5388888888888889,0.6408333333333334,0.1019444444444445
2735,36,1800,1800,1800,862928f4d1be06f16c065813ae6717918e216ed2b41c11491db3f975f9317376,144,1656,1798,2,1169,631,1123,677,0.08,0.6494444444444445,0.5694444444444445,0.9988888888888889,0.6238888888888889,-0.375,0.0011111111111111111,0.3761111111111111,0.375,0.5394444444444445,0.6366666666666667,0.09722222222222221
2736,36,1800,1800,1800,a71b28fd8e7f35c9f3fcc89d520409ca896695a37cfc0d57f5a436b5fbd0b235,152,1648,1799,1,1187,613,1106,694,0.08444444444444445,0.6594444444444445,0.5750000000000001,0.9994444444444445,0.6144444444444445,-0.385,0.0005555555555555556,0.38555555555555554,0.385,0.5419444444444445,0.6369444444444445,0.09500000000000008
2737,36,1800,1800,1800,06d0a4d62fa27b73b37d2507b2892c44fe144f160d7e303ede5e352950f81438,149,1651,1799,1,1160,640,1132,668,0.08277777777777778,0.6444444444444445,0.5616666666666668,0.9994444444444445,0.6288888888888889,-0.3705555555555555,0.0005555555555555556,0.3711111111111111,0.3705555555555556,0.5411111111111111,0.6366666666666667,0.09555555555555562
2738,36,1800,1800,1800,ef71eb62428ff15f0991b7eacea2cd9c06bf1b34a13569a31584a91d8ccf994b,141,1659,1797,3,1167,633,1111,689,0.07833333333333334,0.6483333333333333,0.57,0.9983333333333333,0.6172222222222222,-0.38111111111111107,0.0016666666666666668,0.3827777777777778,0.3811111111111111,0.5383333333333333,0.6327777777777778,0.09444444444444444
2739,36,1800,1800,1800,b067d76b05dbb59d93e910edcc69bcfb93a20fb9929ceff0197ce06a69d068fb,138,1662,1800,0,1158,642,1121,679,0.07666666666666666,0.6433333333333333,0.5666666666666667,1.0,0.6227777777777778,-0.37722222222222224,0.0,0.37722222222222224,0.37722222222222224,0.5383333333333333,0.6330555555555555,0.09472222222222215
2740,36,1800,1800,1800,89e527df705fdd278897ffb6b103cc3686ea0b7015b47f36ce3a573fccab5d7b,138,1662,1800,0,1158,642,1132,668,0.07666666666666666,0.6433333333333333,0.5666666666666667,1.0,0.6288888888888889,-0.37111111111111106,0.0,0.3711111111111111,0.3711111111111111,0.5383333333333333,0.6361111111111111,0.09777777777777774
2741,36,1800,1800,1800,67a2d325e065a8604ce7bd0d18661d06fd55795332c95839cc205820e0558259,139,1661,1799,1,1184,616,1093,707,0.07722222222222222,0.6577777777777778,0.5805555555555556,0.9994444444444445,0.6072222222222222,-0.39222222222222225,0.0005555555555555556,0.3927777777777778,0.39222222222222225,0.5383333333333333,0.6325000000000001,0.09416666666666673
2742,36,1800,1800,1800,a7e9cd99de5f2c384cf778c3ba3ae791e15cd3677f8ef0fe6a269599ed76e7a8,140,1660,1800,0,1159,641,1118,682,0.07777777777777778,0.6438888888888888,0.566111111111111,1.0,0.6211111111111111,-0.37888888888888894,0.0,0.3788888888888889,0.3788888888888889,0.5388888888888889,0.6325,0.09361111111111109
2743,36,1800,1800,1800,ff50536987f20db61d8954981078b38ba3b8df8884d2fb5a8b7047214793d56c,146,1654,1798,2,1165,635,1125,675,0.0811111111111111,0.6472222222222223,0.5661111111111111,0.9988888888888889,0.625,-0.37388888888888894,0.0011111111111111111,0.375,0.3738888888888889,0.54,0.6361111111111111,0.09611111111111104
2744,36,1800,1800,1800,b9fb86f6fc436d0d0203f1899f677fa2ae46e566075f08c779ce9f619af7fc97,144,1656,1800,0,1164,636,1123,677,0.08,0.6466666666666666,0.5666666666666667,1.0,0.6238888888888889,-0.37611111111111106,0.0,0.3761111111111111,0.3761111111111111,0.54,0.6352777777777778,0.0952777777777778
2745,36,1800,1800,1800,8ba96458ca76fc37948d357dafd43529c9e10b3966ceb4caaf20e37a688d2c40,138,1662,1800,0,1171,629,1122,678,0.07666666666666666,0.6505555555555556,0.5738888888888889,1.0,0.6233333333333333,-0.3766666666666667,0.0,0.37666666666666665,0.37666666666666665,0.5383333333333333,0.6369444444444444,0.0986111111111111
2746,36,1800,1800,1800,d5348df1a3480c0140c93c9c6b91654e273b3fe3612c3c883df80a947a992c91,133,1667,1799,1,1172,628,1132,668,0.07388888888888889,0.6511111111111111,0.5772222222222222,0.9994444444444445,0.6288888888888889,-0.3705555555555555,0.0005555555555555556,0.3711111111111111,0.3705555555555556,0.5366666666666666,0.64,0.10333333333333339
2747,36,1800,1800,1800,c1eefb9dd31ef6776b526d1f1b6294d657ccb28e14cb470685ab94c0dbf6629c,156,1644,1796,4,1178,622,1108,692,0.08666666666666667,0.6544444444444445,0.5677777777777778,0.9977777777777778,0.6155555555555555,-0.38222222222222224,0.0022222222222222222,0.3844444444444444,0.3822222222222222,0.5422222222222222,0.635,0.09277777777777785
2748,36,1800,1800,1800,0aa70b155a72b52b7766ba5e40d31052c363e33fd3c0b12269807829648581d7,141,1659,1800,0,1182,618,1122,678,0.07833333333333334,0.6566666666666666,0.5783333333333333,1.0,0.6233333333333333,-0.3766666666666667,0.0,0.37666666666666665,0.37666666666666665,0.5391666666666667,0.6399999999999999,0.10083333333333322
2749,36,1800,1800,1800,de2479d7c1514d6fe4e9e682c119c873259d661a686d5873f0a127a8546f5b99,139,1661,1800,0,1142,658,1120,680,0.07722222222222222,0.6344444444444445,0.5572222222222223,1.0,0.6222222222222222,-0.37777777777777777,0.0,0.37777777777777777,0.37777777777777777,0.5386111111111112,0.6283333333333334,0.08972222222222226
2750,36,1800,1800,1800,e99de0ff19086f5099b8de04ff23c90cf07628139e3f44ebb60ba2ece65ad30b,145,1655,1800,0,1166,634,1123,677,0.08055555555555556,0.6477777777777778,0.5672222222222222,1.0,0.6238888888888889,-0.37611111111111106,0.0,0.3761111111111111,0.3761111111111111,0.5402777777777777,0.6358333333333334,0.09555555555555562
2751,36,1800,1800,1800,56d0feb72a76b6c17098479362f729af46beb2ebda8b077d2c17b1deb2a71fcb,137,1663,1800,0,1164,636,1124,676,0.07611111111111112,0.6466666666666666,0.5705555555555555,1.0,0.6244444444444445,-0.37555555555555553,0.0,0.37555555555555553,0.37555555555555553,0.5380555555555555,0.6355555555555555,0.09750000000000003
2752,36,1800,1800,1800,9e3eeee0c4bb7b99367a05c319753918245044000a15f0452a64c63d8fab5f2b,136,1664,1799,1,1165,635,1111,689,0.07555555555555556,0.6472222222222223,0.5716666666666667,0.9994444444444445,0.6172222222222222,-0.38222222222222224,0.0005555555555555556,0.3827777777777778,0.38222222222222224,0.5375,0.6322222222222222,0.09472222222222226
2753,36,1800,1800,1800,5ae44942faa7e88d3a71ec98837a8249075a1c3d0ffdc7fbf30c1b06332ba6ce,150,1650,1798,2,1182,618,1120,680,0.08333333333333333,0.6566666666666666,0.5733333333333333,0.9988888888888889,0.6222222222222222,-0.3766666666666667,0.0011111111111111111,0.37777777777777777,0.37666666666666665,0.5411111111111111,0.6394444444444445,0.09833333333333338
2754,36,1800,1800,1800,13d22268b78699ed51f802fab69521e22fad541220b0ecb5468cf3ad69d08b0b,142,1658,1798,2,1181,619,1093,707,0.07888888888888888,0.6561111111111111,0.5772222222222222,0.9988888888888889,0.6072222222222222,-0.3916666666666667,0.0011111111111111111,0.3927777777777778,0.39166666666666666,0.5388888888888889,0.6316666666666666,0.09277777777777774
2755,36,1800,1800,1800,2691d131c1c96fac20e6c72f45db1df21f388d08be5be3f05bd0d4a164e0ea45,130,1670,1800,0,1167,633,1102,698,0.07222222222222222,0.6483333333333333,0.5761111111111111,1.0,0.6122222222222222,-0.3877777777777778,0.0,0.3877777777777778,0.3877777777777778,0.5361111111111111,0.6302777777777777,0.09416666666666662
2756,36,1800,1800,1800,d9e18f99f56b51b4d86b3f3ee61e7b1f9052b2c2a2b093a5b7808952c16b43f4,142,1658,1799,1,1157,643,1128,672,0.07888888888888888,0.6427777777777778,0.5638888888888889,0.9994444444444445,0.6266666666666667,-0.37277777777777776,0.0005555555555555556,0.37333333333333335,0.3727777777777778,0.5391666666666667,0.6347222222222222,0.0955555555555555
2757,36,1800,1800,1800,0b810aaa9419cc2bac384c5d6ff3fef49eb7c0c44e964c781a12eb659f73d3b8,151,1649,1800,0,1155,645,1122,678,0.08388888888888889,0.6416666666666667,0.5577777777777778,1.0,0.6233333333333333,-0.3766666666666667,0.0,0.37666666666666665,0.37666666666666665,0.5419444444444445,0.6325000000000001,0.09055555555555561
2758,36,1800,1800,1800,8bbfe7c504ff6aa9fc33f79a554bbe4ee31f3b9117fd2fef9875a7c8dba2a280,140,1660,1799,1,1187,613,1121,679,0.07777777777777778,0.6594444444444445,0.5816666666666668,0.9994444444444445,0.6227777777777778,-0.3766666666666667,0.0005555555555555556,0.37722222222222224,0.3766666666666667,0.5386111111111112,0.6411111111111112,0.10250000000000004
2759,36,1800,1800,1800,faf5cd5ad19432f76b39f547188049dad8d77c907546bc66cc09ddebed467ebd,143,1657,1799,1,1157,643,1132,668,0.07944444444444444,0.6427777777777778,0.5633333333333334,0.9994444444444445,0.6288888888888889,-0.3705555555555555,0.0005555555555555556,0.3711111111111111,0.3705555555555556,0.5394444444444445,0.6358333333333334,0.09638888888888886
2760,36,1800,1800,1800,57720e667177d60d485ddbc9efa8ec12c98b5305667ba30fe21e1bc475747613,139,1661,1799,1,1183,617,1114,686,0.07722222222222222,0.6572222222222223,0.5800000000000001,0.9994444444444445,0.6188888888888889,-0.38055555555555554,0.0005555555555555556,0.3811111111111111,0.3805555555555556,0.5383333333333333,0.6380555555555556,0.09972222222222227
2761,36,1800,1800,1800,51f3564a7c1ab56ead99e3e7cf23efe1c2ee31897e05fe1591e72c8dbc25eba6,146,1654,1800,0,1184,616,1125,675,0.0811111111111111,0.6577777777777778,0.5766666666666667,1.0,0.625,-0.375,0.0,0.375,0.375,0.5405555555555556,0.6413888888888889,0.10083333333333333
2762,36,1800,1800,1800,757324d17e171310daf9c91c84997ba10ccbf9690ffad0f1afe0f72f1926b95f,138,1662,1799,1,1178,622,1112,688,0.07666666666666666,0.6544444444444445,0.5777777777777778,0.9994444444444445,0.6177777777777778,-0.3816666666666667,0.0005555555555555556,0.38222222222222224,0.3816666666666667,0.5380555555555555,0.6361111111111111,0.09805555555555556
2763,36,1800,1800,1800,a5c57990b87dc63c7fc18fe75866e1b3bd25333b46cbd0c0655f59c136b2087b,143,1657,1800,0,1166,634,1101,699,0.07944444444444444,0.6477777777777778,0.5683333333333334,1.0,0.6116666666666667,-0.3883333333333333,0.0,0.3883333333333333,0.3883333333333333,0.5397222222222222,0.6297222222222223,0.09000000000000008
2764,36,1800,1800,1800,12735351b607acb2836e2f9372266e30b1d5b311beec83f936cdda0919a9a7ae,151,1649,1800,0,1201,599,1103,697,0.08388888888888889,0.6672222222222223,0.5833333333333334,1.0,0.6127777777777778,-0.38722222222222225,0.0,0.38722222222222225,0.38722222222222225,0.5419444444444445,0.64,0.09805555555555556
2765,36,1800,1800,1800,18bfd570f6b213dc29c9a7fcc20750aa0e51e951800c2dc63ba9032dda546302,145,1655,1798,2,1148,652,1120,680,0.08055555555555556,0.6377777777777778,0.5572222222222222,0.9988888888888889,0.6222222222222222,-0.3766666666666667,0.0011111111111111111,0.37777777777777777,0.37666666666666665,0.5397222222222222,0.63,0.09027777777777779
2766,36,1800,1800,1800,7cf838c9c1b28eb8a0c3356be56e09d139a90bfd00d64a30a35215f311d6e41f,143,1657,1800,0,1182,618,1122,678,0.07944444444444444,0.6566666666666666,0.5772222222222222,1.0,0.6233333333333333,-0.3766666666666667,0.0,0.37666666666666665,0.37666666666666665,0.5397222222222222,0.6399999999999999,0.10027777777777769
2767,36,1800,1800,1800,c01568d991f4f5ddbccc14fca7621857c81a7c0e4fedd5730a64240bc599006d,126,1674,1799,1,1156,644,1108,692,0.07,0.6422222222222222,0.5722222222222222,0.9994444444444445,0.6155555555555555,-0.38388888888888895,0.0005555555555555556,0.3844444444444444,0.3838888888888889,0.5347222222222222,0.6288888888888888,0.09416666666666662
2768,36,1800,1800,1800,600be394f3857b35325268695a08c577fa96d028bf4c6905dfed970fed5efdc9,138,1662,1800,0,1192,608,1112,688,0.07666666666666666,0.6622222222222223,0.5855555555555556,1.0,0.6177777777777778,-0.38222222222222224,0.0,0.38222222222222224,0.38222222222222224,0.5383333333333333,0.64,0.10166666666666668
2769,36,1800,1800,1800,6004255d977f551ecb32ccf52a42e48372c07c2bf938687b2543bddc6b471ea1,139,1661,1799,1,1152,648,1113,687,0.07722222222222222,0.64,0.5627777777777778,0.9994444444444445,0.6183333333333333,-0.3811111111111112,0.0005555555555555556,0.38166666666666665,0.3811111111111111,0.5383333333333333,0.6291666666666667,0.09083333333333332
2770,36,1800,1800,1800,f4b1d60b617afe810d713f282a78ef281c685c589c1959638ff53de635b3c02f,135,1665,1799,1,1167,633,1095,705,0.075,0.6483333333333333,0.5733333333333334,0.9994444444444445,0.6083333333333333,-0.3911111111111112,0.0005555555555555556,0.39166666666666666,0.39111111111111113,0.5372222222222223,0.6283333333333333,0.09111111111111103
