planned_decision_id,decision_order,decision_class,simulation_unit_id,external_optimizer_seed,payload_logical_sha256,n_samples,mean_dt_external_s,median_dt_external_s,afino_dt_m0_s,afino_dt_m1_s,afino_dt_m2_s,mean_dt_match_m0,mean_dt_match_m1,mean_dt_match_m2,mean_dt_contract_match,positive_fftfreq_bin_count_external,rfftfreq_positive_bin_count_external,afino_positive_bin_count_m0,afino_positive_bin_count_m1,afino_positive_bin_count_m2,positive_fftfreq_match_m0,positive_fftfreq_match_m1,positive_fftfreq_match_m2,positive_fftfreq_contract_match,legacy_rfftfreq_match_m0,legacy_rfftfreq_match_m1,legacy_rfftfreq_match_m2
F3B5_HO_D2140,2140,BASELINE,F3BBG_N060_A1_Q001_R044:POS:PRIMARY,0,664ea5be3f4c5c3ebc295b830223b5a19c7c47c26fc8a3ab68a9c2d4ac6a0ea1,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2141,2141,BASELINE,F3BBG_N060_A1_Q001_R045:NULL:PRIMARY,0,255ca5308e443a42d279a3c3df59ca59331a3a0f63f47da13d72181aa3f80e7e,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2142,2142,BASELINE,F3BBG_N060_A1_Q001_R045:POS:PRIMARY,0,7174bb65c7965fc74583d1480d1ba01a8b8347a442758045be965d1a3b3347d1,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2143,2143,BASELINE,F3BBG_N060_A1_Q001_R050:NULL:PRIMARY,0,407de1a24820b477d66b05fd765aa3724a5a2a2622c879b2faf1eb553e839683,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2144,2144,BASELINE,F3BBG_N060_A1_Q001_R050:POS:PRIMARY,0,2b01e638e8a0f2b4506a02dd8234c9d860a0f7c3ace52f5815832c62610443b2,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2145,2145,BASELINE,F3BBG_N060_A1_Q001_R053:NULL:PRIMARY,0,5ae1d8e09b5931443d118c0fc296eab290c00ddd0929abbad539bf596018a55c,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2146,2146,BASELINE,F3BBG_N060_A1_Q001_R053:POS:PRIMARY,0,f3944c88db1009a240a79b96f5be88dfe061e04e7457af0bbfd3fc8b35655d81,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2147,2147,BASELINE,F3BBG_N060_A1_Q001_R054:NULL:PRIMARY,0,fb301e13236a634e6680f8b659ec2cd46be2425be1a2f12605e48036acee6678,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2148,2148,BASELINE,F3BBG_N060_A1_Q001_R054:POS:PRIMARY,0,ee00e247c8c45dc2d8dff408b261fadcc0dae0a330a0486a7b9b58023b522f2d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2149,2149,BASELINE,F3BBG_N060_A1_Q001_R055:NULL:PRIMARY,0,7b4f389c587454407507c97637776b6880d113a7a8c2d16004916374bb6d0ba0,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2150,2150,BASELINE,F3BBG_N060_A1_Q001_R055:POS:PRIMARY,0,8dfcea600f8cb821cd7d832ea349b5b093ed342437a00c4bd91cb4f4cdfec31b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2151,2151,BASELINE,F3BBG_N060_A1_Q001_R056:NULL:PRIMARY,0,4dc12193b2802d51cbe0f730a9b8adb35be515bd99f5f33609fc6c55e682bfe5,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2152,2152,BASELINE,F3BBG_N060_A1_Q001_R056:POS:PRIMARY,0,c28121d7e7478c8e8bbb12189925351f9402e0d86c36990ce65af61b80c08af1,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2153,2153,BASELINE,F3BBG_N060_A1_Q001_R057:NULL:PRIMARY,0,52ea9b1a134abb33c94b980e01ef336dbb510c3e51be6331abf0dd37284408a9,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2154,2154,BASELINE,F3BBG_N060_A1_Q001_R057:POS:PRIMARY,0,407fa45c4d735d64588c8a56edd37b04d16c7dd3aeab048a7a7a3f556dbd6f27,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2155,2155,BASELINE,F3BBG_N060_A1_Q001_R059:NULL:PRIMARY,0,575019839a99bb3ad51bf31a74b2ccd8f4734d61a397b77cecb36eed24859f87,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2156,2156,BASELINE,F3BBG_N060_A1_Q001_R059:POS:PRIMARY,0,95ca75a59d78325fe6eeea8ccb9e0fda0d3ad0a4e2e9f42f9d8757def5cc0643,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2157,2157,BASELINE,F3BBG_N060_A1_Q001_R060:NULL:PRIMARY,0,17d348433ab0dbd367250ae1c116f94f5a1815d219cdf3eafd3d3eb3bf96746c,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2158,2158,BASELINE,F3BBG_N060_A1_Q001_R060:POS:PRIMARY,0,0c6cf66522a16d7091caee098425c94d5dad00fd35caea9e06490073e9ddc6e2,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2159,2159,BASELINE,F3BBG_N060_A1_Q001_R063:NULL:PRIMARY,0,9944d828045b05d2b1348116bb0733e88b3dab75cb873c76245902e477bc5328,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2160,2160,BASELINE,F3BBG_N060_A1_Q001_R063:POS:PRIMARY,0,2639d5267e8cb69f8163a716fd52970c9af5d6da21f363763591c077ceaef22c,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2161,2161,BASELINE,F3BBG_N060_A1_Q001_R065:NULL:PRIMARY,0,979c7d989d13adc6a28438db88067b42cbe28e8006c51fe38f0226e89365891a,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2162,2162,BASELINE,F3BBG_N060_A1_Q001_R065:POS:PRIMARY,0,d5d069ab983c08de8630647b36ac9dd926ef3123c377fa818b675d456be0367f,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2163,2163,BASELINE,F3BBG_N060_A1_Q001_R068:NULL:PRIMARY,0,2e67c70a4a8841d9061a7b3dcea698f4b00955997e9b40380b5840dfe3ce2e02,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2164,2164,BASELINE,F3BBG_N060_A1_Q001_R068:POS:PRIMARY,0,a684b0395f30ebce149518fc80d6cb8e69637b4fe3acc06cbf09f30c0964bcc0,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2165,2165,BASELINE,F3BBG_N060_A1_Q001_R069:NULL:PRIMARY,0,34838cbc048537c86e35ebb44ba3387669bd1730b87e895686c363dfe6da88af,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2166,2166,BASELINE,F3BBG_N060_A1_Q001_R069:POS:PRIMARY,0,6f9251fd941064b76a96ab252b3889bb600bc75f0c2b89640b96902b17994a0b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2167,2167,BASELINE,F3BBG_N060_A1_Q001_R072:NULL:PRIMARY,0,ef8b1258a63e10dda2f89743cdc5356beb92369f3617befe48aeecaeebda72e6,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2168,2168,BASELINE,F3BBG_N060_A1_Q001_R072:POS:PRIMARY,0,f60ad037b002be0c417529e48be57562160022a8ca1a6b1732d9f994fbcef1ad,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2169,2169,BASELINE,F3BBG_N060_A1_Q001_R073:NULL:PRIMARY,0,e14c9e19123a127be316aa486cbe71171e683f33e0ef0bb490b5bd9354abfb07,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2170,2170,BASELINE,F3BBG_N060_A1_Q001_R073:POS:PRIMARY,0,24ef9cbc98366d82188eb6424d35561106a961af0cd3c23f61a583e6984e4a04,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2171,2171,BASELINE,F3BBG_N060_A1_Q001_R074:NULL:PRIMARY,0,b6f242fb95c5836dabe0fb10a56bbb67ba32fd739ebe6fff00b73dd744f3f521,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2172,2172,BASELINE,F3BBG_N060_A1_Q001_R074:POS:PRIMARY,0,4b68ce7c27a8efecb5a07f6fd59700bc091c3c96c5f9195c128ac541d807ab6e,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2173,2173,BASELINE,F3BBG_N060_A1_Q001_R075:NULL:PRIMARY,0,04ac523754d499f65b4e3eddf9ca78ce3946b265878d3298f18200e12e6aaf32,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2174,2174,BASELINE,F3BBG_N060_A1_Q001_R075:POS:PRIMARY,0,47a8c18f928acf95151f108cbd88d7cb7e9fc37cbb40e15ad608c6b332bc2261,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2175,2175,BASELINE,F3BBG_N060_A1_Q001_R079:NULL:PRIMARY,0,d5694fcb5bb54006151737d34f43f85788dbea6e82aa85f0be427713020ee8ad,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2176,2176,BASELINE,F3BBG_N060_A1_Q001_R079:POS:PRIMARY,0,11f91e57c739f55e1256e50c4010d0061fb22dda04a587200238850be701512d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2177,2177,BASELINE,F3BBG_N060_A1_Q001_R080:NULL:PRIMARY,0,7e76164245bbcc23f09bc5a7a56ddc2cf0183937daeddfe25b4b23c0467fec96,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2178,2178,BASELINE,F3BBG_N060_A1_Q001_R080:POS:PRIMARY,0,898a458c048fcea98d14aa3921986988b566d24983a93a087dc8de7df551be7d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2179,2179,BASELINE,F3BBG_N060_A1_Q001_R082:NULL:PRIMARY,0,8fd482e6d1cf0879111e955470335a30fed3e0c7a790e93ddd499143f1b2df7c,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2180,2180,BASELINE,F3BBG_N060_A1_Q001_R082:POS:PRIMARY,0,8fd935cc34b84ca67ba2c64024d7bf4bdcc5443c355c48891537a1170c607adc,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2181,2181,BASELINE,F3BBG_N060_A1_Q001_R083:NULL:PRIMARY,0,ddb3c9efc1c48eefecf32bfe0b44f55e34a028f899a797470e059a2372ad4669,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2182,2182,BASELINE,F3BBG_N060_A1_Q001_R083:POS:PRIMARY,0,379033fdcf3ba95ae686d615550e1fbe6d362c84479d0a97900219b4f2b9a337,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2183,2183,BASELINE,F3BBG_N060_A1_Q001_R086:NULL:PRIMARY,0,d387cbb5460f4de2b6d41becd84386eb72c8236a49b2119172bebcfa3f356b7d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2184,2184,BASELINE,F3BBG_N060_A1_Q001_R086:POS:PRIMARY,0,7d0751ea9c2e79bfa37edebb70914041cecadd3ae25fc0641d9f6bbf0a4705ba,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2185,2185,BASELINE,F3BBG_N060_A1_Q001_R088:NULL:PRIMARY,0,bf6818fc10b1e29731b65f9f2dfd9894c57ccfb945743d828b04ce9e68193520,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2186,2186,BASELINE,F3BBG_N060_A1_Q001_R088:POS:PRIMARY,0,2224555ab4cd171816d3b4ed98ec5b15b098e2bbda66eb465285b06a583f13f6,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2187,2187,BASELINE,F3BBG_N060_A1_Q001_R091:NULL:PRIMARY,0,e83881a8a3828237b480ae91810ee169d2f87dbcd77593dd138a34f704b43d98,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2188,2188,BASELINE,F3BBG_N060_A1_Q001_R091:POS:PRIMARY,0,139af325022f042fb505aebf27e40e9de6c125aef14d4e4e14c2a9643dd3089d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2189,2189,BASELINE,F3BBG_N060_A1_Q001_R092:NULL:PRIMARY,0,146e2e84cc43030cc43d6b06b9dc67e5f947b17b77369bf8659071a84124039b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2190,2190,BASELINE,F3BBG_N060_A1_Q001_R092:POS:PRIMARY,0,2af40e133bbae6b1305349671a1ee0805cac25293414bac41c5458ddb1377890,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2191,2191,BASELINE,F3BBG_N060_A1_Q001_R094:NULL:PRIMARY,0,5ed429813bff533e19208c42b4e7d2d6bbd4b35af5c9c47c8282d4457141ba44,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2192,2192,BASELINE,F3BBG_N060_A1_Q001_R094:POS:PRIMARY,0,ab9027545b57f31db077f5e32a5a043acda051ffccfc0092970a37d7b4028b06,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2193,2193,BASELINE,F3BBG_N060_A1_Q001_R095:NULL:PRIMARY,0,2534d92e0b10d9adaf0247a3334fce5367a76634e92633ec69fb137e49e40723,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2194,2194,BASELINE,F3BBG_N060_A1_Q001_R095:POS:PRIMARY,0,fe3424cdfc82df93c57b5123137950375eefb1a6baf03ecea63ff0fb6c286840,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2195,2195,BASELINE,F3BBG_N060_A1_Q001_R098:NULL:PRIMARY,0,d625ba07afbc64cf95786f5c800740e167d141d2ea28e4321bc436e58df5844b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2196,2196,BASELINE,F3BBG_N060_A1_Q001_R098:POS:PRIMARY,0,e3f55f86ce639166b932ca4e5930fa71254a972451ca2cfbbccd69ddc1a98c8f,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2197,2197,BASELINE,F3BBG_N060_A1_Q001_R099:NULL:PRIMARY,0,36137f61588981760a48d6b93f95ad134f2cdd9ae9005521fcdf2c074e7b00e9,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2198,2198,BASELINE,F3BBG_N060_A1_Q001_R099:POS:PRIMARY,0,d281d9ad52446871354ca2ec0e687bc0c5f61ae300c98e0609fd3672f319f76b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2199,2199,BASELINE,F3BBG_N060_A1_Q001_R100:NULL:PRIMARY,0,f19ff9f2e1837a7448faa97f1e26ce0c618b4427e55c1e2c2758f6a40c873d4e,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2200,2200,BASELINE,F3BBG_N060_A1_Q001_R100:POS:PRIMARY,0,b0ee89779a3bbce5991abf112996c2561534c7134b8fc51039279961fa13cbbf,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2201,2201,BASELINE,F3BBG_N060_A1_Q002_R001:NULL:PRIMARY,0,c97cce75138426984bd7b6b3a7c8833c5015e14718f882c608b680ff5488ed52,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2202,2202,BASELINE,F3BBG_N060_A1_Q002_R001:POS:PRIMARY,0,e906a6187605e3dda7c969abbf3b01ab56e20653fb1a6759507527eff583dd2b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2203,2203,BASELINE,F3BBG_N060_A1_Q002_R004:NULL:PRIMARY,0,09a10c189f6827ad804b3ed8efd780e2890665f66e6572bc1e765e6f4840af84,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2204,2204,BASELINE,F3BBG_N060_A1_Q002_R004:POS:PRIMARY,0,72ed96e7a55f7e9ea0d72f4d27f710df27e5aa07a4ad9adf6ed11092c8c60d36,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2205,2205,BASELINE,F3BBG_N060_A1_Q002_R005:NULL:PRIMARY,0,aa8c8c6d4c34ac94ada8d089eb9515017213095dc372523dce45ce70a12020ec,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2206,2206,BASELINE,F3BBG_N060_A1_Q002_R005:POS:PRIMARY,0,263cf0755058752cbaa0f2c2e02de7b0f65359705dadce9a53f1494c8679b161,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2207,2207,BASELINE,F3BBG_N060_A1_Q002_R006:NULL:PRIMARY,0,1a7b5b478ac4dcf8fc8fc80d6c8e756eb7d756b4f3f68bafcda3e1f125220f78,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2208,2208,BASELINE,F3BBG_N060_A1_Q002_R006:POS:PRIMARY,0,a3fa59586d9003d2f746fc0b0295e2a40bcf2aef3de828c37f156131e844a6fb,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2209,2209,BASELINE,F3BBG_N060_A1_Q002_R008:NULL:PRIMARY,0,6a9cb98354dad0193553442bfb1c78c448e0d12d30079ab24ffdeadca9c8f6c1,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2210,2210,BASELINE,F3BBG_N060_A1_Q002_R008:POS:PRIMARY,0,213cdcffbd51ad00a94db9d9b41a42500feba8b898d0d547c6f8bbacaf01221e,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2211,2211,BASELINE,F3BBG_N060_A1_Q002_R010:NULL:PRIMARY,0,923e5181cc10ec907491cdc5b9586e0016cd4ccb0a300e501740ac9cde6d1d6a,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2212,2212,BASELINE,F3BBG_N060_A1_Q002_R010:POS:PRIMARY,0,2ca489254c25edd86cc997c060e727d9a638d28d636105a0678bc8a8288cc150,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2213,2213,BASELINE,F3BBG_N060_A1_Q002_R017:NULL:PRIMARY,0,0e1e85ad8abd61891ab926d5f152bab30bfc8b3bc8680cc482dd08302b257cf2,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2214,2214,BASELINE,F3BBG_N060_A1_Q002_R017:POS:PRIMARY,0,2697c5441941bf74a90fb012ce076696451c9170893575cabc801c2a5bea37b0,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2215,2215,BASELINE,F3BBG_N060_A1_Q002_R018:NULL:PRIMARY,0,c6fe4a4d0b035802384500747cea1451eed2fe64549e49bfaa9f0336301dbc6a,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2216,2216,BASELINE,F3BBG_N060_A1_Q002_R018:POS:PRIMARY,0,9d4c03e8e0186f2c2d16592c29500c40e09340bb459ba682b176d1d7ec9f3cf5,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2217,2217,BASELINE,F3BBG_N060_A1_Q002_R024:NULL:PRIMARY,0,a52d945b0e4b00ce42c5ad9e81e715ad47877a5ae065e4d9d91d11d55a2270a3,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2218,2218,BASELINE,F3BBG_N060_A1_Q002_R024:POS:PRIMARY,0,69848d83b00bd7d6d5771f6136157d7c1efd76b33a92024b3954075631466fd8,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2219,2219,BASELINE,F3BBG_N060_A1_Q002_R026:NULL:PRIMARY,0,b8e276f6fc5cd33e21908cc29bc6d6591811583ca87a0270b0bc2c74376b1211,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2220,2220,BASELINE,F3BBG_N060_A1_Q002_R026:POS:PRIMARY,0,46a02408560b23bd42ddf24ded272a39fe566738e5cc1aab770cdd024f795c3a,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2221,2221,BASELINE,F3BBG_N060_A1_Q002_R027:NULL:PRIMARY,0,33fa81dda58ff9ae584515207fe0406d27aba9057fba243073a0b0f45864e84e,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2222,2222,BASELINE,F3BBG_N060_A1_Q002_R027:POS:PRIMARY,0,b3727262b15b811cb28d931f69fe1fcb913a07d22bb6d94c1c691088bfb56a70,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2223,2223,BASELINE,F3BBG_N060_A1_Q002_R028:NULL:PRIMARY,0,5da05d6afe004451db334ed8700d36805c744fc44bdfddfe5f7d2ecb878ae926,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2224,2224,BASELINE,F3BBG_N060_A1_Q002_R028:POS:PRIMARY,0,0ac5188e592c29223cc7e9b257484acb9c3e9790880165bb54a685423787e5c5,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2225,2225,BASELINE,F3BBG_N060_A1_Q002_R031:NULL:PRIMARY,0,2d0aa0c8397a3b2a948d08a6bc93ace90efba1c1a34613ada5d23b2d5a74f01e,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2226,2226,BASELINE,F3BBG_N060_A1_Q002_R031:POS:PRIMARY,0,7adc820ab3df1b9954bc06e4d56fb61b1e939bcbbd26ecef767f24dc75c2da1b,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2227,2227,BASELINE,F3BBG_N060_A1_Q002_R032:NULL:PRIMARY,0,7e4eea3c9d7e2cb65bbabaf7c45e6978d7938b9729fdb94f863ad66691d1420d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2228,2228,BASELINE,F3BBG_N060_A1_Q002_R032:POS:PRIMARY,0,360bb2e44833965625f3f53c32e5770705f30d2b44b0b7cb1c3f959ebae8f394,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2229,2229,BASELINE,F3BBG_N060_A1_Q002_R033:NULL:PRIMARY,0,257104a1e2de60b5221c7981fcea002b528110111c94ddb06a7d38c4cb70849d,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
F3B5_HO_D2230,2230,BASELINE,F3BBG_N060_A1_Q002_R033:POS:PRIMARY,0,e350128f98250da8adcec20c78c8a9ba3a0fd24ef23588658da3817cfec43013,60,20.0,20.0,20.0,20.0,20.0,True,True,True,True,29,30,29,29,29,True,True,True,True,False,False,False
