planned_decision_id,decision_order,decision_class,simulation_unit_id,background_realization_id,external_optimizer_seed,payload_logical_sha256,decision_status,valid_models,bic_m0,bic_m1,bic_m2,delta_bic_0_1,delta_bic_2_1,qpp_selected,formal_m1_period_s,period_label,result_core_m0_sha256,result_core_m1_sha256,result_core_m2_sha256
F3B5_HO_D3116,3116,BASELINE,F3BBG_N120_A1_Q002_R016:POS:PRIMARY,F3BBG_N120_A1_Q002_R016,0,f42ad2b57387ced2cc04d563f59e3886cb64a9b06f6b6c021f5cb7d58ddae90a,VALID,3,-694.9342906509893,-698.3592728437297,-692.886606267579,3.4249821927404582,5.4726665761506865,False,109.45840272542645,formal_m1_center_not_selected,1083b95f3299279385cc82af5705e1fd95063f75e16c6b58c0badc39442ce97c,47a201a7b7cff41e20fe42b8090994bfef377ebf1c4980f065673393436136e0,299c00908c3727ad4e7770c3c1c37456a4309d4cd39aea4ade9d4b36ebeabb4a
F3B5_HO_D3117,3117,BASELINE,F3BBG_N120_A1_Q002_R018:NULL:PRIMARY,F3BBG_N120_A1_Q002_R018,0,3c8fafa83ff83bbdac6620f8b2005311bd2e864b604c134b24da4dc8d0b2da20,VALID,3,-717.5731068900213,-709.7329639372705,-710.3087035804898,-7.840142952750853,-0.5757396432193218,False,44.41007224115628,formal_m1_center_not_selected,aecb525c6876ade58bbe6db9e8695343c277739aa011738b33896addfe75cd48,c92772df83b8f5814542a3152303435ba37d10386a91ec57893fa4629129bcee,6774d59ea9148635b49731d1a26ae4fa4ff22d0582164af35a47201703473680
F3B5_HO_D3118,3118,BASELINE,F3BBG_N120_A1_Q002_R018:POS:PRIMARY,F3BBG_N120_A1_Q002_R018,0,d074b083269dca92576e011fdfcb5f22f1b513911bffefcbb4312e2409a4d61a,VALID,3,-719.7140892498796,-711.9335890818785,-712.4539578814995,-7.78050016800114,-0.5203687996209965,False,44.40763875021917,formal_m1_center_not_selected,59ac9da8ca29a2be0163f7874feb6a817235fa1fbcb11b100bca83efaa5412fd,8e2fc8e972e8abc497c041c8a0e10b8e4ec41dacf360912484360e9e02eb7601,3043fd846509fcf6ffaa4bf80a62d359a51f9c6e736702fc15fa6f085a7c530a
F3B5_HO_D3119,3119,BASELINE,F3BBG_N120_A1_Q002_R019:NULL:PRIMARY,F3BBG_N120_A1_Q002_R019,0,aedb83bd2dbb310385793debd471a92981e0b3c081c764c788b78b3cbd466c79,VALID,3,-692.6345549627571,-681.1018639443306,-684.8840155855593,-11.532691018426476,-3.7821516412286655,False,46.15670552993513,formal_m1_center_not_selected,331d3f9c8ff3b3c6497676cead56a08e39433fc48b0e06b5e3cbea7ac2859739,c53fe8c374c29404e5b9a774c96ca9a28dcceaa2a825a044135e3a5111128b13,f67466c97a433d2eea0d3d4a498ea66e664352d8cc7abcce98d7d68150f04d19
F3B5_HO_D3120,3120,BASELINE,F3BBG_N120_A1_Q002_R019:POS:PRIMARY,F3BBG_N120_A1_Q002_R019,0,8dcb5dd46c12d1c9cecd82a6bd98bcfac42f21843218e544a79f517bd6487ec0,VALID,3,-632.037454143089,-657.0517751812611,-630.9619388528241,25.014321038172056,26.089836328436945,True,68.35591860805816,recovered_period_selected,43cdb0d0273f30f6e83accb2e1f38c3a83790d456c8d210fa8d8111800f3c66a,694a01ecf5d64ca6e3da28eb3a33a345c8b575a6ba1cc818db1803ac72d440f3,f1a846a3bcd6d739040951569670c9fdeacf06c47efe9771e44a65f12256c811
F3B5_HO_D3121,3121,BASELINE,F3BBG_N120_A1_Q002_R020:NULL:PRIMARY,F3BBG_N120_A1_Q002_R020,0,aa3c0abc466486db5dbdd14696c5bdb4a38ca12ccaf9ea4923fcc6d14cdd3e1a,VALID,3,-672.5479001487073,-661.3323159143396,-665.1633123141733,-11.215584234367725,-3.83099639983368,False,46.92609013893681,formal_m1_center_not_selected,a7c1c7f8624e5c22607e70928a32163c4290f4f92dddcdda8f723575cce7a7b6,aff6505938a657cfce2a8df10bcb3b5944d9118c5c1ed61d2a2722360fec88e5,3db8e2e5869f4bbb21e74047f379b95a3cac78a34477362255d1ec96cc1c2239
F3B5_HO_D3122,3122,BASELINE,F3BBG_N120_A1_Q002_R020:POS:PRIMARY,F3BBG_N120_A1_Q002_R020,0,39b053a5ce742b10eab8a6785aca5269b8f428e869d5d7693384889089ff6e07,VALID,3,-663.0172659785209,-654.0082032923762,-656.9009418171485,-9.009062686144716,-2.8927385247723123,False,147.20727316782066,formal_m1_center_not_selected,b4c256e995ef230597f49c718804120fb7b592e9d0be08d5f737a0970cbaf34f,c7674071a229074287947a3fe8145507b785081cdaf711072e99b499d7943fb6,5cd153cbc31cb0f3d86ac7fa527e14d6f67c3167380b5fa683e572f4de8dbc6d
F3B5_HO_D3123,3123,BASELINE,F3BBG_N120_A1_Q002_R021:NULL:PRIMARY,F3BBG_N120_A1_Q002_R021,0,dc5a2a3882272def787a7170e65407f0b0a65023a596839fb43df8091a5baca0,VALID,3,-682.354142238678,-672.8528460999689,-676.172635820456,-9.501296138709108,-3.3197897204870515,False,50.97712699535848,formal_m1_center_not_selected,751b507c4f4f0fd79b3f2981c4aabec2d0e5de5359196849eeb6240659a403d1,98d8dc82b3b9602e6cdcbe118064cda22e18ade92f3129845a195ae2ca90fa71,05c728dfad6e1efafc697b97eef6ed10644ea7e12e2077d5343402b1f34346c5
F3B5_HO_D3124,3124,BASELINE,F3BBG_N120_A1_Q002_R021:POS:PRIMARY,F3BBG_N120_A1_Q002_R021,0,6d7e31ddd1d91d140867cf30fb61aa3ac7af0cae0632b72685e2cc791d373032,VALID,3,-605.4388878369895,-640.418460683688,-600.2607908049299,34.97957284669849,40.15766987875804,True,50.98162248766416,recovered_period_selected,518936c27c656c848afbe9f9c912b37a2554ba0fb5f0121afa8617eedf5a4427,176d7dc2c4c7fcc5d942563772c5bfa8b99b7fb9dc63761024be060ea570ea8a,c702716e98f0c6cffcc0c19e58ab807abaa6cb9bfb8fe4796c8f218507a93c49
F3B5_HO_D3125,3125,BASELINE,F3BBG_N120_A1_Q002_R022:NULL:PRIMARY,F3BBG_N120_A1_Q002_R022,0,1acc9495913c9a35a1004bdab8f6976a1f5968a9a4da9e268ba3ad5f6b705ad4,VALID,3,-666.978347913424,-656.1363824194476,-660.296197564115,-10.841965493976431,-4.159815144667391,False,65.44472008919482,formal_m1_center_not_selected,17e0f4132869bcbbfece3d915f50bb334d50c251afbddcacaac61cdaa7048c93,004d358da84212e02931509b5c0a5cdbe8ddd01776c009642f38506228e8197d,4c1b43fd5b9a522c1fbe481f2ae410a96f97e5e623e6c7dc814a68f86b0d7567
F3B5_HO_D3126,3126,BASELINE,F3BBG_N120_A1_Q002_R022:POS:PRIMARY,F3BBG_N120_A1_Q002_R022,0,131708af3915131a530bcfc85d9a7540c09e80d530e40e132c14dc825d7df56d,VALID,3,-660.0708084552726,-650.5976353511958,-653.075617190369,-9.473173104076864,-2.4779818391732533,False,160.80436114843508,formal_m1_center_not_selected,354643f92d3733869046c3354b4d9f1ead9cdd8727e334d5c83ebfef86c33d40,10ff4e3969e5ff7a0f2335cd8a2a44b94f68235457cd79b9562d72382116647c,e1f0e562ffb2bbfd9fbb1ead57c70e51b83d810a7ca3999da2d84c1533bc1a82
F3B5_HO_D3127,3127,BASELINE,F3BBG_N120_A1_Q002_R023:NULL:PRIMARY,F3BBG_N120_A1_Q002_R023,0,a13239fb5687674e9b9137212b27e923614666d74a46592e0674e4fbac17fc0d,VALID,3,-682.4367743413092,-675.9053097755865,-675.6477132200955,-6.531464565722672,0.25759655549097715,False,62.33172514108883,formal_m1_center_not_selected,9ba148ebe0091f5e28a89f72ad8b26fabceaf519f806b397cf9b7735083cf242,37ac2f65dd9d6f1347945ef6f5467984007fe707217dd55934e5258a4275724e,22fdac0c7ac9580f8141ce55d7aceb8fb310a049d8556cec7b1208a1b9a50798
F3B5_HO_D3128,3128,BASELINE,F3BBG_N120_A1_Q002_R023:POS:PRIMARY,F3BBG_N120_A1_Q002_R023,0,eaddf113c359a11806157a5f8fe8430062dc736c417016a8400d2b32e461d527,VALID,3,-687.3108569989533,-681.0211875638457,-680.284529707385,-6.289669435107612,0.736657856460738,False,62.32609876506744,formal_m1_center_not_selected,bff9efe2fca28bf33728585f5018f6e0d7b75ecc79cffc14f3eea482088de323,63c43259a5838c4d91257360c8498d8d756526129027f2b370a2c88d826ef418,2c51397f925877a89efa880bd880b1723249d3389ba2d29bac39827be3bd347c
F3B5_HO_D3129,3129,BASELINE,F3BBG_N120_A1_Q002_R024:NULL:PRIMARY,F3BBG_N120_A1_Q002_R024,0,8b7864b02c84cc1e22afe8c0a87544a60a28ae4293965be6371725d26bae235b,VALID,3,-677.48962080708,-668.3924293838473,-669.6368863492112,-9.09719142323263,-1.2444569653638382,False,44.80028879709712,formal_m1_center_not_selected,4dcd8ebbf4021f724229b811c9ed04c04710542c2f4c08bd045adfb1a95bb6a4,c31abe229d211fea8eb0ec09cddf15c923aa2ae10d8708c8de4e93bc7566aaff,3f1ffa479fb44321048f630a04fe472ddbcb75985eed22682fc13657604e6249
F3B5_HO_D3130,3130,BASELINE,F3BBG_N120_A1_Q002_R024:POS:PRIMARY,F3BBG_N120_A1_Q002_R024,0,7d7964aad84ef54ee1a270d3d4f970bd6251cd26646280d6180c6cb0dd5ee25a,VALID,3,-664.8949289359317,-657.2352349856167,-658.606365148129,-7.659693950315045,-1.3711301625123724,False,152.94959133609197,formal_m1_center_not_selected,614559bba612280d06285f570e96b34d0ed57fa23b9c442282ce11d6e9f3cf47,b822d325e5e7546f461f9164035d199932b94a47fb481cba7da87f11ba45801b,576af9d61edd7e2c4cfd913abc61dbde097d398f6e401ab5e5752a824451adae
F3B5_HO_D3131,3131,BASELINE,F3BBG_N120_A1_Q002_R026:NULL:PRIMARY,F3BBG_N120_A1_Q002_R026,0,bfffb0b99bb01cf5290d670d04e42138dd98a22c001e9d74ef88b0e7d84b2a22,VALID,3,-695.4546903928127,-684.8838667232485,-688.0368474622189,-10.57082366956422,-3.1529807389704274,False,59.78460497477168,formal_m1_center_not_selected,b4ecc68aa1c3abd048648a84045f14234798e22a592ba1f10208d7e905f09f63,e25bde95f5e35df5235533c4494ac9bb91119ac4a9fa94862e961f1aa21b6b0d,bbb4f1809c5fc60bcfccf56cbc78c3e8ce9c2dbd3003c08e145a9e0da4f6ea9b
F3B5_HO_D3132,3132,BASELINE,F3BBG_N120_A1_Q002_R026:POS:PRIMARY,F3BBG_N120_A1_Q002_R026,0,6043a56b85c876b5986e1e96358593da9445b317d928b23d7f79af84945e5472,VALID,3,-645.0307687750376,-661.0436773263203,-638.6776640632135,16.01290855128275,22.36601326310688,True,84.58869746909987,recovered_period_selected,fbb1043e51d2f2fa0e4f46b7dfdb94d5d00947e3074f3c85f2a3ac397f692f27,0ca88efddd7c27277600a79c01eeeccfc7f26fe6f845eb6495eb4ab1f32493f5,31e4bb069ec4f1021c8c4d139d1e7fa626929e7344f1e536e791671b61ead642
F3B5_HO_D3133,3133,BASELINE,F3BBG_N120_A1_Q002_R030:NULL:PRIMARY,F3BBG_N120_A1_Q002_R030,0,b21fb240750a6608c27c2d63c5748b3e5979de954c24f4fd343fd07ff983ed9c,VALID,3,-692.1635803376228,-684.2549816917203,-685.7887612357295,-7.90859864590243,-1.5337795440091213,False,75.73835235889548,formal_m1_center_not_selected,28afe4037da28f5b69949aec378f9eaac500e7f0ed4a29e86070a17e2781249e,b9cb3c71988f5ca6921886860981883f3325d866e473017cfe3169de2530ca67,89e2d5222cd70c68270e257d40165beb4b46536b1721fcada373af0f3576bd2c
F3B5_HO_D3134,3134,BASELINE,F3BBG_N120_A1_Q002_R030:POS:PRIMARY,F3BBG_N120_A1_Q002_R030,0,1e408c2c24634f4f2588dca242bc091164ffafa1f71c8cd0258c2764da5ea4e3,VALID,3,-686.2355678261181,-675.9902283525126,-679.2367324226877,-10.24533947360544,-3.2465040701750922,False,71.27023062105887,formal_m1_center_not_selected,1714826f1b8c5b5c555fcf35a6d784b18a244d975342d17c7419d869b1bd512b,6b385bbc24c7a82d8d645a3480191d1a564ced238f5ed04bef376ff8e407adb4,f3474fbbdad549a576b895bf3810f174e7fb41ae2a507a5866c31b288266b6d2
F3B5_HO_D3135,3135,BASELINE,F3BBG_N120_A1_Q002_R032:NULL:PRIMARY,F3BBG_N120_A1_Q002_R032,0,fd5ce4c0b64334ed3f0e82e8c3f27c69495f3ba3e827b5592abf363d82cde6d4,VALID,3,-675.5699281379277,-664.3370249458318,-667.685224916341,-11.232903192095932,-3.3481999705091994,False,85.66910095597183,formal_m1_center_not_selected,f302bc796b01d997cc260ff63fd86dbb2a35269cc04b3e4bc68532dd8f1a1313,4463d4b6a9dcc6841af30953b75aea6ae01a77ed385d091300984619fba0fd77,2d15b97b3f433f7901f41eb9b0f5bea171a7a2664810e719b5c9c1f6c1654481
F3B5_HO_D3136,3136,BASELINE,F3BBG_N120_A1_Q002_R032:POS:PRIMARY,F3BBG_N120_A1_Q002_R032,0,0aae71d69940aaff24d87a4fb13c9ece0f84abd85d929eacfa891e94443bc90c,VALID,3,-629.7146654906412,-638.6425900499986,-623.6590649229985,8.927924559357393,14.98352512700012,False,44.54431021533859,formal_m1_center_not_selected,30c126509417af64e96d96707218c2424a5e9035410b6a286bd5687fa5b5d323,a5dece9d574aec234032b8fba6c850ba3b24996c4462753754c1c35d2ddf8ba8,d12afdfb4c3ab28a80b0be995f9f0e2fe82f419b9010d7d1a6dbcc17992cb2dc
F3B5_HO_D3137,3137,BASELINE,F3BBG_N120_A1_Q002_R036:NULL:PRIMARY,F3BBG_N120_A1_Q002_R036,0,269d2b35bc83b699b12b7d46eb2028ed1b8367d2af54897be36baf4b06669e52,VALID,3,-646.8726963538597,-635.9039276351997,-639.3409827432323,-10.968768718660044,-3.4370551080326095,False,59.711046774955456,formal_m1_center_not_selected,cbcd361d95d108648948aedbf289daf9fd5eeac138738f583a8a7139bfa45301,eeeba648d5ef683ed97bfbcab61a2a5c8d1c862b3f36890ea6a3bc4af61a42d1,d5d6dfebd9fe161a5db330ae61bbeba5fd32d364d5b584a7cfe588c084081d60
F3B5_HO_D3138,3138,BASELINE,F3BBG_N120_A1_Q002_R036:POS:PRIMARY,F3BBG_N120_A1_Q002_R036,0,0e3a7438b7d42c67aab80ebe8a48d0688b7a759cbb9b7b08715b3ddbd67699ff,VALID,3,-588.4538111384576,-599.9908762192309,-583.1026746755327,11.537065080773345,16.888201543698187,True,46.05078481889298,recovered_period_selected,219422317656a68144562de84d245026818b170827dfd02f7c5e57d48bb39754,201e608cb44236a3ea3868a6096ce110a0101d8b9bbf6f2e3aea95348fc11a84,c150ac8dd56b63f394380b5bf7e0b8385f08ba6ae263e7db53debdf95e8a70c3
F3B5_HO_D3139,3139,BASELINE,F3BBG_N120_A1_Q002_R037:NULL:PRIMARY,F3BBG_N120_A1_Q002_R037,0,44648f2d3266920a39c338964a8941689dd27221e5511d255330b655b3267ab9,VALID,3,-690.7204655697136,-680.8820898590953,-682.9647997929948,-9.838375710618266,-2.082709933899423,False,65.94474580687105,formal_m1_center_not_selected,8edfb32b753b333a7878385d0e93507fc416b7232a9069064fd83bc37b245bd8,1cd3dbcba5d6193b161ed28ac08309948b18d625216cf23a9f119f4d6a7d9bb0,9bc39009fc48ffcf57d82aee747e19e84a95c5dbd427f30a9286a864230e426b
F3B5_HO_D3140,3140,BASELINE,F3BBG_N120_A1_Q002_R037:POS:PRIMARY,F3BBG_N120_A1_Q002_R037,0,455176372002607d5e8c5be4bc58086b8cbfe3266378416f502c1492b26944b5,VALID,3,-689.4515017125755,-679.4833187168977,-681.3522339933119,-9.968182995677807,-1.8689152764142136,False,65.94164683642255,formal_m1_center_not_selected,a98ffb6ce013a9d35340c8d2494c1631e62e91215db52d4807399cb8a6d84e67,061021db04d2bc9b1ecb5ace9227f58cbb8528184856bf1ebff66a25e3db57f0,0ef249efa44974292164d08af7b48a5961cded8b762f970135d53303760ca2e9
F3B5_HO_D3141,3141,BASELINE,F3BBG_N120_A1_Q002_R039:NULL:PRIMARY,F3BBG_N120_A1_Q002_R039,0,70015587f580d29fd673d60edbb5bf1bded298e286d9fe8a151ec48848f4039b,VALID,3,-682.5000360315428,-675.0354983323834,-676.0461366317525,-7.464537699159337,-1.0106382993690204,False,45.38796254137832,formal_m1_center_not_selected,55eb542cc52acdfd91a51a5579ebdf6e6f7f00cb010fe94a165ab89458fd331d,b38c414bd1f3ac83e91699bdc3b6a7603479035328122650b313305d81a0b89a,29c69577c21c276912b89f646b19b3e763bda47618d4c167dab0f20bfa1c71ca
F3B5_HO_D3142,3142,BASELINE,F3BBG_N120_A1_Q002_R039:POS:PRIMARY,F3BBG_N120_A1_Q002_R039,0,130ab066b66efbd861a3c0b49938d73b1eb67c0c3f2a0b8fcff08b4cea192741,VALID,3,-651.6904029331877,-662.1825846403802,-655.3275359010187,10.492181707192572,6.855048739361564,False,100.69771339752292,formal_m1_center_not_selected,fa08f5266fbcf89d90daa1d82e4d1cbdda40b7b712ab31861c77252739596993,41f92240637b32025252bf914f832236398000467fecef2ec568b323c4526dea,0fdbc7000958cad563ca684a46dc9828733386a8724478794f9f1ffc6c09d8d4
F3B5_HO_D3143,3143,BASELINE,F3BBG_N120_A1_Q002_R040:NULL:PRIMARY,F3BBG_N120_A1_Q002_R040,0,62bf6babc2ca289976ed4190e841e5cbe027f295b884900352df937340225c31,VALID,3,-700.2075927055416,-689.8380662488754,-692.5094818079535,-10.369526456666222,-2.6714155590781274,False,76.06070286274272,formal_m1_center_not_selected,708084fb40b5a26ba23be30cf6ad36cc9418abcdc5b215c230039b91e020ece2,e4b28ef9c6766c28a15b67767040a0f8295d7a45e5b1d7f5738163a30fcce0a7,4aa4a925e6f63a1ec4d3749a0085f8496eefc40d172ddc0c1a18b2eb39e0cd6a
F3B5_HO_D3144,3144,BASELINE,F3BBG_N120_A1_Q002_R040:POS:PRIMARY,F3BBG_N120_A1_Q002_R040,0,cb8a0a96859c4767c983fe8bc326b04825193b0dd98b449a150851f4d5b8a4ad,VALID,3,-698.9200705100565,-688.4087995086516,-691.1294712716267,-10.511271001404907,-2.720671762975144,False,76.08349443879692,formal_m1_center_not_selected,7060c249025a255bae3c9b583595658fa773ed6b6bc1c23a8ebda12239b0182c,f4c6e753f99ad9952cb1488843098647f6eeaa568de12dfae661762358f399e4,e74936cc3fa098668fafd880a6b70a19003b970355de6deb624a07961573753a
F3B5_HO_D3145,3145,BASELINE,F3BBG_N120_A1_Q002_R043:NULL:PRIMARY,F3BBG_N120_A1_Q002_R043,0,960062a82f1dabdbb6197492ff50729426be6524dec6eb7774ac30996f22c195,VALID,3,-669.0748340862585,-663.8209178542147,-663.4877817718238,-5.253916232043821,0.33313608239086534,False,73.33355289972586,formal_m1_center_not_selected,420351198e66e273058baa158ba407486767b1eae6301a31fa24401f9596787c,29968c27a8647c66edaae2c48bdc345e8b02bda78ed08005a2badcbed83a8947,309464dee2b9bbe14e54a00175929e2e7735578a6ebffd45ae840fc04539108f
F3B5_HO_D3146,3146,BASELINE,F3BBG_N120_A1_Q002_R043:POS:PRIMARY,F3BBG_N120_A1_Q002_R043,0,a982671347ea6e148c76662364f0f40cca14d77718c0f84115e5a38b7372f65c,VALID,3,-633.1762410954921,-648.1667271292803,-633.5186315173538,14.990486033788216,14.648095611926465,True,65.39132641393779,recovered_period_selected,8ef72ea6150ed68959a34b3ebc4a04ab9d21f91075acbd8cce9873669894c797,114b7163ba2b4ed0f7f47148fb4a49f489ef6ad4b542d98563079d0efae2265a,f2ce7304f8ec74798d92cef3d0d704ce802e7449f8c40b2fc59b12b32f9b472f
F3B5_HO_D3147,3147,BASELINE,F3BBG_N120_A1_Q002_R044:NULL:PRIMARY,F3BBG_N120_A1_Q002_R044,0,92de13d90133c7ab1c1fa586e6814cc2c340024f29dec42333405a5344786826,VALID,3,-666.5036541835075,-659.4502706641617,-659.1634726504928,-7.0533835193457435,0.2867980136688857,False,83.37442133032074,formal_m1_center_not_selected,bde0896a6fb68c13f825ba16d4b7ecd8b95ce3fb3d1694f62d59de0bfdc8f57c,f25d9c8cfd4cbf23a9c02d570ac4963d5dd9acea257ba0ec2937697e4eb30e56,23c76033e5bd83326dd55dbcc519a77631ea1b1c195e0ce5c07b6550edd25c1c
F3B5_HO_D3148,3148,BASELINE,F3BBG_N120_A1_Q002_R044:POS:PRIMARY,F3BBG_N120_A1_Q002_R044,0,ca2088fddc403b8a961fd963a43e83a234fdb763914fc468f501e58f4dd9688f,VALID,3,-666.7870929654564,-659.8854125508235,-659.4085998363162,-6.901680414632892,0.4768127145073322,False,83.37059443592051,formal_m1_center_not_selected,251ddcc5460f37ebbe8884799bfcfe96deb3496ffb672523ce8667f5076428fb,11bc3337b8e7713fa13b56d4280e9b949c6c41a0cc399cded1009b4ea8275200,f2dc929161e52c181b21dfae0ca0dc3c00591117004e7fcd3439271fe15dfeb8
F3B5_HO_D3149,3149,BASELINE,F3BBG_N120_A1_Q002_R045:NULL:PRIMARY,F3BBG_N120_A1_Q002_R045,0,484738e214d5a39fdf64865de733fd8c15c8c3580fb810bcde4b43a404c97de6,VALID,3,-674.5373617816589,-675.393130927555,-669.3682702824162,0.8557691458961472,6.024860645138801,False,46.28232488567698,formal_m1_center_not_selected,26b70e3676c20920ebb1c60aeddb708583cc31c6d3e06163838585a498338c59,c5e39579a125f258e6ab3e8af88e449d148735264e58a100e3ddb4c759e086d8,f8d4f99a2e6fd8e2ed82b3a71059f9f464b7b5b59818f8c838bcf5f90bb79900
F3B5_HO_D3150,3150,BASELINE,F3BBG_N120_A1_Q002_R045:POS:PRIMARY,F3BBG_N120_A1_Q002_R045,0,af02c1c37c34b793140336c0802f71a0382c6268f09f43560adb651edd15b0a3,VALID,3,-611.0063929116162,-629.1509693319126,-606.6312000960594,18.144576420296403,22.519769235853232,True,68.41650876774229,recovered_period_selected,0b2cd3014239b16bf1704d74d7bf517fff9ff2faa162929849d2308a194b73df,fc26f896bb8deee34d440f943a2d645b78ac238dcf6ab4d568d2dc46aa802a35,533b8831406ac29715479ec8f4caf96e91b4425e48bb0e7516ecb62ac9ab8a10
F3B5_HO_D3151,3151,BASELINE,F3BBG_N120_A1_Q002_R047:NULL:PRIMARY,F3BBG_N120_A1_Q002_R047,0,1c8c982c447f455fc334cfc50f1a6019b278e54837ec017d42e2934493d724e6,VALID,3,-676.8232671634114,-667.0817718211738,-669.2007901256703,-9.741495342237613,-2.119018304496535,False,79.38240040784093,formal_m1_center_not_selected,bd2a9c6b2292273b758c7939bc1392fe896478983b3c082e0e4f4cde1a57155b,1fe6346d3ef86e53d13ecc2e267c5b74c2e91ffe87062787e04754e5ad6ba620,cc9e5ad6508afcd204b38480f4b0dc7088fcd59e373fa3043872df17bdfb41cb
F3B5_HO_D3152,3152,BASELINE,F3BBG_N120_A1_Q002_R047:POS:PRIMARY,F3BBG_N120_A1_Q002_R047,0,bce70b057e682a921ccef4653ca3821bbf7926e41abe055d79d9639788ca94a5,VALID,3,-612.7988946125565,-627.8768125087922,-606.5671057406012,15.077917896235704,21.309706768191063,True,46.213147686678504,recovered_period_selected,07cb5b3873a39212b1d22bd78f11fa18ea7a440f244ea285228986b71fc78b33,98f65ad7c26c467f7ef409bdd119a1e0258c6b8ea9ec62daca61241f193f5aa9,5c368c8416ccad88181d674a91eb84bc2b56901aec290e9876e00248039d7dbd
F3B5_HO_D3153,3153,BASELINE,F3BBG_N120_A1_Q002_R049:NULL:PRIMARY,F3BBG_N120_A1_Q002_R049,0,15be23d90f28e694fd024c23fc390151cd6cecfa811c31186a64b17f22206762,VALID,3,-707.8580613615779,-697.6147167824856,-701.0714711381727,-10.243344579092309,-3.4567543556870532,False,44.85452658150116,formal_m1_center_not_selected,4e2584f6918ab585904cf68333a443fd42d6aaa52589841dafb906cecff6c279,f17ca127b7297dac6560a4d746658c06e231f43f57bf896aa44a74137d4ef3e3,74fa9af8cce3a902eaa6c0f590d223de7d555110864e0399bf8b3140f08a3e51
F3B5_HO_D3154,3154,BASELINE,F3BBG_N120_A1_Q002_R049:POS:PRIMARY,F3BBG_N120_A1_Q002_R049,0,f4832e2362fa95df76a45fff9f6cd7f0fc981211faf857da7d2919377bbb5844,VALID,3,-711.117342510709,-700.8178014885135,-704.0961212601092,-10.299541022195513,-3.2783197715956476,False,44.85309411433082,formal_m1_center_not_selected,4c799da4458a0ffc3391f341c8821bf410753161b4e4c9e8cf6223fe01f6c873,778e527111b39eedbab44004f98e31cef8c1c9c6c8de7ce6fb2cfbcb163e0a9a,16f99ab0840eba4798853f23c2e6b76dd0e9e0b00f58b668fe8c09246aa6d0f7
F3B5_HO_D3155,3155,BASELINE,F3BBG_N120_A1_Q002_R053:NULL:PRIMARY,F3BBG_N120_A1_Q002_R053,0,6a758085817c0af57445caaa9f5762ce7c071cbbac11490623ced1299adad9b8,VALID,3,-693.1450710285822,-683.1187163446633,-685.227118084473,-10.02635468391884,-2.108401739809665,False,108.32030616967292,formal_m1_center_not_selected,8032e86b43dbf6d76bb6f2d889f7f728431c0837818e90044dcd3fb28a1430e7,365bcfba14e39e480de18b7494bb4d3be879dac2809709bb00f3be68fa6447f4,22dc4c9de762eae08921fec91d2b2834df7154960a46c5ea1cc630d9ec5788e7
F3B5_HO_D3156,3156,BASELINE,F3BBG_N120_A1_Q002_R053:POS:PRIMARY,F3BBG_N120_A1_Q002_R053,0,3838ac6325d4bc99d96c1beb014fc731859d201161799fb58d300604b0643914,VALID,3,-612.3654530902065,-649.6308215274231,-616.4297658796246,37.26536843721658,33.20105564779851,True,68.19897170733584,recovered_period_selected,e7dfac4fcc3757722955fbca0fdb9a50504c20c788f1a5ebe32e127c10b2786e,c2203530de3ee81b8062100b8c05e8053b09aa38d3986555919334a08d253f21,02c998df4d041e574f80fa634c3d9c8942b92a3800bc5f0e6183842d0f93e14e
F3B5_HO_D3157,3157,BASELINE,F3BBG_N120_A1_Q002_R056:NULL:PRIMARY,F3BBG_N120_A1_Q002_R056,0,42bf556c41f44fc4c9bdb8c9c44dd27e6ccae828f74edb5753c8f796b155a8f4,VALID,3,-687.7687963953675,-681.0499986760994,-681.0545316195289,-6.718797719268082,-0.0045329434294671955,False,54.215941319705905,formal_m1_center_not_selected,1659ed45fc6f7291e4edc738d84c6ceb4f3903f34ded03a7e41e386f7e57862e,dd7b81ef589da700e3b5fce06ce74c2f56d7f5acca7a84b282c8b3f88fe11a23,69f9efeef9997aa15098a668df000e15a1515db4502cb88850ac879f321ed480
F3B5_HO_D3158,3158,BASELINE,F3BBG_N120_A1_Q002_R056:POS:PRIMARY,F3BBG_N120_A1_Q002_R056,0,f6d423f548c0b2fd1ea60a153b98655e05000a63fa78e6f221ec6779c1861c99,VALID,3,-675.7262492105549,-670.2307186451585,-669.0050812983645,-5.495530565396393,1.2256373467939738,False,110.75484864373382,formal_m1_center_not_selected,7ba4c7a32119ce5ea240c2e286fedddd7524fedd99c4c812e7e17e51b38e91ee,83fbe304afd0a5a8acb0a0989cbfc066006ce7498d9ed7c4d587d152a80eeaa8,16e0819529f5afce1228bc2745857330edeac5b08b78005325507038d952e6f7
F3B5_HO_D3159,3159,BASELINE,F3BBG_N120_A1_Q002_R058:NULL:PRIMARY,F3BBG_N120_A1_Q002_R058,0,f67edd12949b6cace45d6da855f236bba2258ac3125bad19ff0c9c4d8f57f3b8,VALID,3,-678.5253436375345,-669.5015055436996,-671.0828872106814,-9.023838093834911,-1.5813816669817697,False,46.81975356171611,formal_m1_center_not_selected,96f96aea5bf104e830f174e3a411cc8f1a3d97733a2f0fbb5deecc54e79796d9,ee8ef02916abc0c00a36adf6872fdb803d3df237e77d008441736b6ee7c3fe71,84f8cc8cd8f08e4b821462a2940b815ce695da6bb7ab2024471d7ce4156caa3c
