planned_decision_id,decision_order,decision_class,simulation_unit_id,background_realization_id,external_optimizer_seed,payload_logical_sha256,decision_status,valid_models,bic_m0,bic_m1,bic_m2,delta_bic_0_1,delta_bic_2_1,qpp_selected,formal_m1_period_s,period_label,result_core_m0_sha256,result_core_m1_sha256,result_core_m2_sha256
F3B5_HO_D1120,1120,BASELINE,F3BBG_N030_A0_Q004_R024:POS:PRIMARY,F3BBG_N030_A0_Q004_R024,0,54be4104204c8b45ef9d967cf8c556f57002923425a5333eb064b3cd3bb4c674,VALID,3,-57.903799285055484,-51.00835408720987,-53.33728963382299,-6.895445197845618,-2.328935546613124,False,57.0629816685202,formal_m1_center_not_selected,27a6466cf6127e1abd062e32feba19bb53463b0884791d82189b4bcdbbba3aa8,2fedf85c18fed3e0e3ba419cde6ecdf00d111e1e908dde3076947a06c66e0331,86b905921d16f0f7a2b4f99ba73bb3427a17d9fcfc24a2e7d2ff483636864c4b
F3B5_HO_D1121,1121,BASELINE,F3BBG_N030_A0_Q004_R030:NULL:PRIMARY,F3BBG_N030_A0_Q004_R030,0,61b010ffd5a5d2b842018bf3977cec047ecfe76f3b36aacfb564f4593108f9cf,VALID,3,-53.83124992336294,-46.279605356861815,-48.82644037889331,-7.551644566501125,-2.5468350220314946,False,45.07445293707817,formal_m1_center_not_selected,22ee85b2ce16491373ba889ed046447d19a971821e8c55746351f21c5f2b7886,ba2f665e4bfd3cb4edc95cd9eec89650a3b522dd8fbaca20996995cde973016f,8c0d7da8517e74d1997ca3349ba0323aa7b076b4d5b19ba2a0ebf7e2ab3bd80a
F3B5_HO_D1122,1122,BASELINE,F3BBG_N030_A0_Q004_R030:POS:PRIMARY,F3BBG_N030_A0_Q004_R030,0,4ebabad464f73096bcd9befde55d15bfd693d71bbdfcc8eaa0fa56d80f43229e,VALID,3,-53.6780019379924,-46.01493510447252,-48.615415665229335,-7.663066833519878,-2.6004805607568144,False,299.99999999999994,formal_m1_center_not_selected,a2d2d16072aab582c5ea7935ffee82f875bf4bf37c562b9bc7f0c9906e0652a9,9fd6ee2020f336efea846e233709083fe2816ba2b06a269fd6e903937be31b66,4dee3e285e702ef98c33625a8b4890ae348133ab8dd4f1a6d72d0494d246adee
F3B5_HO_D1123,1123,BASELINE,F3BBG_N030_A0_Q004_R031:NULL:PRIMARY,F3BBG_N030_A0_Q004_R031,0,7c3ae8aa092f3483fab5cfd4bc5fd57b3f483b510cbcf72ec6df1c24893e9186,VALID,3,-58.051850701568334,-50.45133853347089,-53.041015338278996,-7.6005121680974455,-2.589676804808107,False,40.0,formal_m1_center_not_selected,a98c1a57c1c12d3316c8461dc094a4f4de6ca92b3a4a2ac2edd038a6989fe0d0,e1ac14caed604b2462104ec1287ffee53060ab17d7eec788b9ea8d55b5c424a3,de6f6fda121116d372d6af56e689e906dc358729c280bd1cfcd38143bf68b89e
F3B5_HO_D1124,1124,BASELINE,F3BBG_N030_A0_Q004_R031:POS:PRIMARY,F3BBG_N030_A0_Q004_R031,0,a34631a9a8cf0d79fdc3e72f68d92842b4ac5a4712793b0d0f78ea8ce72e47ae,VALID,3,-59.00406789611235,-51.814403517038826,-54.06778657946853,-7.189664379073527,-2.2533830624297053,False,109.66950404517621,formal_m1_center_not_selected,8f2a84c6d4e545bcb72341552a529b7b471b9558668754fe0a35ee46d3697993,5849308906aaea3a210d73f4ae4281b6d4c9f3823ef91aa0fd3a76f0f2e6bf1b,9f6dacf7e02cead6393b1e63a1eb2f92b9124a42bb0f17e4179fb3306521830f
F3B5_HO_D1125,1125,BASELINE,F3BBG_N030_A0_Q004_R033:NULL:PRIMARY,F3BBG_N030_A0_Q004_R033,0,0b6ab8aea763985114ff51a71647be5e16977eaeada7b22fe76d22ad6a879ae7,VALID,3,-57.5540804399027,-49.85523655399093,-52.392299714759005,-7.698843885911771,-2.537063160768078,False,299.99999999999994,formal_m1_center_not_selected,107979d9cbcc285d6abd657a6b97c9a7276741029f88f02d362edda2dfc19ff5,3140ad401e71b811561ba1545ddab88b6d093d032b0d9dffc62ee68677484594,e53494d1911088c44d2ec0893fa740658994f9abed45c6cc0379b487c5da5cf1
F3B5_HO_D1126,1126,BASELINE,F3BBG_N030_A0_Q004_R033:POS:PRIMARY,F3BBG_N030_A0_Q004_R033,0,d6df36a9a6f2b5827c933178f53fbaa94031cc778e2522677cb38126dd6fc18d,VALID,3,-50.70779526074009,-44.91398483577602,-45.60541684725227,-5.793810424964072,-0.6914320114762518,False,64.49475578711574,formal_m1_center_not_selected,b8cf18a79bb0469f1e54c8284e3a0d307b6864b4b73ef0051cc79b16579d6e7b,9ec3021c41123b757d10abb886d84eaa8a532d0ca987d0e4541bd94c8fd1917a,3d1a4ae22f09c3945b45cd3bc1a4682b1e2eebab934ba5c841c9a61e8d1ab92c
F3B5_HO_D1127,1127,BASELINE,F3BBG_N030_A0_Q004_R036:NULL:PRIMARY,F3BBG_N030_A0_Q004_R036,0,15e8980d24f79693d3e503c6860184242a2e98a865520e8b60b609efebefeb7e,VALID,3,-56.50991426709536,-48.90794517137178,-51.57221955226078,-7.601969095723582,-2.6642743808890046,False,261.96173132739705,formal_m1_center_not_selected,38d69c79a6d0f8d0eab86c3cf87854bec5eeaee096c94411c8c69f4ce3f1c6b4,46ea1a22ffe26e40cf75e10531747a8a51d38cedca94fd68910fb97451cbb196,fb5fbce96ec75c613e457fdbef38cf14f407672ff52fa3437765523d2d1d80c5
F3B5_HO_D1128,1128,BASELINE,F3BBG_N030_A0_Q004_R036:POS:PRIMARY,F3BBG_N030_A0_Q004_R036,0,ff8f39a210eea7993f67f1631d2032256ec57843d5a8eb43913c03e71a07cb60,VALID,3,-52.586826972795784,-46.08123264097763,-47.89165026795254,-6.505594331818152,-1.8104176269749104,False,40.0,formal_m1_center_not_selected,9cb6756a297144906d2932f2155a9cf1173cfb9ffcd766d96d2d0dc17ab0e8a7,b87a8ff5c10d81bb21019a50f9fcd43c407415005118bedad0e29f5a95d9ad4b,ae2a37646ece186ff62daa4c39cb59f95369a12214f15b400be4a55fb4e37e41
F3B5_HO_D1129,1129,BASELINE,F3BBG_N030_A0_Q004_R037:NULL:PRIMARY,F3BBG_N030_A0_Q004_R037,0,0f4fa1705bdbb93267f1bb1433b74056199edb97fbdf11b0950ce481df80d2fc,VALID,3,-54.12753560176225,-46.51445129092817,-49.159178517660855,-7.6130843108340756,-2.644727226732684,False,256.6140336566632,formal_m1_center_not_selected,582bddac4ace37af4fb8a76a457e4955e7038d3de586eb00e75a58c977ca8e4b,62c40fff6d8d82ec31b31cf1b1d723fbcab35a964208cf8195cf7288839b5e57,ba61103980e367a9b6e1d74671dd34f6dfb1d9d69a60ef54a104818401c01aec
F3B5_HO_D1130,1130,BASELINE,F3BBG_N030_A0_Q004_R037:POS:PRIMARY,F3BBG_N030_A0_Q004_R037,0,c6b55b5d507c19493d81512bdf3fe96c2bb0c5a1a065617c8ad1bd3e07121274,VALID,3,-53.297074982065475,-46.328622490068454,-48.74363285540894,-6.96845249199702,-2.4150103653404855,False,80.29469469786922,formal_m1_center_not_selected,1194d13875a8baa64712ca60622f6070454b5ecf39c5bf43ac9a10ac6efb484e,c78220c82b6b41a7955a93c6822f71f0ede190842408ea9ef53c3767a2cbbc49,e5313b5aae4d9cc04d1cacad05dd1b661932328da3f366bd0d94a880c940e64e
F3B5_HO_D1131,1131,BASELINE,F3BBG_N030_A0_Q004_R039:NULL:PRIMARY,F3BBG_N030_A0_Q004_R039,0,53450fe5e03d1442f819558608bfeb3d35d0c758fd035fd2cad49bd6277a1f35,VALID,3,-55.67829191999474,-48.53221055647077,-50.617199452111635,-7.146081363523969,-2.084988895640862,False,51.224731513911465,formal_m1_center_not_selected,001572111fbb2f854b0bb0fa87f3487f6b1a889d2972c04112f06c790dd5a578,d943a6761bec39fb956514520673b7b903194002ee5b2ec9217c32be63da6a42,dd511f5f0922bca580089db6cfa0f60f71f2f900aaf7365ae420dbfc06c68574
F3B5_HO_D1132,1132,BASELINE,F3BBG_N030_A0_Q004_R039:POS:PRIMARY,F3BBG_N030_A0_Q004_R039,0,d4dfd1fde21bceb102833ba135f665e44326a169d553539ff74c845fb33a65ae,VALID,3,-53.68209409411321,-46.31862030410907,-48.592528197191356,-7.363473790004143,-2.2739078930822885,False,51.291422490666235,formal_m1_center_not_selected,95babc6b2c117450c8ba3736e452b82b0603c97e4296f982047e7afa2b500308,7004f958a87e0e8f76d0a035538110c1ddd47a28af330f94bb3d869140aa528a,053847c2f318cf8e0ab2c8f82f01f36fdf4bc78fcc22d6ab402c095ffa06163b
F3B5_HO_D1133,1133,BASELINE,F3BBG_N030_A0_Q004_R040:NULL:PRIMARY,F3BBG_N030_A0_Q004_R040,0,92b9bed3a1428f6cbb6e81ac8d9c27d72582a0a3526b176c5a7e9873d7850deb,VALID,3,-55.95213126321007,-48.214470589626714,-50.78713871871416,-7.737660673583356,-2.5726681290874467,False,299.95248436834913,formal_m1_center_not_selected,da47ad29fb4bca3230b1fcd770066add93b15bc14ef4b765b712895a57a7f61e,5dd5247868e6dee08d52f7749b081decbe0b231e86f85b9571cc8b4ca3413403,f5b5b48c1d6fb9d02d8f4c0f010cce0d5e055f7bd2c2e1ebcac88c2d800c1382
F3B5_HO_D1134,1134,BASELINE,F3BBG_N030_A0_Q004_R040:POS:PRIMARY,F3BBG_N030_A0_Q004_R040,0,5bd2bba3e04406e665dbcbb0c8cbf09a6c28ce330573004c5c4ac2b11d1af8d4,VALID,3,-52.74843765079059,-47.6834871539984,-47.81287454934538,-5.064950496792193,-0.1293873953469813,False,44.62117960095591,formal_m1_center_not_selected,ba7c6d532ced55df545780f07a5ee8e137864146da577349a47000f4bd54284c,819b3f81ca64479dd5947d210b50d4e7d99f4985f9daa396bff20847d586fe06,8cfe68780649f4f664b0d449987027adef6e2520d7f998cafb89bd6316012003
F3B5_HO_D1135,1135,BASELINE,F3BBG_N030_A0_Q004_R042:NULL:PRIMARY,F3BBG_N030_A0_Q004_R042,0,945e69017969c0f3e2684447f47d3a024a2eaacf62237cd9bbbd169c1eb76e5d,VALID,3,-56.79209662084856,-49.23713818684526,-51.942381968800134,-7.554958434003304,-2.705243781954877,False,43.527383964472506,formal_m1_center_not_selected,3b260757e2029b172c06f7c05f4590865bad65430f032399a308bece23d5b11d,b47fcea309be8dda74399a59f81111c712d14facfefc27253f7f622bf72a547c,21e07ac53ad4ebd14c0a19db81a370c45bb32fd9a8c6d72aa977c1c0d2470cdb
F3B5_HO_D1136,1136,BASELINE,F3BBG_N030_A0_Q004_R042:POS:PRIMARY,F3BBG_N030_A0_Q004_R042,0,a7c5940020b2d661116dfc106c073a872040102bf7cfdb13d0445e98ab302761,VALID,3,-59.234977607332105,-52.24948275467915,-54.334583137980474,-6.9854948526529554,-2.0851003833013237,False,40.0,formal_m1_center_not_selected,eda7d5cc6433fe88af58295777f42c9a531fb03a3827e40ac7eeb8dc4579ee60,d0ef995462e4db45dacc45708c4044efb2b838d34d22b5d391d6cacefc0428b8,8bdf16b5556ce2c62f45ef6565b1022d058aa490b94f18bbd2b0423b54e4e010
F3B5_HO_D1137,1137,BASELINE,F3BBG_N030_A0_Q004_R045:NULL:PRIMARY,F3BBG_N030_A0_Q004_R045,0,a3c748878c364b43d7ccd4ba6c71eeddd18096b3483582be5a03ee0442b7658d,VALID,3,-58.17457047792601,-50.5195092313847,-53.240889355284864,-7.655061246541308,-2.721380123900161,False,299.99999999999994,formal_m1_center_not_selected,ecb7b9b2178bb2290d5edd88a34aa36cb7ffac77d29a9f772e68ec4403a72384,a39cc4374c084e1250af935de1438e45869b39b7ca5a2f9455fb93cb4cc648e6,42dd2ee7fa52755262a02dc13b9fe2733fda4735e78042cd5c1c5eb1e4ba3c89
F3B5_HO_D1138,1138,BASELINE,F3BBG_N030_A0_Q004_R045:POS:PRIMARY,F3BBG_N030_A0_Q004_R045,0,731a2bdec62bff3c123e1d40619d847025021394f978a335dcd2396e892196a4,VALID,3,-55.978288117854596,-48.33225586454776,-50.94284058343389,-7.646032253306835,-2.6105847188861304,False,109.74763476582463,formal_m1_center_not_selected,5be2729baa9a3bb7cccb154a7d4364f29908c4ebf118a80dbd639b83137fdc16,1055fa5b5416f4fc169c8a058d820bc7f7a2c8b0fdee3803d6138219abe6caaf,7674ededa81ea4eab05cdd0cde31630346231085dc158df7749d7e9885dd8ac2
F3B5_HO_D1139,1139,BASELINE,F3BBG_N030_A0_Q004_R046:NULL:PRIMARY,F3BBG_N030_A0_Q004_R046,0,d02dc9a6588bd570c28f3e6e0b2b35ca2e29d8c01e876a88a3a378a99d9c9338,VALID,3,-57.44838564100339,-49.981955627917614,-52.30677766390479,-7.466430013085777,-2.324822035987175,False,45.58131963052146,formal_m1_center_not_selected,95d48d6ce322c91bcca59514925fbe676b512e900d7a8f280df72be600753ce4,9352767b21849c4b294dc7ea9a11fc4d02cb61ce52ccbf2a39dc6cb5a228c065,669007eed7260841f1850278aef5c970f9ae2ee68f672beb7d48f1fb504315fd
F3B5_HO_D1140,1140,BASELINE,F3BBG_N030_A0_Q004_R046:POS:PRIMARY,F3BBG_N030_A0_Q004_R046,0,d72837d12a6dfc8f90972da0b640b1c3ce267ddfb5215000dce332b3983c0f89,VALID,3,-50.84764776651722,-44.067002573168466,-45.793870641820234,-6.780645193348754,-1.7268680686517683,False,54.4729668770451,formal_m1_center_not_selected,8f5060143df58afc5209104bddd859afb77d6412120c98c63c01e932c520adb0,cbab9bd40021429000868986627215e080ff8879950c0d74cc213b70032d737d,d0cc29a184657d5ec08181c89ffbaa7d28c42692eb7a655234d0b6930115c930
F3B5_HO_D1141,1141,BASELINE,F3BBG_N030_A0_Q004_R048:NULL:PRIMARY,F3BBG_N030_A0_Q004_R048,0,1fdf43796dadd274d4cb42fc64243f6997ebd1415ae30da60a192a13039040ee,VALID,3,-55.88495398180496,-48.15018357436275,-50.702575769854505,-7.734770407442213,-2.5523921954917554,False,49.4085588834275,formal_m1_center_not_selected,9163f57b9a25a80905475be2c705dfb98ade09ef4a0676b1b65937ddf4d42cb1,ac31dd7943bbdfff43401db0c3706f57c5e888678ad6c0bf3e602bf38b825375,955d9a57f96cf69a7b8b96d94a9894466c74f4bf3ec03f5def394e9604a97ac6
F3B5_HO_D1142,1142,BASELINE,F3BBG_N030_A0_Q004_R048:POS:PRIMARY,F3BBG_N030_A0_Q004_R048,0,df19e980d0306870388b3d652870eeb17822a347189ae5d40fcc02aeef45fbcf,VALID,3,-48.096031679974736,-42.554320365853116,-43.14300908863218,-5.5417113141216205,-0.588688722779068,False,56.70885459544332,formal_m1_center_not_selected,0321454e9a646e6f346ce3b86762bb7cd4e433334ba90b3c6b2a949cc6dd7cb4,b81066f6212c5b4197947977ecdb0a15b543058adca26b1373ae22969df1ad9d,bb351e5fd520412e124e3d22f04c37af6973a763afc357ae25eaba79614d1aec
F3B5_HO_D1143,1143,BASELINE,F3BBG_N030_A0_Q004_R051:NULL:PRIMARY,F3BBG_N030_A0_Q004_R051,0,f615139d8b502486cdc36949112637d2624f1e1c1a24c4a2e76e649eb2442b5e,VALID,3,-57.694329684606956,-50.057556107006555,-52.62194903115895,-7.636773577600401,-2.5643929241523935,False,51.4338509520716,formal_m1_center_not_selected,4a45f328a08548f1c7b2e23d68bf29089e80b2ca88556e094172a7178ae385f3,b791d5ff0f591e874df783f889ac22ad5c750a48e03925de5c8826ebb971e41c,5b30ae8fffab66bdce078933d0f2e3737bf11d9d5f4a3798315c3a557e0e639f
F3B5_HO_D1144,1144,BASELINE,F3BBG_N030_A0_Q004_R051:POS:PRIMARY,F3BBG_N030_A0_Q004_R051,0,3680b778b4b7cc21535a8a91574c0545b45b3c8f5415e107e741af7d41748fb0,VALID,3,-58.05233165290483,-50.61229226162148,-52.96515418206123,-7.4400393912833565,-2.35286192043975,False,92.2757206366342,formal_m1_center_not_selected,f8fe7e214143b1084df76edc4bc09bf541767f571d421533e4b343d0aa45de15,13886492fc0d4e0886f50179e54de2ce22f808a7eb1284d285847d2885d03ee3,9fc879886f92b260ecfcee1eca27421bb377dcbccb5ce5eaf8a2a9ff9e790497
F3B5_HO_D1145,1145,BASELINE,F3BBG_N030_A0_Q004_R052:NULL:PRIMARY,F3BBG_N030_A0_Q004_R052,0,c7f35842db96581c020473221b74d4e73834fad8d8ad0ff554f2780a72916bf6,VALID,3,-56.105295119935484,-48.884988320992306,-51.147546187541955,-7.220306798943177,-2.262557866549649,False,43.540101135363294,formal_m1_center_not_selected,53c4ddc0a1c261858a4a09f236b8449f33986e6e1c4e74b59158beb72b768466,43cfce867c5552719300080670ff2bcfc843eef5eb3e35de7c4846aad6eb66a9,bed85054958b8089f274fedb12f9b5bea9fcd04c27c30f3d814f663717f9f096
F3B5_HO_D1146,1146,BASELINE,F3BBG_N030_A0_Q004_R052:POS:PRIMARY,F3BBG_N030_A0_Q004_R052,0,7b736ffd5b9c9946a01b5e3fb4d7dc45a96acd253c47900e5ec9ff238a70236b,VALID,3,-49.717579668618356,-46.251812613007374,-45.11397730217543,-3.465767055610982,1.137835310831946,False,43.46059304104787,formal_m1_center_not_selected,59f47989b4a1299b5f1187782345114bcdf4ab6c9173d6d44e9a8435e3b07991,da325009d1b470aa7e090e5968e5c13b8321661c59a1772a525f2fb25b007939,8d117bfb069e4b3cb6f4608fa293476f97277263b7c03dc71dc9de5913774302
F3B5_HO_D1147,1147,BASELINE,F3BBG_N030_A0_Q004_R053:NULL:PRIMARY,F3BBG_N030_A0_Q004_R053,0,3652b26ce525135a0d94daef090eb16bf7d8096a23377c679ec85313defe955d,VALID,3,-55.57154393748,-48.625910318486895,-50.56192049319001,-6.9456336189931065,-1.9360101747031138,False,44.526184369381056,formal_m1_center_not_selected,2e447a0b7ffa0d977a6e3979c2b0f604895ac9b7e88009c7bd3e5afdefdfbecd,6d5e0504abbc14efd6b35cab13b6217661d54c6705627f939272ca5c1e8a9bae,dd0037c5b70ca9ea907226602c87cdc0a4a11906fb031c3103827a1ff1f69a9f
F3B5_HO_D1148,1148,BASELINE,F3BBG_N030_A0_Q004_R053:POS:PRIMARY,F3BBG_N030_A0_Q004_R053,0,b4c24aae053ec848d882f722ee638ff4f409f8ba74a0b892943180f236941b0e,VALID,3,-53.0701480268313,-46.132421142924684,-48.16980879169854,-6.937726883906613,-2.0373876487738585,False,44.52982823154956,formal_m1_center_not_selected,2160e9498839bcf450fc3501a916f90d6b648a732c784d9b77c26d9cc47cfba7,540140c47437553400637bccad7e7954898fa16c5ea8ce485a772c9c373e6e99,49c39db973a01288c5abca5f5613c241624dfac4a305a6a5c4268a7e797af19d
F3B5_HO_D1149,1149,BASELINE,F3BBG_N030_A0_Q004_R056:NULL:PRIMARY,F3BBG_N030_A0_Q004_R056,0,2a81f1fec71839d0fae17861e9c366cefe99fb02751881e741fbc6c4c53e710a,VALID,3,-57.86096985402839,-50.247023799331046,-52.79195194203276,-7.613946054697344,-2.544928142701714,False,42.9944737222167,formal_m1_center_not_selected,a266b0e2a6d7806005b02f8aa2748a4009d3fc7301259e77362b8eaa2f88f2a4,673e12f7f6169efc557bef250a91be5ff5d93da0b2710c1339cef086d41f6fb3,479559e9fe977386169c8830a367a78e3a0ea6b8dd1463980102c427018fbd35
F3B5_HO_D1150,1150,BASELINE,F3BBG_N030_A0_Q004_R056:POS:PRIMARY,F3BBG_N030_A0_Q004_R056,0,7d94f939e5d52b3ba661e77a4d94618fa048fec15dfc510b89e535ed02d0dcfe,VALID,3,-54.47223101609551,-47.04835817693789,-49.3260986086713,-7.4238728391576245,-2.277740431733413,False,57.63838604033993,formal_m1_center_not_selected,fa1bdd45468a7af2c14676b273512479d1e7ba511274ff184b922c7b00567fb0,ef57de3a60fa30fde2f29b9505d450c7375745d2b3d8ee68053d3ca245e0b4eb,ef075789bd3e7684ecb9300e68b47fb213f4a24a2b3a6ac52753402ea3d29c26
F3B5_HO_D1151,1151,BASELINE,F3BBG_N030_A0_Q004_R058:NULL:PRIMARY,F3BBG_N030_A0_Q004_R058,0,9fd327f34edde3f844ba702df8aa2f76f29b95ddbb8850fbb4689e112ea7627c,VALID,3,-56.365121265757196,-48.677860573741015,-51.1855259891797,-7.6872606920161815,-2.5076654154386873,False,80.81860063162048,formal_m1_center_not_selected,16c9db1cfb7e1e70c4dabeab2ffa6284b3124b90cb3d8c4f2ec7c50d88ad3341,2d44dbf30cc2091e0a9099f9743299aaeceb12bc3c54cd39c2fbb0eafb98b302,ff447270c1721b8aed0607faeee18a8f8b62f0010dd6bf67b3da3a244ebc81a8
F3B5_HO_D1152,1152,BASELINE,F3BBG_N030_A0_Q004_R058:POS:PRIMARY,F3BBG_N030_A0_Q004_R058,0,8de2583bce3298482408f8cb0a9524f81e631e24e70b00dcdb2eacbb50797610,VALID,3,-54.62821252002237,-46.93039215810245,-49.407790453436434,-7.6978203619199235,-2.477398295333984,False,267.8352424871554,formal_m1_center_not_selected,b822c1fc179a80d0cf3081876f7686a41229f999a228fdfaa3e30669c527f3e1,c355e47545a2cef2d2b1f18b011e49dd045ba6d4ab6a5136147e7bed04104a67,173c18d0d17e8f6689219d0b7ebaf40513d2ac3f7bcf0407a684a0514e2ebd79
F3B5_HO_D1153,1153,BASELINE,F3BBG_N030_A0_Q004_R059:NULL:PRIMARY,F3BBG_N030_A0_Q004_R059,0,b9977f3f2195171673b2420b15e43650e32b472aecb22ee456c5008d88b3ac6e,VALID,3,-56.896890100875375,-49.92102358893417,-51.85489082039615,-6.975866511941206,-1.9338672314619814,False,40.0,formal_m1_center_not_selected,d6524b8bde8db23d25162695eb9a07186067e43d0c25bc12823ed1184bda9ca2,54570cf7b11c46e1e2328535cc801aa22418fc655377fc08c04c08ba558b5edb,6abccf4bbbb69662202727d0560c5ea9bf974f2ba5b597feb46d7018e85e7022
F3B5_HO_D1154,1154,BASELINE,F3BBG_N030_A0_Q004_R059:POS:PRIMARY,F3BBG_N030_A0_Q004_R059,0,2f56fd851a5498b482f94d345f4e8b125a2aefba44e548064c7c393566dd6b0c,VALID,3,-59.48055390605898,-52.60348513481004,-54.68462915544161,-6.877068771248936,-2.0811440206315694,False,40.701886217298984,formal_m1_center_not_selected,8fee3012d5a09f67b49b31c90c025d79286db4ee25d8e67aa7d9158ff4942068,745eb49204d7668597e902d5651f8d09347d6177f76c579987813857ac152873,54a6f7e88097513b13c08f846d68462ca689657e384a82a26ed1325ff1ea8c97
F3B5_HO_D1155,1155,BASELINE,F3BBG_N030_A0_Q004_R061:NULL:PRIMARY,F3BBG_N030_A0_Q004_R061,0,acea08569ef2b66222753d81d9b1663cb9c6eccdc4fc948e00d2a28ad8f8c093,VALID,3,-55.55059578605614,-48.26580744889672,-50.56984972634676,-7.284788337159419,-2.304042277450037,False,40.0,formal_m1_center_not_selected,4d06fa87369af1f293a9def07860924224f2b9cd365a698b6a6d9248b4b9d3b1,8f759f6d2fa92ccf8c9a6a0f6c138c6e0cb2ad6390dd0d11ee367301b99ef7fb,f50b4da6418b7f0344808f6361959ae39241a15918ee7a5511cf2d3323bd8072
F3B5_HO_D1156,1156,BASELINE,F3BBG_N030_A0_Q004_R061:POS:PRIMARY,F3BBG_N030_A0_Q004_R061,0,dadc7097774a9d3f227d99b0994baf9f47baf1cf024914248df1ef72c2c2e440,VALID,3,-53.22602043270708,-45.94882586539448,-48.06781325726663,-7.277194567312598,-2.118987391872146,False,40.0,formal_m1_center_not_selected,0718201f583f3caf3ce420c93af713c4cd94aa1b95547e87f701c043120b034c,33a277a1a8d1a483e7c4f12e1cec7643916056704aa960d4b255bb136c5c3c58,f53c84b68284cd4e2d2bfab90ddc2a0becd1773270bbdf2abd323acea378d00f
F3B5_HO_D1157,1157,BASELINE,F3BBG_N030_A0_Q004_R063:NULL:PRIMARY,F3BBG_N030_A0_Q004_R063,0,252c1510dd8072941ce2f397d7c022d293ad1cf72c828e7f30fef9b3d98d0d21,VALID,3,-57.95708700433844,-50.44495141774122,-52.94006733687664,-7.512135586597218,-2.495115919135415,False,51.37811854501715,formal_m1_center_not_selected,fc58553be4ae9b8539e714da80b82fa50163ccebd3a39163dbe9e0409b04f225,c103ba5e87de130937bf2aa6512ea83d8c33089ee20d06c6e6d58eeaff4facde,8137b8a1b714b4270501c617ed18d2557aaf5fd731ae5daa574bb9c9b1f45d4c
F3B5_HO_D1158,1158,BASELINE,F3BBG_N030_A0_Q004_R063:POS:PRIMARY,F3BBG_N030_A0_Q004_R063,0,2cfac225d9adc9547d376db3ef127986e82f5a52c257a3de9b8251388ea79a15,VALID,3,-59.11021858560979,-51.751976998350344,-54.507406214608324,-7.3582415872594495,-2.75542921625798,False,51.29587020578688,formal_m1_center_not_selected,2fea99eb9984f8cbbdbf2d5b71b5ed81dc1c01ee457af418dfe04bb8617c97c5,cbbbbc6d5ae56302bd0a6ae9b8b09def1dc20e41131e1a7594c382f9395297da,668ccc5fc90fc909553a0e2b3d0b589fd991edb963c68f956837d06533c04380
F3B5_HO_D1159,1159,BASELINE,F3BBG_N030_A0_Q004_R064:NULL:PRIMARY,F3BBG_N030_A0_Q004_R064,0,e62dcc7801ce72d4e11ea8c30f9b44f48484d65bfd85842110f3dce0d5e40078,VALID,3,-61.14019453268309,-53.47667678081578,-56.11116787207692,-7.66351775186731,-2.6344910912611397,False,258.12066606909315,formal_m1_center_not_selected,665f47c9af009b7f94bbca773adc2d7236a9f558552bf549bf830c1e338f88b1,13ddbeb9dbecf93b95099eb457098bc4da9f82a1241e57a18a78997d141bcec8,a5822c6c6be0180641c34eeb00a72e657466a42b4e1022d064c80f62669b1fe8
F3B5_HO_D1160,1160,BASELINE,F3BBG_N030_A0_Q004_R064:POS:PRIMARY,F3BBG_N030_A0_Q004_R064,0,5bd0a193fccec21212acf1efe6bace09e4676000f7abc6ae9652654272459062,VALID,3,-62.73226825920435,-56.3031040746293,-57.80577395208604,-6.4291641845750505,-1.5026698774567393,False,92.56034502943426,formal_m1_center_not_selected,fbccd3e2bf2c0cec378334d8de4aa4588198f78a85f05bb96bd0e041f8fa0258,1e775182a18d7b5ea766843a8029223420e4bb34b209bf9a112f20315c6d0cc4,b5db36250f51d91cdf88cbd981fb4effa3a2a9b9148e566945997a05be31066c
F3B5_HO_D1161,1161,BASELINE,F3BBG_N030_A0_Q004_R065:NULL:PRIMARY,F3BBG_N030_A0_Q004_R065,0,e21bea284dc107105b688608d48e1a0daee9bc962b88bc5b8506ef30835c50e8,VALID,3,-57.031562100513206,-49.4278028252221,-51.95219725181484,-7.603759275291104,-2.5243944265927354,False,249.4918228156225,formal_m1_center_not_selected,e41c94d28ea18f953d094b1f4d97155207c00b3fcb1f615a11315b8ac6cce291,a5f9c07f4ce3b0602978106bcafab5968cd9ae9e82b8523c5976694d6364d58d,df2ebfe2e269de513b721ded991c3e12c6345ea68c356f1d8e8f12bffc1689f0
F3B5_HO_D1162,1162,BASELINE,F3BBG_N030_A0_Q004_R065:POS:PRIMARY,F3BBG_N030_A0_Q004_R065,0,bb722892faeb21d3333fd6dcf372246a0b8497813c3c11d6f0cfe58cb41425dc,VALID,3,-50.96336494766482,-45.51199918443655,-46.098563649845374,-5.451365763228274,-0.5865644654088271,False,65.51682619691461,formal_m1_center_not_selected,a9dca7b17629414e74a9cea9ef9e5ae9fad3e9a4242df956be2f9a5699e958bc,b6d5aae10953a5f62daae37886b586166a7180d1f413ef2157e650ed52ad095c,ea4280747bba513134f107fdd44ef7935a1921433c1944ecfb365f99a522aee8
