stratum_order,stratum_family,truth_state,n_samples,red_noise_alpha,qpp_fraction,period_bin_id,period_lower_s,period_upper_s,period_lower_inclusive,period_upper_inclusive,duration_conditioned_period_support_upper_s,base_stratum_planned_backgrounds,exposure_status,exposure_count,selected_count,input_eligibility_numerator,input_eligibility_denominator,input_eligibility_point_estimate,input_eligibility_wilson_95_lower,input_eligibility_wilson_95_upper,conditional_selection_numerator,conditional_selection_denominator,conditional_selection_point_estimate,conditional_selection_wilson_95_lower,conditional_selection_wilson_95_upper,end_to_end_selection_numerator,end_to_end_selection_denominator,end_to_end_selection_point_estimate,end_to_end_selection_wilson_95_lower,end_to_end_selection_wilson_95_upper,primary_representation,probabilistic_model_fitted,challenge_rows_included,null_qpp_fraction_pooled,validation_role,source_artifact,source_sha256
48,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.01,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
49,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
50,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
51,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.02,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
52,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,29,0,29,29,1.0,0.8830302015002593,1.0,0,29,0.0,0.0,0.11696979849974075,0,29,0.0,0.0,0.11696979849974075,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
53,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,21,0,21,21,1.0,0.8453609810751531,1.0,0,21,0.0,0.0,0.154639018924847,0,21,0.0,0.0,0.154639018924847,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
54,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,1.0,0.04,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
55,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,24,0,24,24,1.0,0.8620237953250198,1.0,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
56,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,26,0,26,26,1.0,0.8712710781407846,1.0,0,26,0.0,0.0,0.1287289218592153,0,26,0.0,0.0,0.1287289218592153,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
57,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.01,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
58,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,P40_63,40.0,63.245553203367585,True,False,93.33333333333333,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
59,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,93.33333333333333,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
60,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,15,2.0,0.02,P106_300,105.83005244258362,300.0,True,True,93.33333333333333,50,STRUCTURAL_NO_EXPOSURE,0,0,0,0,,,,0,0,,,,0,0,,,,STRATIFIED_EMPIRICAL,False,0,False,HELDOUT_PRIMARY_FINAL,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_selection_function.csv,fe8654481c83f23c9ebc276a84455d0c2f6de55d9e76011d1199cafa43a30509
