contrast_id,event_id,pair_id,observational_role,window_variant_id,left_processing_profile_id,right_processing_profile_id,left_variant_id,right_variant_id,left_primary_outcome,right_primary_outcome,left_admissibility_status,right_admissibility_status,left_inadmissibility_reason,right_inadmissibility_reason,comparability_status,selection_transition,change_delta_bic_0_1,change_delta_bic_2_1,change_joint_margin
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P01,P03,F2V000188,F2V000190,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P00,P04,F2V000187,F2V000191,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.02535399182406195,-1.3801018977010386,-0.02535399182406195
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P01,P05,F2V000188,F2V000192,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.016302115383179938,-0.3783268994535476,-0.016302115383179938
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P02,P03,F2V000189,F2V000190,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm1,P00,P01,F2V000193,F2V000194,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-1.7938296844312482,-1.669418051053313,-1.7938296844312482
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm1,P00,P02,F2V000193,F2V000195,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm1,P01,P03,F2V000194,F2V000196,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm1,P00,P04,F2V000193,F2V000197,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.2235306128057033,-1.1263926078354345,-0.2235306128057033
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm1,P01,P05,F2V000194,F2V000198,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.11691162770222618,-0.0752961319065264,-0.11691162770222618
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm1,P02,P03,F2V000195,F2V000196,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp1,P00,P01,F2V000199,F2V000200,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.3518429569326358,-0.11011716640346236,-0.3518429569326358
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp1,P00,P02,F2V000199,F2V000201,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp1,P01,P03,F2V000200,F2V000202,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp1,P00,P04,F2V000199,F2V000203,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.3197370953071399,-2.3867701390672735,-0.3197370953071399
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp1,P01,P05,F2V000200,F2V000204,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.22098021614142738,-0.21470495268301448,-0.22098021614142738
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp1,P02,P03,F2V000201,F2V000202,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp2,P00,P01,F2V000205,F2V000206,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-5.89671980241652,-4.8451389835992345,-5.89671980241652
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp2,P00,P02,F2V000205,F2V000207,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp2,P01,P03,F2V000206,F2V000208,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp2,P00,P04,F2V000205,F2V000209,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.36337140815965085,-0.2926649682762985,-0.36337140815965085
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp2,P01,P05,F2V000206,F2V000210,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.21992250637351063,1.0488673609619212,-0.21992250637351063
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEp2,P02,P03,F2V000207,F2V000208,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX1,P00,P01,F2V000211,F2V000212,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-4.501459889467505,-3.3640614239367608,-4.501459889467505
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX1,P00,P02,F2V000211,F2V000213,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX1,P01,P03,F2V000212,F2V000214,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX1,P00,P04,F2V000211,F2V000215,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.05751466212475265,-0.05312165983004036,-0.05751466212475265
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX1,P01,P05,F2V000212,F2V000216,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.03400096783123985,-0.023710639455018168,-0.03400096783123985
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX1,P02,P03,F2V000213,F2V000214,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC1,P00,P01,F2V000217,F2V000218,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-1.9075832664453607,-1.556521372459244,-1.9075832664453607
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC1,P00,P02,F2V000217,F2V000219,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC1,P01,P03,F2V000218,F2V000220,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC1,P00,P04,F2V000217,F2V000221,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.33494808259149167,-0.12830498275463498,-0.33494808259149167
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC1,P01,P05,F2V000218,F2V000222,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.4378736878633305,0.25460246433458167,-0.4378736878633305
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC1,P02,P03,F2V000219,F2V000220,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX2,P00,P01,F2V000223,F2V000224,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-2.661093626291745,-1.5616167211639933,-2.661093626291745
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX2,P00,P02,F2V000223,F2V000225,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX2,P01,P03,F2V000224,F2V000226,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX2,P00,P04,F2V000223,F2V000227,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.008468819797556648,-0.004876040009136773,0.008468819797556648
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX2,P01,P05,F2V000224,F2V000228,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.01736879233800437,0.015993651739705683,0.01736879233800437
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WX2,P02,P03,F2V000225,F2V000226,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC2,P00,P01,F2V000229,F2V000230,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,0.4138176414043748,1.081047565009765,0.4138176414043748
QUALITY_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC2,P00,P02,F2V000229,F2V000231,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC2,P01,P03,F2V000230,F2V000232,SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC2,P00,P04,F2V000229,F2V000233,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.9804744211003147,0.1998402796119585,-0.9804744211003147
DETREND_SAP,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC2,P01,P05,F2V000230,F2V000234,SELECTED,SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,1→1,-0.7312864940471737,-0.42979489529862924,-0.7312864940471737
FLUX_Q0,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WC2,P02,P03,F2V000231,F2V000232,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,W00,P00,P01,F2V000235,F2V000236,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,3.7157274917034755,4.677348793049958,3.7157274917034755
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,W00,P00,P02,F2V000235,F2V000237,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,W00,P01,P03,F2V000236,F2V000238,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,W00,P00,P04,F2V000235,F2V000239,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.1922983959488107,0.0254456343381122,-0.1922983959488107
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,W00,P01,P05,F2V000236,F2V000240,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.060704101958547696,-1.745419558395696,-0.060704101958547696
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,W00,P02,P03,F2V000237,F2V000238,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm2,P00,P01,F2V000241,F2V000242,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,6.591258418736118,6.095026039981608,6.591258418736118
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm2,P00,P02,F2V000241,F2V000243,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm2,P01,P03,F2V000242,F2V000244,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm2,P00,P04,F2V000241,F2V000245,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.047724572131841114,1.1898338243650386,-0.047724572131841114
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm2,P01,P05,F2V000242,F2V000246,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.011625223916738037,0.005532423470121728,-0.011625223916738037
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm2,P02,P03,F2V000243,F2V000244,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm1,P00,P01,F2V000247,F2V000248,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,5.378365241292109,5.002730630997444,5.378365241292109
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm1,P00,P02,F2V000247,F2V000249,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm1,P01,P03,F2V000248,F2V000250,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm1,P00,P04,F2V000247,F2V000251,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.11223980971179515,0.2126934294439664,0.11223980971179515
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm1,P01,P05,F2V000248,F2V000252,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.038090418267799464,1.9658470895135807,-0.038090418267799464
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSm1,P02,P03,F2V000249,F2V000250,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp1,P00,P01,F2V000253,F2V000254,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.580306947480004,1.0737197601756634,2.580306947480004
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp1,P00,P02,F2V000253,F2V000255,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp1,P01,P03,F2V000254,F2V000256,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp1,P00,P04,F2V000253,F2V000257,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.3121345720765145,0.4120514116185596,0.3121345720765145
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp1,P01,P05,F2V000254,F2V000258,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-3.698604138773063,-2.0804104567047546,-3.6986041387730637
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp1,P02,P03,F2V000255,F2V000256,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp2,P00,P01,F2V000259,F2V000260,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.8395642140664226,1.9500775202834504,2.8395642140664226
QUALITY_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp2,P00,P02,F2V000259,F2V000261,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp2,P01,P03,F2V000260,F2V000262,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp2,P00,P04,F2V000259,F2V000263,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.17901123305812483,0.19324683485777072,-0.1790112330581266
DETREND_SAP,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp2,P01,P05,F2V000260,F2V000264,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.12392425428616693,1.2595142159785766,-0.12392425428616782
FLUX_Q0,P1_not_selected_qpp_pdcsap_all,P1,MATCHED_NOT_SELECTED,WSp2,P02,P03,F2V000261,F2V000262,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
