planned_decision_id,planned_order,decision_class,event_id,pair_id,observational_role,window_variant_id,processing_profile_id,external_optimizer_seed,execute_only_if_eligible,planned_models,candidate_discovery_use
F2D000018,18,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSm1,P05,0,true,M0|M1|M2,false
F2D000019,19,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp1,P00,0,true,M0|M1|M2,false
F2D000020,20,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp1,P01,0,true,M0|M1|M2,false
F2D000021,21,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp1,P02,0,true,M0|M1|M2,false
F2D000022,22,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp1,P03,0,true,M0|M1|M2,false
F2D000023,23,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp1,P04,0,true,M0|M1|M2,false
F2D000024,24,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp1,P05,0,true,M0|M1|M2,false
F2D000025,25,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp2,P00,0,true,M0|M1|M2,false
F2D000026,26,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp2,P01,0,true,M0|M1|M2,false
F2D000027,27,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp2,P02,0,true,M0|M1|M2,false
F2D000028,28,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp2,P03,0,true,M0|M1|M2,false
F2D000029,29,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp2,P04,0,true,M0|M1|M2,false
F2D000030,30,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WSp2,P05,0,true,M0|M1|M2,false
F2D000031,31,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm2,P00,0,true,M0|M1|M2,false
F2D000032,32,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm2,P01,0,true,M0|M1|M2,false
F2D000033,33,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm2,P02,0,true,M0|M1|M2,false
F2D000034,34,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm2,P03,0,true,M0|M1|M2,false
F2D000035,35,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm2,P04,0,true,M0|M1|M2,false
F2D000036,36,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm2,P05,0,true,M0|M1|M2,false
F2D000037,37,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm1,P00,0,true,M0|M1|M2,false
F2D000038,38,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm1,P01,0,true,M0|M1|M2,false
F2D000039,39,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm1,P02,0,true,M0|M1|M2,false
F2D000040,40,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm1,P03,0,true,M0|M1|M2,false
F2D000041,41,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm1,P04,0,true,M0|M1|M2,false
F2D000042,42,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEm1,P05,0,true,M0|M1|M2,false
F2D000043,43,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp1,P00,0,true,M0|M1|M2,false
F2D000044,44,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp1,P01,0,true,M0|M1|M2,false
F2D000045,45,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp1,P02,0,true,M0|M1|M2,false
F2D000046,46,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp1,P03,0,true,M0|M1|M2,false
F2D000047,47,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp1,P04,0,true,M0|M1|M2,false
F2D000048,48,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp1,P05,0,true,M0|M1|M2,false
F2D000049,49,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp2,P00,0,true,M0|M1|M2,false
F2D000050,50,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp2,P01,0,true,M0|M1|M2,false
F2D000051,51,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp2,P02,0,true,M0|M1|M2,false
F2D000052,52,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp2,P03,0,true,M0|M1|M2,false
F2D000053,53,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp2,P04,0,true,M0|M1|M2,false
F2D000054,54,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WEp2,P05,0,true,M0|M1|M2,false
F2D000055,55,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX1,P00,0,true,M0|M1|M2,false
F2D000056,56,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX1,P01,0,true,M0|M1|M2,false
F2D000057,57,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX1,P02,0,true,M0|M1|M2,false
F2D000058,58,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX1,P03,0,true,M0|M1|M2,false
F2D000059,59,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX1,P04,0,true,M0|M1|M2,false
F2D000060,60,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX1,P05,0,true,M0|M1|M2,false
F2D000061,61,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC1,P00,0,true,M0|M1|M2,false
F2D000062,62,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC1,P01,0,true,M0|M1|M2,false
F2D000063,63,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC1,P02,0,true,M0|M1|M2,false
F2D000064,64,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC1,P03,0,true,M0|M1|M2,false
F2D000065,65,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC1,P04,0,true,M0|M1|M2,false
F2D000066,66,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC1,P05,0,true,M0|M1|M2,false
F2D000067,67,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX2,P00,0,true,M0|M1|M2,false
F2D000068,68,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX2,P01,0,true,M0|M1|M2,false
F2D000069,69,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX2,P02,0,true,M0|M1|M2,false
F2D000070,70,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX2,P03,0,true,M0|M1|M2,false
F2D000071,71,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX2,P04,0,true,M0|M1|M2,false
F2D000072,72,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WX2,P05,0,true,M0|M1|M2,false
F2D000073,73,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC2,P00,0,true,M0|M1|M2,false
F2D000074,74,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC2,P01,0,true,M0|M1|M2,false
F2D000075,75,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC2,P02,0,true,M0|M1|M2,false
F2D000076,76,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC2,P03,0,true,M0|M1|M2,false
F2D000077,77,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC2,P04,0,true,M0|M1|M2,false
F2D000078,78,primary,published_qpp_pdcsap_all,calibration_pair,PUBLISHED_QPP_REPRODUCED,WC2,P05,0,true,M0|M1|M2,false
F2D000079,79,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P00,0,true,M0|M1|M2,false
F2D000080,80,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P01,0,true,M0|M1|M2,false
F2D000081,81,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P02,0,true,M0|M1|M2,false
F2D000082,82,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P03,0,true,M0|M1|M2,false
F2D000083,83,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P04,0,true,M0|M1|M2,false
F2D000084,84,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P05,0,true,M0|M1|M2,false
F2D000085,85,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P00,0,true,M0|M1|M2,false
F2D000086,86,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P01,0,true,M0|M1|M2,false
F2D000087,87,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P02,0,true,M0|M1|M2,false
F2D000088,88,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P03,0,true,M0|M1|M2,false
F2D000089,89,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P04,0,true,M0|M1|M2,false
F2D000090,90,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P05,0,true,M0|M1|M2,false
F2D000091,91,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P00,0,true,M0|M1|M2,false
F2D000092,92,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P01,0,true,M0|M1|M2,false
F2D000093,93,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P02,0,true,M0|M1|M2,false
F2D000094,94,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P03,0,true,M0|M1|M2,false
F2D000095,95,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P04,0,true,M0|M1|M2,false
F2D000096,96,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P05,0,true,M0|M1|M2,false
F2D000097,97,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P00,0,true,M0|M1|M2,false
F2D000098,98,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P01,0,true,M0|M1|M2,false
F2D000099,99,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P02,0,true,M0|M1|M2,false
F2D000100,100,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P03,0,true,M0|M1|M2,false
F2D000101,101,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P04,0,true,M0|M1|M2,false
F2D000102,102,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P05,0,true,M0|M1|M2,false
F2D000103,103,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P00,0,true,M0|M1|M2,false
F2D000104,104,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P01,0,true,M0|M1|M2,false
F2D000105,105,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P02,0,true,M0|M1|M2,false
F2D000106,106,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P03,0,true,M0|M1|M2,false
F2D000107,107,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P04,0,true,M0|M1|M2,false
F2D000108,108,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P05,0,true,M0|M1|M2,false
F2D000109,109,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P00,0,true,M0|M1|M2,false
F2D000110,110,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P01,0,true,M0|M1|M2,false
F2D000111,111,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P02,0,true,M0|M1|M2,false
F2D000112,112,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P03,0,true,M0|M1|M2,false
F2D000113,113,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P04,0,true,M0|M1|M2,false
F2D000114,114,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P05,0,true,M0|M1|M2,false
F2D000115,115,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P00,0,true,M0|M1|M2,false
F2D000116,116,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P01,0,true,M0|M1|M2,false
F2D000117,117,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P02,0,true,M0|M1|M2,false
F2D000118,118,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P03,0,true,M0|M1|M2,false
F2D000119,119,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P04,0,true,M0|M1|M2,false
F2D000120,120,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P05,0,true,M0|M1|M2,false
F2D000121,121,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P00,0,true,M0|M1|M2,false
F2D000122,122,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P01,0,true,M0|M1|M2,false
F2D000123,123,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P02,0,true,M0|M1|M2,false
F2D000124,124,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P03,0,true,M0|M1|M2,false
F2D000125,125,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P04,0,true,M0|M1|M2,false
F2D000126,126,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P05,0,true,M0|M1|M2,false
F2D000127,127,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P00,0,true,M0|M1|M2,false
F2D000128,128,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P01,0,true,M0|M1|M2,false
F2D000129,129,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P02,0,true,M0|M1|M2,false
F2D000130,130,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P03,0,true,M0|M1|M2,false
F2D000131,131,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P04,0,true,M0|M1|M2,false
F2D000132,132,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P05,0,true,M0|M1|M2,false
F2D000133,133,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P00,0,true,M0|M1|M2,false
F2D000134,134,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P01,0,true,M0|M1|M2,false
F2D000135,135,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P02,0,true,M0|M1|M2,false
F2D000136,136,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P03,0,true,M0|M1|M2,false
F2D000137,137,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P04,0,true,M0|M1|M2,false
F2D000138,138,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P05,0,true,M0|M1|M2,false
F2D000139,139,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P00,0,true,M0|M1|M2,false
F2D000140,140,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P01,0,true,M0|M1|M2,false
F2D000141,141,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P02,0,true,M0|M1|M2,false
F2D000142,142,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P03,0,true,M0|M1|M2,false
F2D000143,143,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P04,0,true,M0|M1|M2,false
F2D000144,144,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P05,0,true,M0|M1|M2,false
F2D000145,145,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P00,0,true,M0|M1|M2,false
F2D000146,146,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P01,0,true,M0|M1|M2,false
F2D000147,147,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P02,0,true,M0|M1|M2,false
F2D000148,148,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P03,0,true,M0|M1|M2,false
F2D000149,149,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P04,0,true,M0|M1|M2,false
F2D000150,150,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P05,0,true,M0|M1|M2,false
F2D000151,151,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P00,0,true,M0|M1|M2,false
F2D000152,152,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P01,0,true,M0|M1|M2,false
F2D000153,153,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P02,0,true,M0|M1|M2,false
F2D000154,154,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P03,0,true,M0|M1|M2,false
F2D000155,155,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P04,0,true,M0|M1|M2,false
F2D000156,156,primary,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P05,0,true,M0|M1|M2,false
F2D000157,157,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,W00,P00,0,true,M0|M1|M2,false
F2D000158,158,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,W00,P01,0,true,M0|M1|M2,false
F2D000159,159,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,W00,P02,0,true,M0|M1|M2,false
F2D000160,160,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,W00,P03,0,true,M0|M1|M2,false
F2D000161,161,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,W00,P04,0,true,M0|M1|M2,false
F2D000162,162,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,W00,P05,0,true,M0|M1|M2,false
F2D000163,163,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm2,P00,0,true,M0|M1|M2,false
F2D000164,164,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm2,P01,0,true,M0|M1|M2,false
F2D000165,165,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm2,P02,0,true,M0|M1|M2,false
F2D000166,166,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm2,P03,0,true,M0|M1|M2,false
F2D000167,167,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm2,P04,0,true,M0|M1|M2,false
F2D000168,168,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm2,P05,0,true,M0|M1|M2,false
F2D000169,169,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm1,P00,0,true,M0|M1|M2,false
F2D000170,170,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm1,P01,0,true,M0|M1|M2,false
F2D000171,171,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm1,P02,0,true,M0|M1|M2,false
F2D000172,172,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm1,P03,0,true,M0|M1|M2,false
F2D000173,173,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm1,P04,0,true,M0|M1|M2,false
F2D000174,174,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSm1,P05,0,true,M0|M1|M2,false
F2D000175,175,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp1,P00,0,true,M0|M1|M2,false
F2D000176,176,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp1,P01,0,true,M0|M1|M2,false
F2D000177,177,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp1,P02,0,true,M0|M1|M2,false
F2D000178,178,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp1,P03,0,true,M0|M1|M2,false
F2D000179,179,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp1,P04,0,true,M0|M1|M2,false
F2D000180,180,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp1,P05,0,true,M0|M1|M2,false
F2D000181,181,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp2,P00,0,true,M0|M1|M2,false
F2D000182,182,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp2,P01,0,true,M0|M1|M2,false
F2D000183,183,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp2,P02,0,true,M0|M1|M2,false
F2D000184,184,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp2,P03,0,true,M0|M1|M2,false
F2D000185,185,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp2,P04,0,true,M0|M1|M2,false
F2D000186,186,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WSp2,P05,0,true,M0|M1|M2,false
F2D000187,187,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P00,0,true,M0|M1|M2,false
F2D000188,188,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P01,0,true,M0|M1|M2,false
F2D000189,189,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P02,0,true,M0|M1|M2,false
F2D000190,190,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P03,0,true,M0|M1|M2,false
F2D000191,191,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P04,0,true,M0|M1|M2,false
F2D000192,192,primary,P1_published_qpp_pdcsap_all,P1,PUBLISHED_QPP_REPRODUCED,WEm2,P05,0,true,M0|M1|M2,false
