parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,n_sequence,selection_sequence,selection_interpretation,ever_selected,selected_n_count,number_of_up_transitions,number_of_down_transitions,first_selected_n,stable_selection_from_n,delta_bic_0_1_sequence_json,delta_bic_2_1_sequence_json,joint_margin_sequence_json,limiting_model_sequence
NWP_A1_S20_P050,NWB_A1_S20,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,20,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.630614660051645,-4.7234619272737035,-6.559093307449871,-5.004950497591295,-1.6667149735702083,5.380028682157388]","[-1.88030493843313,-0.002663168608819433,-1.7025074588855489,0.7935854913366711,0.4204936008303548,9.122051444273097]","[-15.630614660051645,-14.723461927273704,-16.55909330744987,-15.004950497591295,-11.666714973570208,-4.619971317842612]",M0|M0|M0|M0|M0|M0
NWP_A1_S20_P080,NWB_A1_S20,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,20,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.2588193232908065,-7.608746234378998,-7.7398861344514955,-5.478836131226075,-1.292935708800485,5.479353213482568]","[-1.865506736913649,-2.4251563224026143,-2.7919577750079725,-0.004499941655751627,0.6296194003856499,9.26915088329116]","[-15.258819323290806,-17.608746234378998,-17.739886134451496,-15.478836131226075,-11.292935708800485,-4.520646786517432]",M0|M0|M0|M0|M0|M0
NWP_A1_S21_NULL,NWB_A1_S21,NULL_FLARE_RED_NOISE,,,1.0,21,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.490548551803064,-7.454335940958856,-8.111493300417806,-6.613122795408373,-1.4426049601079285,-5.622112503555513]","[-1.9340102324802908,-2.310591154401152,-2.7614437230802764,-0.5798348505495028,4.558093914224912,-0.49671298581222345]","[-15.490548551803064,-17.454335940958856,-18.111493300417806,-16.613122795408373,-11.442604960107928,-15.622112503555513]",M0|M0|M0|M0|M0|M0
NWP_A1_S21_P050,NWB_A1_S21,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,21,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.583814987365189,-6.335897873730673,-5.900503383282654,-6.67514900256532,-9.621343545173147,-5.642290061343658]","[-1.912593302262942,-1.7517674172190851,-0.8712065151504191,-0.7386476731126947,-4.465750044915751,-0.6673319617069637]","[-15.583814987365189,-16.335897873730673,-15.900503383282654,-16.67514900256532,-19.621343545173147,-15.642290061343658]",M0|M0|M0|M0|M0|M0
NWP_A1_S21_P080,NWB_A1_S21,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,21,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.178372071317991,-6.972968043270882,-8.299848249268507,-6.920403453315799,-1.2878187986420926,-5.581342137191257]","[-1.9461380418054803,-1.9323534697544886,-2.795578194248691,-0.8160584769052548,4.727418390309538,-0.4867250207142888]","[-15.178372071317991,-16.972968043270882,-18.299848249268507,-16.9204034533158,-11.287818798642093,-15.581342137191257]",M0|M0|M0|M0|M0|M0
NWP_A1_S22_NULL,NWB_A1_S22,NULL_FLARE_RED_NOISE,,,1.0,22,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.609675297034931,-6.4957406676397795,-6.033746913762087,-1.0006153185396442,4.064293600420001,-4.512091462520516]","[-1.9390046187852858,-1.3242837419027325,-0.8495869778139991,2.585916426366339,9.721109287372656,2.2124517709933116]","[-15.609675297034931,-16.49574066763978,-16.033746913762087,-11.000615318539644,-5.935706399579999,-14.512091462520516]",M0|M0|M0|M0|M0|M0
NWP_A1_S22_P050,NWB_A1_S22,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,22,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.255719717344414,-5.269838460265305,-6.559947803874849,-1.482927111161132,3.9762326754727155,-4.525249707182695]","[-1.794095044324826,-0.2901916799786619,-0.9662657938407904,2.432243799420803,9.68255795905253,2.207676346755477]","[-15.255719717344414,-15.269838460265305,-16.55994780387485,-11.482927111161132,-6.0237673245272845,-14.525249707182695]",M0|M0|M0|M0|M0|M0
NWP_A1_S22_P080,NWB_A1_S22,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,22,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.680302618758665,-6.853685912538523,-6.12178086738885,-0.507164730643666,4.11520356785428,-4.500716658908686]","[-1.8402153010312015,-2.0042580820001774,-1.3654936610966502,3.1364399555690454,9.798300263501233,2.2240985792917627]","[-15.680302618758665,-16.853685912538523,-16.12178086738885,-10.507164730643666,-5.88479643214572,-14.500716658908686]",M0|M0|M0|M0|M0|M0
NWP_A1_S23_NULL,NWB_A1_S23,NULL_FLARE_RED_NOISE,,,1.0,23,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.583412675979966,-6.54492543078328,-7.287736169632808,-6.808638683201764,-6.903300070545981,-6.597193312891875]","[-1.9100423686370194,-1.4857872695126702,-1.9729553664316768,-1.2973924631657496,0.329701425611745,0.49589533438455646]","[-15.583412675979966,-16.54492543078328,-17.287736169632808,-16.808638683201764,-16.90330007054598,-16.597193312891875]",M0|M0|M0|M0|M0|M0
NWP_A1_S23_P050,NWB_A1_S23,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,23,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.2975381233147,-5.125404429691756,-7.692669851012539,-7.5093855125903985,-7.104292332158991,-6.598126149003633]","[-1.7240739685050483,-0.12233739171264801,-2.005060640334733,-2.052427996551444,-0.06271551517994567,0.49159265368712113]","[-15.2975381233147,-15.125404429691756,-17.69266985101254,-17.5093855125904,-17.10429233215899,-16.598126149003633]",M0|M0|M0|M0|M0|M0
NWP_A1_S23_P080,NWB_A1_S23,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,23,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.352908947354646,-6.457282392946951,-5.162707869961025,-5.771422406527478,-7.336340978452256,-6.905608256010453]","[-1.8095208838313974,-1.698468686755163,-0.14575693295375913,-0.32076858569803335,-0.10453404877017647,0.8253644805298563]","[-15.352908947354646,-16.45728239294695,-15.162707869961025,-15.771422406527478,-17.336340978452256,-16.905608256010453]",M0|M0|M0|M0|M0|M0
NWP_A1_S24_NULL,NWB_A1_S24,NULL_FLARE_RED_NOISE,,,1.0,24,15|30|45|60|90|120,000100,synthetic false selection,True,1,1,1,60,,"[-5.4758290199847774,-6.003517120160112,4.099023467334206,11.59857375179459,3.2024071278260635,-6.632338092945247]","[-1.9308070903769723,-1.0674401371279458,7.823806596698972,12.597024426645277,6.101407720213672,-1.1785715024565775]","[-15.475829019984777,-16.00351712016011,-5.900976532665794,1.5985737517945893,-6.7975928721739365,-16.632338092945247]",M0|M0|M0|M0|M0|M0
NWP_A1_S24_P050,NWB_A1_S24,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,24,15|30|45|60|90|120,000100,injected QPP selection,True,1,1,1,60,,"[-5.596297773232667,-5.180699047836143,5.307746319246689,12.50591196261854,3.2810061335728165,-4.828533312587297]","[-1.8788526858214984,-0.32039124733935864,9.352791823729945,12.61460000221831,6.2142429009349485,0.6347326446285138]","[-15.596297773232667,-15.180699047836143,-4.692253680753311,2.5059119626185407,-6.7189938664271835,-14.828533312587297]",M0|M0|M0|M0|M0|M0
NWP_A1_S24_P080,NWB_A1_S24,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,24,15|30|45|60|90|120,000100,injected QPP selection,True,1,1,1,60,,"[-5.11452561750543,-7.311015559637468,2.8474746484879176,11.157574398080499,3.436902254591871,-4.745119747781189]","[-1.9376858895566604,-2.1739623949234073,7.245642821371632,11.571643663669732,6.4152570638783,0.6518165878420632]","[-15.11452561750543,-17.311015559637468,-7.152525351512082,1.1575743980804987,-6.563097745408129,-14.745119747781189]",M0|M0|M0|M0|M0|M0
NWP_A1_S25_NULL,NWB_A1_S25,NULL_FLARE_RED_NOISE,,,1.0,25,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.468051067465197,-7.835222017851962,-7.8389423705708055,-7.475378181165837,-5.816815694138313,-4.2747404060698955]","[-1.9385313889374833,-2.6303811558356784,-2.2775368958792797,-1.151816238970241,0.5857555247677055,2.1803030255188673]","[-15.468051067465197,-17.83522201785196,-17.838942370570805,-17.475378181165837,-15.816815694138313,-14.274740406069895]",M0|M0|M0|M0|M0|M0
NWP_A1_S25_P050,NWB_A1_S25,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,25,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.46587022245947,-4.309380410696846,-7.415325522479975,-7.890709432729494,-5.854686571888237,-4.291414575248496]","[-1.7284056897032718,0.5796227757655714,-2.2090155492050485,-1.47161744655304,0.5597864823427585,2.5010517904792096]","[-15.46587022245947,-14.309380410696846,-17.415325522479975,-17.890709432729494,-15.854686571888237,-14.291414575248496]",M0|M0|M0|M0|M0|M0
NWP_A1_S25_P080,NWB_A1_S25,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,25,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.482893725669207,-7.154687668448773,-5.5407313765225865,-5.435885473599569,-5.9262268472116375,-4.29769501841065]","[-1.937481480162213,-2.45794917043267,-0.5209706911403487,0.5041977896951266,0.5617599264620594,2.18784953396505]","[-15.482893725669207,-17.154687668448773,-15.540731376522587,-15.43588547359957,-15.926226847211638,-14.29769501841065]",M0|M0|M0|M0|M0|M0
NWP_A1_S26_NULL,NWB_A1_S26,NULL_FLARE_RED_NOISE,,,1.0,26,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.632279248949683,-6.376348381056829,-4.5395949862743805,-2.7711259952365026,-5.994000196730724,-10.018772092580718]","[-1.9556887931400615,-1.249642823638652,1.521356000110302,1.6870880780252264,0.39364944478865027,-2.390648764364812]","[-15.632279248949683,-16.37634838105683,-14.53959498627438,-12.771125995236503,-15.994000196730724,-20.01877209258072]",M0|M0|M0|M0|M0|M0
NWP_A1_S26_P050,NWB_A1_S26,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,26,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.236760990156636,-3.9525490146756965,-2.2536058299221224,-2.6926386358558148,-5.980194067147465,-9.98826292418022]","[-1.8023392262651035,1.0144163211329413,3.0369062313321535,2.002738168661921,0.41491341162338813,-2.3614592781485726]","[-15.236760990156636,-13.952549014675697,-12.253605829922122,-12.692638635855815,-15.980194067147465,-19.98826292418022]",M0|M0|M0|M0|M0|M0
NWP_A1_S26_P080,NWB_A1_S26,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,26,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.589330668760702,-7.337249438041894,-6.203589509160992,-3.3427859670786972,-6.137032352639437,-10.040247896148912]","[-1.8155885350625338,-2.293753443867402,-0.13379475149878317,1.025988354297084,0.2731624109425752,-2.4161978626173095]","[-15.589330668760702,-17.337249438041894,-16.20358950916099,-13.342785967078697,-16.137032352639437,-20.040247896148912]",M0|M0|M0|M0|M0|M0
NWP_A1_S27_NULL,NWB_A1_S27,NULL_FLARE_RED_NOISE,,,1.0,27,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.6660894042392425,-7.630115029748623,-8.665394157121568,-5.6873721730836735,-8.09914889738343,-6.72951902378918]","[-1.9387501972413004,-2.499773416438458,-2.682817022489303,-0.23749678067426316,-1.6995330135520703,0.17649992017129534]","[-15.666089404239242,-17.630115029748623,-18.66539415712157,-15.687372173083673,-18.09914889738343,-16.72951902378918]",M0|M0|M0|M0|M0|M0
NWP_A1_S27_P050,NWB_A1_S27,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,27,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.348567674705354,-7.110952406678365,-7.392119064745401,-6.044149100529808,-8.020278104051556,-6.704222447675932]","[-1.8768387315834874,-2.147879276009931,-1.7115757447407987,-0.23988862930664823,-1.6384814202573352,0.22762156123383193]","[-15.348567674705354,-17.110952406678365,-17.3921190647454,-16.044149100529808,-18.020278104051556,-16.70422244767593]",M0|M0|M0|M0|M0|M0
NWP_A1_S27_P080,NWB_A1_S27,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,27,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.5401101084294275,-6.958736482748009,-8.187604702396271,-5.626067655544659,-8.08542837342344,-6.725813239016816]","[-1.8452334396642582,-2.070940723431775,-2.4549124567586205,0.009499349486389974,-1.2334222574417595,0.19670577934283529]","[-15.540110108429428,-16.95873648274801,-18.18760470239627,-15.62606765554466,-18.08542837342344,-16.725813239016816]",M0|M0|M0|M0|M0|M0
NWP_A1_S28_NULL,NWB_A1_S28,NULL_FLARE_RED_NOISE,,,1.0,28,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.517996854005476,-7.730144490046129,-5.51429444007951,-3.9287461193389674,-7.229383925885713,-5.349784540373719]","[-1.9309067541360365,-2.5937063895986086,0.11935905952410053,-0.4886325289257343,-1.0673596698969732,-1.7071683762847556]","[-15.517996854005476,-17.73014449004613,-15.51429444007951,-13.928746119338967,-17.229383925885713,-15.349784540373719]",M0|M0|M0|M0|M0|M0
NWP_A1_S28_P050,NWB_A1_S28,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,28,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.6032573748013945,-6.414886923569981,-3.982731610491413,-2.666094018826044,-6.916984456041519,-5.341169518482388]","[-1.934706502927921,-1.5646643467621857,1.4898284668514634,0.9516619284613625,-0.7534673867722859,-1.7152419081185712]","[-15.603257374801395,-16.41488692356998,-13.982731610491413,-12.666094018826044,-16.91698445604152,-15.341169518482388]",M0|M0|M0|M0|M0|M0
NWP_A1_S28_P080,NWB_A1_S28,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,28,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.221700783613715,-6.729358643348661,-5.208461271446254,-4.054431858966183,-7.159076938164219,-5.383574418690785]","[-1.9500814201330838,-1.6549916071819695,0.8520013710667058,0.25891919831522614,-1.0678518442055633,-1.7252817905271627]","[-15.221700783613715,-16.72935864334866,-15.208461271446254,-14.054431858966183,-17.15907693816422,-15.383574418690785]",M0|M0|M0|M0|M0|M0
NWP_A1_S29_NULL,NWB_A1_S29,NULL_FLARE_RED_NOISE,,,1.0,29,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.580825354858337,-5.978979538821264,-8.64815237257585,-8.08318913558307,0.8320548022255139,-2.926076904482045]","[-1.9414915273162867,-0.8122343060140622,-2.696338982110916,-2.7684834178169524,2.09078281735907,-0.7572719841057278]","[-15.580825354858337,-15.978979538821264,-18.64815237257585,-18.08318913558307,-9.167945197774486,-12.926076904482045]",M0|M0|M0|M0|M0|M0
NWP_A1_S29_P050,NWB_A1_S29,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,29,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.268900252482927,-4.807605318271612,-8.015610779934889,-8.783771943927462,-0.8244646446566435,-2.969039881336414]","[-1.8919138774439057,0.18766629899789677,-1.978907349165695,-3.0376597012532898,0.6748366859750377,-0.9153575022462519]","[-15.268900252482927,-14.807605318271612,-18.01561077993489,-18.783771943927462,-10.824464644656643,-12.969039881336414]",M0|M0|M0|M0|M0|M0
NWP_A1_S29_P080,NWB_A1_S29,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,29,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.359979398066875,-6.793756634076615,-8.363252628994587,-7.8540100593623094,1.100789446561464,-2.716907622756537]","[-1.9286479991288354,-1.8639639921938311,-2.3361281944541474,-2.44908589626624,2.406159519509515,-0.5416142688928289]","[-15.359979398066875,-16.793756634076615,-18.363252628994587,-17.85401005936231,-8.899210553438536,-12.716907622756537]",M0|M0|M0|M0|M0|M0
NWP_A1_S30_NULL,NWB_A1_S30,NULL_FLARE_RED_NOISE,,,1.0,30,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.609126875058605,-6.8538448363713655,-8.584077083626397,-8.524879887688996,-1.6131915521098676,2.854873159789122]","[-1.9466302846333319,-2.034669177015445,-2.7820724660086,-3.505007178085151,3.268175265773948,7.863629898588329]","[-15.609126875058605,-16.853844836371366,-18.584077083626397,-18.524879887688996,-11.613191552109868,-7.145126840210878]",M0|M0|M0|M0|M0|M0
NWP_A1_S30_P050,NWB_A1_S30,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,30,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.3086530622054795,-6.686003475679499,-8.203133319752368,-8.900673145996024,-1.5880690967272812,2.8430404829670124]","[-1.7669277882884922,-1.8051158018181326,-2.3429279551180855,-3.8245480074259603,3.285694541788871,7.86776557030214]","[-15.30865306220548,-16.6860034756795,-18.203133319752368,-18.900673145996024,-11.588069096727281,-7.156959517032988]",M0|M0|M0|M0|M0|M0
NWP_A1_S30_P080,NWB_A1_S30,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,30,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.187484539155459,-6.064188322673147,-8.309762082988328,-8.385660792190833,-1.2696002740041195,2.942743706172905]","[-1.932364379602217,-1.2457248907515037,-2.293337424879411,-3.1873710174265852,3.676301920301796,7.989173067029981]","[-15.18748453915546,-16.064188322673147,-18.30976208298833,-18.385660792190833,-11.26960027400412,-7.057256293827095]",M0|M0|M0|M0|M0|M0
NWP_A1_S31_NULL,NWB_A1_S31,NULL_FLARE_RED_NOISE,,,1.0,31,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.448146223310202,-7.539380753503465,-5.548292703326325,-0.4662980332915936,-4.91806954613412,-7.126291059083485]","[-1.931720802461462,-2.483960560434653,0.004729445045597913,5.394267026903236,2.154410759632981,0.12727036292221783]","[-15.448146223310202,-17.539380753503465,-15.548292703326325,-10.466298033291594,-14.91806954613412,-17.126291059083485]",M0|M0|M0|M0|M0|M0
NWP_A1_S31_P050,NWB_A1_S31,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,31,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.321219344024346,-5.859621898567639,-5.850253539346113,-1.8628956599033017,-5.058300292716069,-7.144630837804584]","[-1.5073908205661999,-0.9842225795950981,-0.37865973750325566,4.060300022685539,2.02010402558966,0.7929194732899418]","[-15.321219344024346,-15.859621898567639,-15.850253539346113,-11.862895659903302,-15.05830029271607,-17.144630837804584]",M0|M0|M0|M0|M0|M0
NWP_A1_S31_P080,NWB_A1_S31,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,31,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.552753887178671,-6.564099873641126,-7.199143353368697,-1.9681784676625114,-5.1549070566308615,-8.36139674504426]","[-1.9528041285482773,-1.811961499640816,-1.6747227887079816,3.5999555966510854,1.9291141887546814,-0.42554658451410887]","[-15.552753887178671,-16.564099873641126,-17.199143353368697,-11.968178467662511,-15.154907056630861,-18.36139674504426]",M0|M0|M0|M0|M0|M0
NWP_A1_S32_NULL,NWB_A1_S32,NULL_FLARE_RED_NOISE,,,1.0,32,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.484084797833145,-7.387518814688875,-4.555694005318713,-2.7075105676330224,-7.306659283518286,-9.877610484127842]","[-1.9352290983459985,-2.2819298820097913,-0.1521293142640161,1.695990320162167,-0.822264629721758,-1.7595235954701138]","[-15.484084797833145,-17.387518814688875,-14.555694005318713,-12.707510567633022,-17.306659283518286,-19.877610484127842]",M0|M0|M0|M0|M0|M0
NWP_A1_S32_P050,NWB_A1_S32,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,32,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.495036370687876,-4.450372808833265,-4.647638968885644,-2.8184785258665386,-7.392906113046365,-9.890833301284033]","[-1.7859075868539245,0.20030919356455001,-0.25897169678290766,3.394687371744112,-0.8647434582604774,-1.8529742850135449]","[-15.495036370687876,-14.450372808833265,-14.647638968885644,-12.818478525866539,-17.392906113046365,-19.890833301284033]",M0|M0|M0|M0|M0|M0
NWP_A1_S32_P080,NWB_A1_S32,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,32,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.682970048776468,-7.464917399052013,-5.086058506977139,-3.0271591303052503,-7.21604667337391,-9.861121433394942]","[-1.9343391523348457,-2.434295972108444,0.006718924919823621,1.7491107785225495,-0.760579551695912,-1.8217372704700665]","[-15.682970048776468,-17.464917399052013,-15.086058506977139,-13.02715913030525,-17.21604667337391,-19.861121433394942]",M0|M0|M0|M0|M0|M0
NWP_A1_S33_NULL,NWB_A1_S33,NULL_FLARE_RED_NOISE,,,1.0,33,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.5733843304112085,-7.203642344187017,-7.556333026499658,-6.842221974350224,-6.399481759300784,-7.332777848790272]","[-1.8805039726414252,-2.0861474986710533,-1.6749882611777593,-1.0866320574501742,0.22243350229996395,-0.6022921039757989]","[-15.573384330411209,-17.203642344187017,-17.556333026499658,-16.842221974350224,-16.399481759300784,-17.332777848790272]",M0|M0|M0|M0|M0|M0
NWP_A1_S33_P050,NWB_A1_S33,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,33,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.548464174335699,-7.686910520810045,-7.9276448142361176,-6.921648594467598,-6.446223530919781,-7.311589560257403]","[-1.9598846250951008,-2.498170798097945,-2.240472761991583,-1.3465989384321801,0.1363296942059833,-0.5965933434356998]","[-15.548464174335699,-17.686910520810045,-17.927644814236118,-16.921648594467598,-16.44622353091978,-17.311589560257403]",M0|M0|M0|M0|M0|M0
NWP_A1_S33_P080,NWB_A1_S33,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,33,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.231414835608341,-6.931344315797247,-7.084047297063734,-7.000724673995421,-6.515197219140987,-7.4128127760805]","[-1.8793836046597319,-2.0999088044000302,-1.1833928612691977,-1.3042398982658199,0.07267503198062286,-0.6833120686044367]","[-15.23141483560834,-16.931344315797247,-17.084047297063734,-17.00072467399542,-16.515197219140987,-17.4128127760805]",M0|M0|M0|M0|M0|M0
NWP_A1_S34_NULL,NWB_A1_S34,NULL_FLARE_RED_NOISE,,,1.0,34,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.561939245231635,-7.372688476502788,-8.376565808042017,-8.717516757119427,-2.7011860035327686,-2.0293875197084503]","[-1.9334108841218525,-2.252924181895324,-2.3383897798287308,-3.0836720964178994,1.985944694441173,2.1029684511025266]","[-15.561939245231635,-17.372688476502788,-18.376565808042017,-18.717516757119427,-12.701186003532769,-12.02938751970845]",M0|M0|M0|M0|M0|M0
NWP_A1_S34_P050,NWB_A1_S34,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,34,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.520192455593877,-4.978253234795787,-6.388429363056872,-8.449217325282746,-2.6857824753251407,-2.018872681565256]","[-1.925153382988273,-0.004855521361619708,-0.8139250839839178,-2.7463246043977847,1.993443713469162,5.1319107614008885]","[-15.520192455593877,-14.978253234795787,-16.388429363056872,-18.449217325282746,-12.68578247532514,-12.018872681565256]",M0|M0|M0|M0|M0|M0
NWP_A1_S34_P080,NWB_A1_S34,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,34,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.721228651486344,-6.834856473851545,-8.352285509018628,-9.004089519028014,-2.7304751587357146,-2.0270656361580563]","[-1.8916274694189683,-2.1546926505431685,-2.5737408052070805,-2.6420954072213476,2.042850979043692,4.505698172376242]","[-15.721228651486344,-16.834856473851545,-18.35228550901863,-19.004089519028014,-12.730475158735715,-12.027065636158056]",M0|M0|M0|M0|M0|M0
NWP_A1_S35_NULL,NWB_A1_S35,NULL_FLARE_RED_NOISE,,,1.0,35,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.509095217504404,-7.253876065302649,-7.958560409075176,-7.137036365454577,-8.312863955604598,-0.6376387166950508]","[-1.9351192532305417,-2.175084055293908,-2.185164807463991,-1.0731168199770593,-1.6567658212830452,4.752768180345981]","[-15.509095217504404,-17.25387606530265,-17.958560409075176,-17.137036365454577,-18.3128639556046,-10.63763871669505]",M0|M0|M0|M0|M0|M0
NWP_A1_S35_P050,NWB_A1_S35,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,35,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.561467623643178,-7.4745670001165365,-7.838542167982524,-7.592715348030936,-8.432831998157269,-0.6414622393079981]","[-1.9475583103146592,-2.398788724914496,-2.3484701953008766,-1.613747013375587,-1.8085916919489478,6.297843898225949]","[-15.561467623643178,-17.474567000116537,-17.838542167982524,-17.592715348030936,-18.43283199815727,-10.641462239307998]",M0|M0|M0|M0|M0|M0
NWP_A1_S35_P080,NWB_A1_S35,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,35,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.06907887490534,-6.116361532421507,-8.16024043456369,-8.143082400628856,-8.545346515184633,-0.6546268452972868]","[-1.945512755770964,-1.7075024535703278,-2.25899256755136,-1.9149163169160488,-1.876593317786046,4.730590528144376]","[-15.06907887490534,-16.116361532421507,-18.16024043456369,-18.143082400628856,-18.545346515184633,-10.654626845297287]",M0|M0|M0|M0|M0|M0
NWP_A1_S36_NULL,NWB_A1_S36,NULL_FLARE_RED_NOISE,,,1.0,36,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.415381931006765,-7.147600760053251,-3.132494228512911,-4.711463277050683,-7.745175566919727,0.5254765372750967]","[-1.8541411956779745,-2.1821816738306126,1.5811119602992676,1.283808555137341,-1.9130921967812355,6.926175533058824]","[-15.415381931006765,-17.14760076005325,-13.132494228512911,-14.711463277050683,-17.745175566919727,-9.474523462724903]",M0|M0|M0|M0|M0|M0
NWP_A1_S36_P050,NWB_A1_S36,STATIONARY_QPP_PRESENT,50.0,0.04,1.0,36,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.4919583341792375,-4.621690004789755,-3.978243420994943,-5.09852952022959,-7.333617948513961,0.45351621505005824]","[-1.8350656844886464,-0.06695147265669732,0.4103311751275669,0.8593368940902053,-1.4711548324553974,6.866788727119797]","[-15.491958334179238,-14.621690004789755,-13.978243420994943,-15.09852952022959,-17.33361794851396,-9.546483784949942]",M0|M0|M0|M0|M0|M0
NWP_A1_S36_P080,NWB_A1_S36,STATIONARY_QPP_PRESENT,80.0,0.04,1.0,36,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.566730484650371,-5.305624592833141,-0.7836870659151884,-3.125458410841105,-7.011097092379998,0.5901084257955631]","[-1.9707162824074596,-0.19846881546450845,3.5861073571528266,2.563455624530718,-1.2232098798768334,6.994391522348508]","[-15.566730484650371,-15.30562459283314,-10.783687065915188,-13.125458410841105,-17.01109709238,-9.409891574204437]",M0|M0|M0|M0|M0|M0
