parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,n_sequence,selection_sequence,selection_interpretation,ever_selected,selected_n_count,number_of_up_transitions,number_of_down_transitions,first_selected_n,stable_selection_from_n,delta_bic_0_1_sequence_json,delta_bic_2_1_sequence_json,joint_margin_sequence_json,limiting_model_sequence
NWP_A2_S27_P050,NWB_A2_S27,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,27,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.22826858689341,-5.582076272912218,-4.245981369537475,-1.7693974325198951,0.5071223003414502,-2.430408604284935]","[-1.946137183041949,-0.7189022830299194,1.6148494851506427,4.031963803116241,5.975100416520206,4.1289422969585985]","[-15.22826858689341,-15.582076272912218,-14.245981369537475,-11.769397432519895,-9.49287769965855,-12.430408604284935]",M0|M0|M0|M0|M0|M0
NWP_A2_S27_P080,NWB_A2_S27,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,27,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.437550394144633,-6.91045772080129,-7.370936599487834,-8.251854167038232,-5.5718840229216084,-3.366519811727585]","[-1.752858440461286,-2.1521884223885053,-1.8714562344478622,-2.0328781830679077,0.9783387248577924,3.7311286926230878]","[-15.437550394144633,-16.91045772080129,-17.370936599487834,-18.251854167038232,-15.571884022921608,-13.366519811727585]",M0|M0|M0|M0|M0|M0
NWP_A2_S28_NULL,NWB_A2_S28,NULL_FLARE_RED_NOISE,,,2.0,28,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.579183071925916,-7.688653271396973,-8.932540838962808,-9.477568717991232,-6.425376467836884,-4.533997396406448]","[-1.9288457863805784,-2.5573519919924905,-2.9185265045497033,-3.037197656443709,-0.5787266844893679,-2.4630149021286343]","[-15.579183071925916,-17.688653271396973,-18.932540838962808,-19.477568717991232,-16.425376467836884,-14.533997396406448]",M0|M0|M0|M0|M0|M0
NWP_A2_S28_P050,NWB_A2_S28,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,28,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.382729792863547,-5.254311133712051,-3.0394562600285155,-4.707463587498125,-7.1262716194543145,-5.856716262172313]","[-1.6008082262226653,-0.2979573099957946,2.82720179014305,1.5779083864852055,-2.9611434821795797,-1.2586873435300276]","[-15.382729792863547,-15.25431113371205,-13.039456260028516,-14.707463587498125,-17.126271619454315,-15.856716262172313]",M0|M0|M0|M0|M0|M0
NWP_A2_S28_P080,NWB_A2_S28,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,28,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.7453192529061425,-6.679873053675195,-6.565705597413313,-6.258076165996613,-7.049944689701249,-4.8478029951991175]","[-1.93545350349659,-1.7503684732058815,-1.5304404041035582,-1.2197616830334823,-1.6706483117655466,-3.266007008221436]","[-15.745319252906143,-16.679873053675195,-16.565705597413313,-16.258076165996613,-17.04994468970125,-14.847802995199118]",M0|M0|M0|M0|M0|M0
NWP_A2_S29_NULL,NWB_A2_S29,NULL_FLARE_RED_NOISE,,,2.0,29,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.501916948634356,-7.637321769633502,-8.422918818075885,-7.626560636274803,-5.904929886879074,-4.971326361843012]","[-1.9399686633910056,-2.505377480617881,-2.4811827739292482,-3.386736407593446,-3.170978470369505,-3.312412198196398]","[-15.501916948634356,-17.637321769633502,-18.422918818075885,-17.626560636274803,-15.904929886879074,-14.971326361843012]",M0|M0|M0|M0|M0|M0
NWP_A2_S29_P050,NWB_A2_S29,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,29,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.53820106771378,-3.027153143961172,-3.848152221382236,-7.652515518371899,-7.03766936334722,-5.404151396953921]","[-1.7844817222760758,1.4946797485212073,1.8100042810076502,-1.5810096379101424,-3.323405571115643,-3.2321543743499888]","[-15.53820106771378,-13.027153143961172,-13.848152221382236,-17.6525155183719,-17.03766936334722,-15.404151396953921]",M0|M0|M0|M0|M0|M0
NWP_A2_S29_P080,NWB_A2_S29,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,29,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.421363204243482,-6.339086626489987,-5.4586104938019275,-6.815922311672125,-7.306238421642206,-4.940459203083265]","[-1.9001668997793901,-1.742747716784919,-0.8305284789721554,-3.199449757275943,-4.618279554181754,-3.436017332251595]","[-15.421363204243482,-16.339086626489987,-15.458610493801928,-16.815922311672125,-17.306238421642206,-14.940459203083265]",M0|M0|M0|M0|M0|M0
NWP_A2_S30_NULL,NWB_A2_S30,NULL_FLARE_RED_NOISE,,,2.0,30,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.516322361132387,-7.830751822892083,-8.657860209795814,-8.828928003101339,-6.303375945110531,0.2509229778055442]","[-1.9295759855601942,-2.6517864721653126,-2.6802644215261466,-2.5569107096617927,-0.11299484836752072,5.131970257617468]","[-15.516322361132387,-17.830751822892083,-18.657860209795814,-18.82892800310134,-16.30337594511053,-9.749077022194456]",M0|M0|M0|M0|M0|M0
NWP_A2_S30_P050,NWB_A2_S30,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,30,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.427426005217987,-4.3067789035356725,-2.5631441284810137,-1.633637546570526,-1.422767715156283,2.3479387458401106]","[-1.585461596979143,0.5731455121654108,2.8924048331588494,4.394294109307964,4.4824106614068455,6.587744007376841]","[-15.427426005217987,-14.306778903535672,-12.563144128481014,-11.633637546570526,-11.422767715156283,-7.652061254159889]",M0|M0|M0|M0|M0|M0
NWP_A2_S30_P080,NWB_A2_S30,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,30,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.680638761139205,-6.497734922198319,-6.349540631309878,-8.022251542676713,-6.6182769054082655,-0.16933175233327802]","[-1.9703295380398318,-1.351529798613356,-0.895252640122294,-2.3805166473323425,0.35342340506849723,4.624010234924299]","[-15.680638761139205,-16.49773492219832,-16.34954063130988,-18.022251542676713,-16.618276905408266,-10.169331752333278]",M0|M0|M0|M0|M0|M0
NWP_A2_S31_NULL,NWB_A2_S31,NULL_FLARE_RED_NOISE,,,2.0,31,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.486814156659657,-7.608737752216882,-8.43990876217299,-7.786314949129405,-9.375397044994088,-8.36480099186906]","[-1.9418048038201539,-2.553422835979049,-2.4753992020308715,-1.4462268609281068,-2.063706712750445,-1.2586319555293812]","[-15.486814156659657,-17.608737752216882,-18.43990876217299,-17.786314949129405,-19.375397044994088,-18.36480099186906]",M0|M0|M0|M0|M0|M0
NWP_A2_S31_P050,NWB_A2_S31,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,31,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.611074839595206,-6.758989312314242,-7.94884360259195,-7.790225260884199,-9.657127972784451,-8.412221645163868]","[-1.9013849826882074,-1.7714525245706625,-2.1167643938293565,-1.9975996697596656,-2.4305791503705905,-0.9024578905664384]","[-15.611074839595206,-16.75898931231424,-17.94884360259195,-17.7902252608842,-19.65712797278445,-18.412221645163868]",M0|M0|M0|M0|M0|M0
NWP_A2_S31_P080,NWB_A2_S31,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,31,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.0803067132112485,-6.966668154380557,-7.100116380581795,-7.851399661098299,-8.367561549844595,-8.570769105140698]","[-1.9449936704777633,-2.5321997888495247,-2.181693778801389,-1.8319486902573203,-0.9206068114923482,-1.7761708161874594]","[-15.080306713211248,-16.966668154380557,-17.100116380581795,-17.8513996610983,-18.367561549844595,-18.5707691051407]",M0|M0|M0|M0|M0|M0
NWP_A2_S32_NULL,NWB_A2_S32,NULL_FLARE_RED_NOISE,,,2.0,32,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.536016918575191,-7.607243562906774,-8.802299791418847,-9.390383318741328,-2.521936840653325,-0.9015554436231241]","[-1.9395502451935043,-2.5307313556674984,-2.7807589475848715,-2.7285335966867024,0.7359442198744546,1.7151394994228895]","[-15.536016918575191,-17.607243562906774,-18.802299791418847,-19.39038331874133,-12.521936840653325,-10.901555443623124]",M0|M0|M0|M0|M0|M0
NWP_A2_S32_P050,NWB_A2_S32,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,32,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.60944176629461,-7.130507840714429,-8.488980911851343,-9.39726468106619,-3.1182769932897827,-1.0865745419682753]","[-1.9347787062331436,-2.0438205110999093,-2.4035832127468666,-2.928503764907475,-0.016416678223151848,1.4640193374916635]","[-15.60944176629461,-17.13050784071443,-18.488980911851343,-19.39726468106619,-13.118276993289783,-11.086574541968275]",M0|M0|M0|M0|M0|M0
NWP_A2_S32_P080,NWB_A2_S32,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,32,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.118308506178803,-7.060733851003491,-8.048903815648828,-8.479711283401116,-2.308049111731748,-0.827487139131108]","[-1.943032334913096,-2.1098745228178046,-3.0454664967239466,-2.102136751146645,1.0659194525740645,1.8903904153401072]","[-15.118308506178803,-17.06073385100349,-18.048903815648828,-18.479711283401116,-12.308049111731748,-10.827487139131108]",M0|M0|M0|M0|M0|M0
NWP_A2_S33_NULL,NWB_A2_S33,NULL_FLARE_RED_NOISE,,,2.0,33,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.533914836468973,-7.777701348866003,-8.617002292772952,-8.819276419670302,-1.7385635464902975,-8.17015695101361]","[-1.932526126662382,-2.5926929220774326,-2.5630410070874348,-2.53118067334168,4.244785979311644,-0.9430409044464341]","[-15.533914836468973,-17.777701348866003,-18.617002292772952,-18.819276419670302,-11.738563546490298,-18.17015695101361]",M0|M0|M0|M0|M0|M0
NWP_A2_S33_P050,NWB_A2_S33,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,33,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.232497140457406,-5.8246132010225296,-6.964077344976658,-8.757275185930496,-2.5734091760186857,-8.316058606168895]","[-1.9098246531606167,-0.8410008966624218,-1.127870213720115,-2.2765791817313357,3.691986444326403,-0.9447304212725385]","[-15.232497140457406,-15.82461320102253,-16.96407734497666,-18.757275185930496,-12.573409176018686,-18.316058606168895]",M0|M0|M0|M0|M0|M0
NWP_A2_S33_P080,NWB_A2_S33,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,33,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.27710943860655,-7.566746583728488,-8.381228954692148,-7.8519797722063345,-0.5148504011140176,-8.009618129617479]","[-1.9275739305577426,-2.704548467522727,-2.645028239892582,-1.7422460937881397,5.452580609520567,-0.9272438900156885]","[-15.27710943860655,-17.566746583728488,-18.381228954692148,-17.851979772206334,-10.514850401114018,-18.00961812961748]",M0|M0|M0|M0|M0|M0
NWP_A2_S34_NULL,NWB_A2_S34,NULL_FLARE_RED_NOISE,,,2.0,34,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.565124440413804,-7.822243951151279,-8.940580919876027,-9.291709953450322,-9.188300749732946,-6.265588832264143]","[-1.9325761647697481,-2.6161721910401923,-2.9272936224010095,-2.911836925604689,-3.7187317512964455,-1.5726360087130615]","[-15.565124440413804,-17.82224395115128,-18.940580919876027,-19.291709953450322,-19.188300749732946,-16.265588832264143]",M0|M0|M0|M0|M0|M0
NWP_A2_S34_P050,NWB_A2_S34,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,34,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.484030983176648,-7.416095972611785,-8.54502746226774,-9.20281681049056,-9.34837725289566,-6.449135068884175]","[-1.9083132142182153,-2.2320665757485187,-2.4816955174068767,-2.7631168389532377,-3.8404790128394666,-1.8633050986579747]","[-15.484030983176648,-17.416095972611785,-18.54502746226774,-19.20281681049056,-19.34837725289566,-16.449135068884175]",M0|M0|M0|M0|M0|M0
NWP_A2_S34_P080,NWB_A2_S34,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,34,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.104080393096771,-7.551157335239125,-8.060792747653892,-8.69675850158643,-9.591949244564887,-6.492719091740696]","[-1.9233750706397954,-2.716945623651611,-2.2271281287967213,-2.2894735537975066,-3.9971811093449787,-1.7218858474848275]","[-15.10408039309677,-17.551157335239125,-18.060792747653892,-18.69675850158643,-19.591949244564887,-16.492719091740696]",M0|M0|M0|M0|M0|M0
NWP_A2_S35_NULL,NWB_A2_S35,NULL_FLARE_RED_NOISE,,,2.0,35,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.496085515699033,-7.572205342131994,-8.414496832350977,-8.468267368939166,-9.561629259187441,-10.375862560926635]","[-1.9201233834398517,-2.4770344328965024,-2.3548857181362166,-2.388817436655586,-2.575274396373686,-3.60521313053016]","[-15.496085515699033,-17.572205342131994,-18.414496832350977,-18.468267368939166,-19.56162925918744,-20.375862560926635]",M0|M0|M0|M0|M0|M0
NWP_A2_S35_P050,NWB_A2_S35,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,35,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.311115136647116,-4.526712039188325,-2.649212469922361,-4.386026640918317,-8.54271592419309,-10.021528327095098]","[-1.6242517797924139,0.398343621023443,2.931917213853751,1.5540791419014113,-1.6441470090855432,-3.272432770098476]","[-15.311115136647116,-14.526712039188325,-12.649212469922361,-14.386026640918317,-18.54271592419309,-20.021528327095098]",M0|M0|M0|M0|M0|M0
NWP_A2_S35_P080,NWB_A2_S35,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,35,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.68496213123591,-6.786967738834491,-6.835754494836323,-8.166702633856744,-9.890166304312913,-10.513180394737901]","[-1.9426404553836898,-1.721175750522363,-1.2164806943214899,-2.6963715465793143,-3.0435540729488935,-3.426312690971713]","[-15.68496213123591,-16.78696773883449,-16.835754494836323,-18.166702633856744,-19.890166304312913,-20.5131803947379]",M0|M0|M0|M0|M0|M0
NWP_A2_S36_NULL,NWB_A2_S36,NULL_FLARE_RED_NOISE,,,2.0,36,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.47663669368332,-7.781814872964333,-9.029503697681605,-8.850166639940483,-8.421741567251786,-6.46867509148251]","[-1.9296425564523867,-2.644820286222412,-3.08922596716053,-2.4593100869579985,-2.157579742202529,0.20416744457122604]","[-15.47663669368332,-17.781814872964333,-19.029503697681605,-18.850166639940483,-18.421741567251786,-16.46867509148251]",M0|M0|M0|M0|M0|M0
NWP_A2_S36_P050,NWB_A2_S36,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,36,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.590418372663988,-5.152053595193266,-5.415517738824377,-7.568062614216217,-9.033311493699387,-7.112682456606194]","[-1.8749243882748212,-0.4059261256297759,-0.19897284325250553,-1.8496021367110984,-2.3283322867371226,-2.125990187036109]","[-15.590418372663988,-15.152053595193266,-15.415517738824377,-17.568062614216217,-19.033311493699387,-17.112682456606194]",M0|M0|M0|M0|M0|M0
NWP_A2_S36_P080,NWB_A2_S36,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,36,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.391365040030047,-7.015106746673368,-6.286160076183421,-6.490979272563493,-6.120898050833091,-6.241230402446604]","[-1.9652183328519657,-2.4246199260087593,-1.0003579083956993,-0.3541482002832481,-0.2282305789535144,-2.191756646404542]","[-15.391365040030047,-17.015106746673368,-16.28616007618342,-16.490979272563493,-16.12089805083309,-16.241230402446604]",M0|M0|M0|M0|M0|M0
NWP_A2_S37_NULL,NWB_A2_S37,NULL_FLARE_RED_NOISE,,,2.0,37,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.545329993379514,-7.528121102739306,-8.723600432045629,-6.88890716639736,-7.137875387224312,-5.714331278055454]","[-1.9459997436472198,-2.488533183017921,-2.729276667884136,-0.9739976478230119,-0.8623739520726303,1.7229852578870464]","[-15.545329993379514,-17.528121102739306,-18.72360043204563,-16.88890716639736,-17.137875387224312,-15.714331278055454]",M0|M0|M0|M0|M0|M0
NWP_A2_S37_P050,NWB_A2_S37,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,37,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.285243823874479,-6.100866041440398,-7.107222371049858,-6.780059716348035,-7.109450135157488,-5.703247113544137]","[-1.822090915680648,-1.1022096175291267,-1.0813548768678913,-0.5768200974422371,-0.7932517005481827,1.7328444674392927]","[-15.28524382387448,-16.100866041440398,-17.107222371049858,-16.780059716348035,-17.109450135157488,-15.703247113544137]",M0|M0|M0|M0|M0|M0
NWP_A2_S37_P080,NWB_A2_S37,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,37,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.085883084656695,-7.497785365599128,-8.86206122819047,-7.547676848880997,-7.267002584849024,-5.760863647075382]","[-1.9254289187675253,-2.6205340362483582,-2.7662470701040434,-1.7132001300333286,-1.0073231598756252,1.6628621070163376]","[-15.085883084656695,-17.49778536559913,-18.86206122819047,-17.547676848880997,-17.267002584849024,-15.760863647075382]",M0|M0|M0|M0|M0|M0
NWP_A2_S38_NULL,NWB_A2_S38,NULL_FLARE_RED_NOISE,,,2.0,38,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.545429447229065,-7.800376910946042,-8.920559904178987,-8.774155979266197,-5.738618534730676,-5.676717318732017]","[-1.9351283451077714,-2.61926912864881,-2.795137851316724,-2.442520646523292,0.4875256490902302,0.40317640652187947]","[-15.545429447229065,-17.800376910946042,-18.920559904178987,-18.774155979266197,-15.738618534730676,-15.676717318732017]",M0|M0|M0|M0|M0|M0
NWP_A2_S38_P050,NWB_A2_S38,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,38,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.621388755586523,-7.0067660730167205,-7.860894860719981,-7.815049661283183,-5.2576679683084535,-5.465796967091023]","[-1.9214771277547316,-1.931418822768066,-2.048969226811579,-1.8371303138396797,0.724267584593747,0.626068904642807]","[-15.621388755586523,-17.00676607301672,-17.86089486071998,-17.815049661283183,-15.257667968308454,-15.465796967091023]",M0|M0|M0|M0|M0|M0
NWP_A2_S38_P080,NWB_A2_S38,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,38,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.129940485137329,-7.293604047853023,-8.235684757004236,-8.954885182562123,-5.868233300410907,-6.066006171016852]","[-1.816077096209841,-2.6335283567954377,-2.6962003916049184,-2.593789910764883,0.1513887441562929,-0.053620800323869844]","[-15.129940485137329,-17.293604047853023,-18.235684757004236,-18.954885182562123,-15.868233300410907,-16.066006171016852]",M0|M0|M0|M0|M0|M0
NWP_A2_S39_NULL,NWB_A2_S39,NULL_FLARE_RED_NOISE,,,2.0,39,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.567383076416407,-7.774538519021263,-9.07624552218877,-9.724904766760062,-9.165824053469123,-9.763177173864051]","[-1.9383973812807058,-2.593490433630791,-2.9427742030538866,-3.057112016175097,-2.1152125318697017,-2.7575917934182144]","[-15.567383076416407,-17.774538519021263,-19.07624552218877,-19.724904766760062,-19.165824053469123,-19.76317717386405]",M0|M0|M0|M0|M0|M0
NWP_A2_S39_P050,NWB_A2_S39,STATIONARY_QPP_PRESENT,50.0,0.04,2.0,39,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.660851973221746,-5.949057696672881,-6.351562221906505,-6.75099061592266,-6.743057914826977,-9.93036260076201]","[-1.956725889557748,-1.1708641692550117,-1.0515505422768854,-0.808323031135501,-0.07183821862543027,-3.16471767238977]","[-15.660851973221746,-15.949057696672881,-16.351562221906505,-16.75099061592266,-16.743057914826977,-19.93036260076201]",M0|M0|M0|M0|M0|M0
NWP_A2_S39_P080,NWB_A2_S39,STATIONARY_QPP_PRESENT,80.0,0.04,2.0,39,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.376614965863295,-6.772802936983325,-6.3957971682210655,-6.35622749268947,-9.502803004732982,-8.93830481032819]","[-1.9577458942530788,-2.2877901639625264,-1.378721828422215,-0.15295043726683843,-2.4407385041681664,-2.2178297420394983]","[-15.376614965863295,-16.772802936983325,-16.395797168221065,-16.35622749268947,-19.502803004732982,-18.93830481032819]",M0|M0|M0|M0|M0|M0
